,Synset,Glosa
15807,102935017,
15808,102935316,
15809,102935387,
15810,102935490,
15811,102935658,kafea eta bestelako edariak zerbitzatzen eta hartzen diren etxea
15812,102935891,
15813,102936020,None
15814,102936176,
15815,102936281,
15816,102936402,
15817,102936570,
15818,102936714,
15819,102936921,
15820,102937010,
15821,102937093,
15822,102937237,
15823,102937336,
15824,102937469,
15825,102937614,None
15826,102937766,
15827,102937958,
15828,102938095,
15829,102938218,
15830,102938321,
15831,102938514,
15832,102938886,
15833,102939185,
15834,102939291,None
15835,102939565,
15836,102939763,
15837,102939866,
15838,102940143,
15839,102940289,
15840,102940385,None
15841,102940570,
15842,102940706,
15843,102940878,None
15844,102941095,
15845,102941228,None
15846,102941408,
15847,102941605,
15848,102941716,
15849,102941845,
15850,102942015,
15851,102942147,
15852,102942227,
15853,102942349,None
15854,102942460,
15855,102942577,
15856,102942699,
15857,102943241,
15858,102943465,
15859,102943686,
15860,102943871,
15861,102943964,None
15862,102944075,
15863,102944146,
15864,102944256,None
15865,102944375,None
15866,102944459,
15867,102944579,None
15868,102944826,
15869,102945161,
15870,102945379,
15871,102945594,"udaldia igarotzeko lekua; haur talde batek beren begiraleekin, jolasean eta, udaldiko egun batzuk igarotzeko lekua"
15872,102945813,None
15873,102945964,
15874,102946127,
15875,102946270,
15876,102946348,
15877,102946509,None
15878,102946633,
15879,102946753,
15880,102946824,
15881,102946921,
15882,102947212,
15883,102947660,None
15884,102947818,
15885,102947977,
15886,102948072,
15887,102948293,None
15888,102948403,None
15889,102948557,
15890,102948719,
15891,102948834,
15892,102948942,
15893,102949084,
15894,102949202,
15895,102949356,None
15896,102949542,
15897,102949691,
15898,102950018,
15899,102950120,
15900,102950186,
15901,102950256,
15902,102950482,
15903,102950632,
15904,102950826,None
15905,102950943,
15906,102951090,
15907,102951170,
15908,102951358,
15909,102951585,
15910,102951703,
15911,102951843,
15912,102952109,
15913,102952237,
15914,102952374,
15915,102952485,
15916,102952585,
15917,102952674,
15918,102952798,
15919,102952935,
15920,102953056,
15921,102953197,
15922,102953455,
15923,102953552,
15924,102953673,
15925,102953850,
15926,102954068,
15927,102954163,
15928,102954340,
15929,102954938,
15930,102955065,
15931,102955247,
15932,102955540,
15933,102955767,
15934,102955944,None
15935,102956069,
15936,102956247,
15937,102956393,
15938,102956500,None
15939,102956699,None
15940,102956795,
15941,102956883,
15942,102957008,
15943,102957135,
15944,102957252,
15945,102957427,
15946,102957586,
15947,102957755,
15948,102957862,
15949,102958002,
15950,102958264,
15951,102958343,"4 gurpileko motordun ibilgailua, barne errekuntzako motorrak bultzatzen du normalean"
15952,102959942,bidaiariak edo merkantzia garraiatzeko prestatua dagoen tren bateko orga
15953,102960352,
15954,102960501,
15955,102960690,
15956,102960903,
15957,102961035,
15958,102961225,
15959,102961451,
15960,102961544,
15961,102961714,
15962,102961851,
15963,102961947,
15964,102962061,
15965,102962200,
15966,102962414,
15967,102962545,
15968,102962843,
15969,102962938,
15970,102963159,
15971,102963302,
15972,102963503,
15973,102963692,None
15974,102963821,
15975,102963987,
15976,102964075,
15977,102964196,
15978,102964295,
15979,102964389,
15980,102964634,
15981,102964843,
15982,102964934,None
15983,102965024,None
15984,102965122,
15985,102965216,
15986,102965300,
15987,102965529,
15988,102965617,
15989,102965783,
15990,102965936,None
15991,102966068,None
15992,102966193,
15993,102966372,
15994,102966545,
15995,102966687,
15996,102966786,
15997,102966942,None
15998,102967081,
15999,102967170,
16000,102967294,
16001,102967407,
16002,102967540,
16003,102967626,
16004,102967782,
16005,102967991,
16006,102968074,
16007,102968210,
16008,102968333,
16009,102968473,
16010,102969010,
16011,102969163,
16012,102969323,
16013,102969527,
16014,102969634,
16015,102969754,
16016,102969886,
16017,102970100,
16018,102970311,
16019,102970408,
16020,102970534,
16021,102970685,
16022,102970849,
16023,102971167,
16024,102971356,
16025,102971473,
16026,102971579,
16027,102971691,
16028,102971940,
16029,102972182,
16030,102972397,
16031,102972533,
16032,102972714,
16033,102972934,
16034,102973017,
16035,102973236,
16036,102973395,None
16037,102973558,
16038,102973805,
16039,102973904,
16040,102974003,
16041,102974219,
16042,102974348,
16043,102974454,
16044,102974565,
16045,102974697,
16046,102975212,
16047,102975412,
16048,102975589,None
16049,102975994,
16050,102976123,
16051,102976249,
16052,102976350,
16053,102976455,None
16054,102976552,
16055,102976641,
16056,102976815,
16057,102976939,
16058,102977058,
16059,102977330,
16060,102977438,
16061,102977619,atea edo leihoa inguratzen duen egitura
16062,102977822,
16063,102977936,"jendea biltzeko edo atsegin hartzeko toki edo etxea; bereziki, diru-jokoak baimendurik daudena"
16064,102978055,
16065,102978205,
16066,102978367,
16067,102978478,
16068,102978753,
16069,102978881,
16070,102979074,
16071,102979186,
16072,102979290,
16073,102979399,
16074,102979516,
16075,102979662,
16076,102979836,
16077,102980036,
16078,102980203,None
16079,102980325,
16080,102980441,
16081,102980625,
16082,102980841,
16083,102981024,
16084,102981198,
16085,102981321,
16086,102981565,
16087,102981792,
16088,102981911,
16089,102982232,
16090,102982416,
16091,102982515,
16092,102982599,
16093,102982790,
16094,102983072,None
16095,102983189,
16096,102983357,
16097,102983507,
16098,102983741,
16099,102983904,
16100,102984061,
16101,102984203,
16102,102984328,
16103,102984469,
16104,102984699,"pila, upel elektrolitiko, gas-hodi, etab.etako elektrodo negatiboa"
16105,102984937,None
16106,102985137,
16107,102985506,
16108,102985606,
16109,102985758,
16110,102985828,
16111,102985963,
16112,102986066,
16113,102986160,None
16114,102986348,
16115,102986480,
16116,102986605,
16117,102986757,
16118,102986920,
16119,102987047,
16120,102987379,
16121,102987492,
16122,102987706,None
16123,102987823,None
16124,102987950,
16125,102988066,
16126,102988156,
16127,102988304,
16128,102988486,
16129,102988679,
16130,102988963,
16131,102989099,
16132,102989178,None
16133,102989313,
16134,102989475,
16135,102989685,
16136,102989893,
16137,102990103,
16138,102990373,
16139,102990561,None
16140,102990758,
16141,102990920,
16142,102991048,erreakzio batean askaturiko energia kimikoa energia elektriko bihurtzen duen tresna
16143,102991302,
16144,102991555,
16145,102991711,
16146,102991847,
16147,102991950,
16148,102992032,
16149,102992211,
16150,102992368,
16151,102992529,
16152,102992795,
16153,102993081,
16154,102993194,
16155,102993368,
16156,102993546,
16157,102993877,
16158,102994012,
16159,102994219,
16160,102994419,
16161,102994573,None
16162,102994743,
16163,102994858,
16164,102995151,
16165,102995345,
16166,102995770,
16167,102995871,
16168,102995998,
16169,102996249,
16170,102996570,None
16171,102996703,
16172,102996840,
16173,102997292,
16174,102997391,
16175,102997607,
16176,102997773,
16177,102997910,
16178,102998003,
16179,102998107,
16180,102998209,None
16181,102998363,
16182,102998563,
16183,102998696,None
16184,102998841,None
16185,102999001,
16186,102999138,
16187,102999272,None
16188,102999410,
16189,102999757,
16190,102999936,
16191,103000021,None
16192,103000134,
16193,103000247,
16194,103000530,
16195,103000684,
16196,103000808,
16197,103000966,
16198,103001115,
16199,103001282,
16200,103001540,None
16201,103001627,
16202,103002096,None
16203,103002210,None
16204,103002341,
16205,103002555,
16206,103002711,
16207,103002816,
16208,103002948,
16209,103003091,
16210,103003378,
16211,103003548,
16212,103003633,
16213,103003730,
16214,103004146,
16215,103004275,
16216,103004409,
16217,103004531,
16218,103004620,
16219,103004713,
16220,103004824,
16221,103005033,
16222,103005147,
16223,103005285,
16224,103005425,
16225,103005515,None
16226,103005619,
16227,103005769,
16228,103005920,
16229,103006105,None
16230,103006398,None
16231,103006626,
16232,103006788,
16233,103006903,
16234,103007130,
16235,103007297,
16236,103007444,
16237,103007591,
16238,103007824,
16239,103007955,
16240,103008080,
16241,103008177,
16242,103008275,
16243,103008565,
16244,103008817,
16245,103008976,None
16246,103009111,
16247,103009269,
16248,103009477,None
16249,103009633,
16250,103009794,
16251,103009920,
16252,103010057,None
16253,103010138,None
16254,103010283,None
16255,103010473,
16256,103010656,
16257,103010795,
16258,103010915,
16259,103011018,
16260,103011162,None
16261,103011355,None
16262,103011521,
16263,103011741,
16264,103011892,
16265,103012013,
16266,103012159,
16267,103012263,None
16268,103012373,
16269,103012499,
16270,103012644,
16271,103012734,None
16272,103012897,None
16273,103013006,
16274,103013162,None
16275,103013438,
16276,103013580,
16277,103013718,
16278,103013850,
16279,103013992,
16280,103014119,
16281,103014204,
16282,103014317,None
16283,103014440,
16284,103014705,
16285,103015052,
16286,103015149,
16287,103015254,
16288,103015478,
16289,103015631,
16290,103015851,
16291,103015975,
16292,103016056,
16293,103016209,
16294,103016389,
16295,103016511,None
16296,103016609,None
16297,103016737,
16298,103016868,
16299,103016953,
16300,103017070,
16301,103017168,
16302,103017428,
16303,103017698,
16304,103017835,
16305,103017931,
16306,103018058,
16307,103018209,
16308,103018349,
16309,103018493,
16310,103018614,
16311,103018712,None
16312,103018848,
16313,103018971,
16314,103019198,
16315,103019304,
16316,103019434,None
16317,103019535,
16318,103019685,
16319,103019806,
16320,103019938,
16321,103020034,
16322,103020416,
16323,103020563,
16324,103020692,
16325,103020927,None
16326,103021121,
16327,103021228,None
16328,103021360,
16329,103021531,
16330,103021696,
16331,103021858,
16332,103022041,
16333,103022250,
16334,103022406,
16335,103022634,
16336,103022788,
16337,103022978,
16338,103023175,
16339,103023415,
16340,103023623,None
16341,103023878,
16342,103024064,
16343,103024233,
16344,103024333,
16345,103024518,
16346,103024746,
16347,103024882,
16348,103025070,
16349,103025165,
16350,103025250,
16351,103025357,
16352,103025513,
16353,103025641,
16354,103025755,
16355,103025886,
16356,103026093,None
16357,103026350,
16358,103026506,None
16359,103026626,
16360,103026741,
16361,103026907,
16362,103027001,
16363,103027108,
16364,103027250,
16365,103027505,
16366,103027625,None
16367,103027797,None
16368,103027935,
16369,103028079,"bereziki kristauek gurtzeko duten eraikina, tenplua"
16370,103028596,
16371,103028785,None
16372,103028907,None
16373,103029066,
16374,103029197,
16375,103029296,None
16376,103029445,
16377,103029603,
16378,103029812,
16379,103029925,
16380,103030035,
16381,103030262,
16382,103030353,
16383,103030433,
16384,103030557,
16385,103030663,
16386,103030880,
16387,103031012,
16388,103031152,
16389,103031306,
16390,103031422,
16391,103031553,
16392,103031756,
16393,103031957,
16394,103032158,
16395,103032252,
16396,103032453,
16397,103032576,
16398,103032811,
16399,103033019,
16400,103033267,
16401,103033362,korronte elektrikoa garraiatzeko elkarrekin loturik dauden eta bide itxia osatzen duten eroaleen multzoa
16402,103033986,
16403,103034244,
16404,103034405,
16405,103034516,
16406,103034663,
16407,103034860,
16408,103035089,
16409,103035252,
16410,103035510,
16411,103035715,
16412,103035832,
16413,103036022,udal-administrazioaren zerbitzuak dauden eraikina
16414,103036149,None
16415,103036244,
16416,103036341,
16417,103036469,
16418,103036701,
16419,103036866,
16420,103037108,
16421,103037228,
16422,103037404,
16423,103037590,None
16424,103037709,
16425,103037899,
16426,103038041,
16427,103038190,
16428,103038281,
16429,103038480,
16430,103038595,
16431,103038685,
16432,103038870,
16433,103039015,
16434,103039156,
16435,103039259,
16436,103039353,None
16437,103039493,None
16438,103039618,
16439,103039711,None
16440,103039827,
16441,103039947,
16442,103040229,
16443,103040376,
16444,103040587,
16445,103040836,
16446,103040983,
16447,103041114,
16448,103041265,
16449,103041449,None
16450,103041632,
16451,103041810,
16452,103041964,
16453,103042139,None
16454,103042384,None
16455,103042490,None
16456,103042697,None
16457,103042829,
16458,103042984,
16459,103043173,None
16460,103043274,
16461,103043423,
16462,103043693,
16463,103043798,
16464,103043958,
16465,103044166,
16466,103044278,None
16467,103044418,
16468,103044537,
16469,103044671,
16470,103044801,None
16471,103044934,
16472,103045074,
16473,103045228,
16474,103045337,
16475,103045698,
16476,103045800,
16477,103045928,
16478,103046029,
16479,103046133,
16480,103046257,
16481,103046657,
16482,103046802,
16483,103046921,
16484,103047052,
16485,103047171,
16486,103047353,
16487,103047553,
16488,103047690,
16489,103047799,
16490,103047941,
16491,103048094,
16492,103048322,
16493,103048412,
16494,103048598,None
16495,103048883,
16496,103049066,
16497,103049326,None
16498,103049457,
16499,103049605,
16500,103049695,
16501,103049782,
16502,103049924,
16503,103050026,
16504,103050453,
16505,103050546,
16506,103050655,
16507,103050864,
16508,103051041,
16509,103051152,
16510,103051249,
16511,103051396,None
16512,103051540,
16513,103052464,
16514,103052628,
16515,103052917,
16516,103053047,
16517,103053163,
16518,103053272,None
16519,103053474,
16520,103053788,
16521,103053976,None
16522,103054098,None
16523,103054311,helburu jakin batekin elkartzen diren lagun multzoaren lokala
16524,103054491,
16525,103054605,
16526,103054901,
16527,103055159,
16528,103055418,
16529,103055537,None
16530,103055670,"lau gurpileko zaldi-orga, dotore eta gehienetan estalia"
16531,103055857,
16532,103056010,
16533,103056097,
16534,103056215,
16535,103056288,
16536,103056368,
16537,103056493,
16538,103056583,
16539,103056701,
16540,103056873,
16541,103057021,
16542,103057541,
16543,103057636,
16544,103057724,
16545,103057841,
16546,103057920,
16547,103058107,
16548,103058603,
16549,103058726,
16550,103058949,
16551,103059103,
16552,103059236,
16553,103059366,
16554,103059528,
16555,103059685,
16556,103059806,
16557,103059934,None
16558,103060074,
16559,103060294,"koka-hostoetatik ateratako alkaloidea, medikuntzan anestesiko moduan eta nerbio-sistemaren estimulatzaile gisa erabiltzen dena; denbora luzez erabiltzeak mendekotasun psikikoa eta toxikomania sor ditzake"
16560,103060599,
16561,103060728,
16562,103061050,
16563,103061211,None
16564,103061345,
16565,103061428,
16566,103061505,
16567,103061674,
16568,103061819,
16569,103061893,
16570,103062015,
16571,103062122,
16572,103062245,
16573,103062336,None
16574,103062461,
16575,103062651,
16576,103062798,
16577,103062985,
16578,103063073,
16579,103063199,
16580,103063338,
16581,103063485,
16582,103063599,
16583,103063689,
16584,103063834,
16585,103063968,
16586,103064118,None
16587,103064250,
16588,103064350,
16589,103064443,
16590,103064562,
16591,103064758,
16592,103064935,
16593,103065063,
16594,103065243,
16595,103065424,
16596,103065708,
16597,103066029,
16598,103066130,
16599,103066232,
16600,103066359,
16601,103066464,
16602,103066606,
16603,103066743,None
16604,103066849,
16605,103066965,None
16606,103067093,None
16607,103067212,
16608,103067339,
16609,103067518,
16610,103067690,None
16611,103067810,
16612,103067912,
16613,103068181,
16614,103068486,
16615,103068707,None
16616,103068862,None
16617,103068998,None
16618,103069213,None
16619,103069381,
16620,103069567,
16621,103069752,
16622,103069919,
16623,103070059,
16624,103070193,
16625,103070396,
16626,103070587,
16627,103070854,
16628,103071021,
16629,103071160,
16630,103071288,None
16631,103071431,None
16632,103071552,
16633,103071782,
16634,103071923,
16635,103072056,
16636,103072201,
16637,103072440,
16638,103072682,
16639,103072828,None
16640,103073016,None
16641,103073296,
16642,103073384,
16643,103073545,None
16644,103073694,None
16645,103073832,None
16646,103073977,
16647,103074380,
16648,103074574,
16649,103074855,
16650,103075097,
16651,103075248,None
16652,103075370,
16653,103075500,
16654,103075634,
16655,103075768,
16656,103075946,
16657,103076104,
16658,103076298,
16659,103076411,
16660,103076623,
16661,103076708,komertziorako erabilia dena eta naturak zein giza jarduerak ekoitzitako gauza
16662,103077074,
16663,103077304,
16664,103077442,
16665,103077616,
16666,103077741,
16667,103077958,
16668,103078287,
16669,103078506,
16670,103078670,
16671,103078802,
16672,103078995,
16673,103079136,
16674,103079230,
16675,103079494,None
16676,103079616,
16677,103079741,
16678,103080309,None
16679,103080497,
16680,103080633,
16681,103080731,
16682,103080904,
16683,103081021,
16684,103081660,
16685,103081859,
16686,103081986,
16687,103082127,
16688,103082280,
16689,103082450,
16690,103082656,
16691,103082807,
16692,103082979,
16693,103084204,
16694,103084420,
16695,103084647,
16696,103084834,
16697,103085013,
16698,103085219,None
16699,103085333,
16700,103085602,
16701,103085781,
16702,103085915,
16703,103086183,
16704,103086457,
16705,103086580,
16706,103086670,
16707,103086868,
16708,103086963,
16709,103087069,
16710,103087245,
16711,103087366,
16712,103087521,
16713,103087643,
16714,103087816,
16715,103088020,
16716,103088164,"kautxuzko edo material plastikozko gailua, zakilean edo umetokiaren lepoan jarrita kontrazepziorako erabiltzen dena"
16717,103088389,
16718,103088580,
16719,103088707,
16720,103089014,
16721,103089348,
16722,103089477,
16723,103089624,
16724,103089753,
16725,103089879,
16726,103090000,
16727,103090172,
16728,103090278,
16729,103090437,
16730,103090598,None
16731,103090710,
16732,103090856,
16733,103091044,
16734,103091223,None
16735,103091374,
16736,103091907,
16737,103092053,
16738,103092166,
16739,103092314,
16740,103092476,
16741,103092656,
16742,103092883,
16743,103093018,None
16744,103093427,
16745,103093574,
16746,103093792,
16747,103094159,
16748,103094347,
16749,103094503,
16750,103095699,
16751,103095965,None
16752,103096142,
16753,103096273,
16754,103096439,
16755,103096593,
16756,103096960,"zenbait tresna edo aparatu martxan jartzeko eta kontrolatzeko bidea, gauza edo prozedura"
16757,103097362,
16758,103097535,
16759,103097673,karaktere zenbait idazteko tekla
16760,103097890,None
16761,103098140,
16762,103098515,
16763,103098688,
16764,103098806,
16765,103098959,
16766,103099147,
16767,103099274,
16768,103099454,
16769,103099622,
16770,103099771,
16771,103099945,
16772,103100240,
16773,103100346,
16774,103100490,"garraiatzeko bidea edo era berezia; bereziki, lur, itsaso edo aireko ibilgailuen bidezko garraio-sistema"
16775,103100897,
16776,103101156,janaria prestatzeko lanabesa
16777,103101302,
16778,103101375,
16779,103101517,None
16780,103101664,
16781,103101796,None
16782,103101986,
16783,103102371,
16784,103102516,
16785,103102654,
16786,103102771,
16787,103102859,
16788,103103128,
16789,103103396,
16790,103103563,
16791,103103682,None
16792,103103904,None
16793,103104019,
16794,103104147,
16795,103104247,
16796,103104413,
16797,103104512,
16798,103104594,
16799,103105088,
16800,103105214,
16801,103105306,
16802,103105467,
16803,103105645,
16804,103105810,
16805,103105974,
16806,103106110,
16807,103106722,
16808,103106898,
16809,103107046,
16810,103107152,
16811,103107383,
16812,103107488,
16813,103107609,None
16814,103107716,
16815,103107904,
16816,103108069,None
16817,103108455,
16818,103108624,None
16819,103108759,None
16820,103108853,
16821,103109033,
16822,103109150,
16823,103109253,None
16824,103109350,None
16825,103109486,
16826,103109693,
16827,103109881,"zerbaiten barrualdeko hiru horma (bi albo eta sabaia, bi albo eta zorua) elkartzen diren lekua"
16828,103110100,None
16829,103110202,
16830,103110332,
16831,103110470,
16832,103110669,
16833,103110937,
16834,103111041,
16835,103111177,
16836,103111296,
16837,103111483,
16838,103111564,
16839,103111690,
16840,103111899,
16841,103112099,
16842,103112240,
16843,103112431,
16844,103112605,
16845,103112719,
16846,103112869,
16847,103113035,
16848,103113152,
16849,103113337,
16850,103113505,
16851,103113657,
16852,103113835,
16853,103114041,
16854,103114236,
16855,103114379,
16856,103114504,
16857,103114634,
16858,103114743,
16859,103114839,
16860,103115014,
16861,103115180,
16862,103115301,
16863,103115400,
16864,103115525,
16865,103115663,
16866,103115762,
16867,103115897,
16868,103116008,
16869,103116163,
16870,103116333,
16871,103116435,
16872,103116530,
16873,103116767,
16874,103116942,
16875,103117199,
16876,103117420,None
16877,103117642,
16878,103117776,
16879,103117939,
16880,103118051,None
16881,103118245,None
16882,103118346,gertaera partikular bakoitza kontatzen duen tresna neurtzailea
16883,103118539,
16884,103118846,
16885,103118969,
16886,103119203,
16887,103119396,
16888,103119510,
16889,103119790,
16890,103120029,
16891,103120198,
16892,103120491,
16893,103120778,
16894,103121040,
16895,103121190,
16896,103121298,epaiketa kokaturik dagoen eraikina
16897,103121431,
16898,103121556,
16899,103121698,None
16900,103121897,
16901,103122073,
16902,103122202,
16903,103122295,
16904,103122573,None
16905,103122748,
16906,103123553,
16907,103123666,
16908,103123809,
16909,103123917,
16910,103124043,
16911,103124170,
16912,103124313,None
16913,103124474,None
16914,103124590,
16915,103124700,None
16916,103125057,
16917,103125184,
16918,103125352,
16919,103125588,
16920,103125729,
16921,103125870,
16922,103126090,
16923,103126251,
16924,103126385,
16925,103126580,
16926,103126707,
16927,103126927,
16928,103127024,
16929,103127203,
16930,103127302,
16931,103127408,
16932,103127531,None
16933,103127747,
16934,103127925,
16935,103128085,
16936,103128248,
16937,103128427,
16938,103128519,
16939,103128868,
16940,103129001,
16941,103129123,
16942,103129471,
16943,103129636,
16944,103129753,
16945,103129848,
16946,103129944,
16947,103130066,
16948,103130233,
16949,103130340,None
16950,103130563,
16951,103130761,
16952,103130866,None
16953,103131038,
16954,103131193,
16955,103131325,
16956,103131431,
16957,103131574,
16958,103131669,None
16959,103131791,
16960,103131967,
16961,103132076,
16962,103132261,
16963,103132438,
16964,103132666,
16965,103132776,
16966,103132879,
16967,103133050,
16968,103133177,
16969,103133415,
16970,103133538,
16971,103133744,
16972,103133878,None
16973,103134015,
16974,103134118,
16975,103134232,
16976,103134394,
16977,103134496,
16978,103134595,None
16979,103134739,
16980,103134853,
16981,103135030,
16982,103135152,
16983,103135532,
16984,103135656,
16985,103135788,
16986,103135917,
16987,103136051,
16988,103136254,
16989,103136369,
16990,103136504,
16991,103136657,
16992,103136773,
16993,103137044,
16994,103137228,
16995,103137473,
16996,103137579,
16997,103137744,
16998,103137863,
16999,103137973,None
17000,103138128,
17001,103138217,
17002,103138344,
17003,103138534,
17004,103138669,"buruko apaingarria, subiranotasunaren adierazle"
17005,103138856,
17006,103138981,
17007,103139089,
17008,103139341,None
17009,103139464,
17010,103139640,
17011,103139731,
17012,103139887,
17013,103139998,
17014,103140126,
17015,103140292,
17016,103140431,
17017,103140546,
17018,103140652,
17019,103140771,None
17020,103140900,
17021,103141065,
17022,103141327,
17023,103141455,
17024,103141612,
17025,103141702,
17026,103141823,
17027,103141991,
17028,103142099,
17029,103142205,
17030,103142325,
17031,103142431,
17032,103142579,
17033,103142679,
17034,103142834,
17035,103142912,
17036,103143131,None
17037,103143255,
17038,103143400,
17039,103143572,
17040,103143754,
17041,103143982,
17042,103144156,None
17043,103144262,
17044,103144365,
17045,103144486,
17046,103144592,
17047,103144756,
17048,103144873,
17049,103144982,
17050,103145147,
17051,103145277,
17052,103145384,
17053,103145522,
17054,103145719,
17055,103145843,
17056,103146075,
17057,103146219,
17058,103146342,
17059,103146449,
17060,103146560,
17061,103146687,
17062,103146777,
17063,103146846,
17064,103147084,None
17065,103147156,None
17066,103147280,
17067,103147397,
17068,103147509,
17069,103147901,konpetizio bateko irabazleari ematen zaion bi helduleku dituen metalezko ontzi luze bat
17070,103148130,
17071,103148324,
17072,103148518,None
17073,103148632,
17074,103148727,
17075,103148808,
17076,103148920,
17077,103149135,
17078,103149261,None
17079,103149401,
17080,103149531,
17081,103149686,
17082,103149810,
17083,103149951,
17084,103150232,
17085,103150511,
17086,103150661,
17087,103150795,
17088,103151077,
17089,103151401,
17090,103151500,
17091,103151800,None
17092,103151916,
17093,103152062,
17094,103152144,None
17095,103152303,None
17096,103152483,None
17097,103152619,
17098,103152743,
17099,103152830,
17100,103152951,
17101,103153145,
17102,103153246,
17103,103153375,
17104,103153585,
17105,103153681,
17106,103153821,None
17107,103153948,None
17108,103154073,
17109,103154316,
17110,103154446,
17111,103154616,
17112,103154745,
17113,103154895,
17114,103155055,
17115,103155178,None
17116,103155334,None
17117,103155502,
17118,103155661,
17119,103155788,
17120,103155915,
17121,103156071,
17122,103156279,"gas konprimitu, likidotu edo disolbatuak (butanoa, propanoa, oxigenoa, etab.) gorde eta garraiatzeko metalezko ontzi berezia"
17123,103156405,
17124,103156606,
17125,103156767,
17126,103156990,"s itxura duen moldura; hau da, goialdean sakonunea du eta ganbiltasuna behealdean"
17127,103157215,None
17128,103157348,
17129,103157582,
17130,103157751,None
17131,103157987,
17132,103158186,
17133,103158259,
17134,103158414,
17135,103158542,
17136,103158668,
17137,103158796,
17138,103158885,
17139,103159176,
17140,103159331,
17141,103159535,
17142,103159640,"plataforma edo oholtza, pertsona bat edo gehiago leku nabarmenean jartzeko dena eta bereziki kirol-lehiaketetan lehenengo postuetan sailkatutakoei sariak banatzeko erabiltzen dena"
17143,103159828,
17144,103160001,
17145,103160186,
17146,103160309,
17147,103160593,
17148,103160740,
17149,103160894,
17150,103161016,None
17151,103161228,None
17152,103161450,
17153,103161725,
17154,103161893,
17155,103162080,
17156,103162171,None
17157,103162297,
17158,103162460,
17159,103162556,
17160,103162714,
17161,103162818,
17162,103162940,
17163,103163081,None
17164,103163222,
17165,103163381,None
17166,103163488,
17167,103163649,
17168,103163798,
17169,103163973,None
17170,103164192,
17171,103164344,
17172,103164532,
17173,103164605,
17174,103164722,
17175,103164809,None
17176,103164929,
17177,103165096,
17178,103165211,
17179,103165343,
17180,103165466,
17181,103165616,
17182,103165718,None
17183,103165823,
17184,103165955,None
17185,103166120,
17186,103166213,
17187,103166360,
17188,103166514,
17189,103166600,
17190,103166685,None
17191,103166809,
17192,103166951,
17193,103167053,
17194,103167153,None
17195,103167337,
17196,103167464,
17197,103167666,
17198,103167978,
17199,103168107,
17200,103168217,
17201,103168364,
17202,103168543,
17203,103168663,
17204,103168774,
17205,103168933,
17206,103169063,
17207,103169176,
17208,103169271,
17209,103169390,
17210,103170292,None
17211,103170459,
17212,103170635,
17213,103170872,
17214,103171002,
17215,103171094,None
17216,103171228,
17217,103171356,
17218,103171635,
17219,103171910,
17220,103172038,
17221,103172211,
17222,103172432,None
17223,103172602,
17224,103172738,
17225,103172965,
17226,103173142,
17227,103173270,
17228,103173387,
17229,103173524,
17230,103173736,None
17231,103173929,
17232,103174079,None
17233,103174211,None
17234,103174450,
17235,103174605,
17236,103174731,
17237,103174829,
17238,103174991,None
17239,103175081,
17240,103175189,
17241,103175301,
17242,103175457,
17243,103175604,
17244,103175843,
17245,103175983,
17246,103176084,
17247,103176238,
17248,103176386,
17249,103176594,
17250,103176763,
17251,103176970,None
17252,103177059,None
17253,103177165,
17254,103177349,
17255,103177708,
17256,103177856,
17257,103178000,None
17258,103178173,None
17259,103178316,
17260,103178430,
17261,103178538,
17262,103178674,
17263,103178782,
17264,103179318,zerbait egikaritzeko egiten den zirriborroa
17265,103179489,
17266,103179701,
17267,103179910,None
17268,103180011,
17269,103180153,None
17270,103180280,
17271,103180384,
17272,103180504,
17273,103180732,
17274,103180865,
17275,103180969,
17276,103181293,
17277,103181501,
17278,103181667,None
17279,103181899,
17280,103182140,
17281,103182232,
17282,103182506,
17283,103182683,
17284,103182795,
17285,103182912,
17286,103183080,helburu jakin baterako sortutako tresneria
17287,103185562,
17288,103185746,
17289,103185868,
17290,103186005,
17291,103186199,
17292,103186285,
17293,103186399,zerbaiten funtzionamendua azaltzeko marrazkia; parteen arteko erlazioa erakusten duen marrazkia
17294,103186696,
17295,103186818,
17296,103187037,
17297,103187153,
17298,103187268,
17299,103187595,
17300,103187751,
17301,103187972,
17302,103188168,
17303,103188290,None
17304,103188416,
17305,103188531,
17306,103188725,
17307,103188871,
17308,103188979,
17309,103189083,
17310,103189311,
17311,103189461,
17312,103189707,
17313,103189818,
17314,103189995,
17315,103190303,None
17316,103190458,
17317,103190655,
17318,103190763,None
17319,103190897,None
17320,103191029,
17321,103191286,
17322,103191451,None
17323,103191561,
17324,103191776,
17325,103191967,
17326,103192142,
17327,103192347,None
17328,103192543,
17329,103192653,None
17330,103192790,
17331,103192907,
17332,103193107,
17333,103193260,None
17334,103193423,None
17335,103193597,
17336,103193754,
17337,103193882,None
17338,103194170,
17339,103194297,
17340,103194538,
17341,103194812,
17342,103194992,
17343,103195118,
17344,103195332,
17345,103195485,
17346,103195659,None
17347,103195799,
17348,103195959,
17349,103196062,None
17350,103196217,None
17351,103196324,
17352,103196598,
17353,103196841,None
17354,103196990,None
17355,103197201,
17356,103197337,
17357,103197446,
17358,103197666,None
17359,103197804,None
17360,103198028,
17361,103198223,None
17362,103198383,None
17363,103198500,
17364,103198637,
17365,103198819,None
17366,103198951,
17367,103199142,None
17368,103199358,
17369,103199488,
17370,103199647,
17371,103199775,None
17372,103199901,
17373,103200152,None
17374,103200231,
