,Synset,PoS,Palabra,TagCount
984,104267870,n,recambio,1
985,104295881,n,estadio,5
986,104296562,n,escenario,13
987,104297476,n,escenografía,1
988,104299215,n,puesto,4
989,104300741,n,grada,11
990,104304215,n,nave,1
991,104306847,n,figura,1
992,104314914,n,peldaño,2
993,104323026,n,bolsa,9
994,104328946,n,depósito,1
995,104329477,n,almacén,2
996,104334599,n,calle,47
997,104335209,n,calle,5
998,104335435,n,tranvía,2
999,104336645,n,tramo,1
1000,104340750,n,arca,2
1001,104341686,n,construcción,4
1002,104344246,n,estudio,2
1003,104347754,n,submarino,5
1004,104349306,n,metro,1
1005,104351550,n,habitación,4
1006,104353803,n,total,1
1007,104362025,n,superficie,5
1008,104371225,n,piscina,4
1009,104376876,n,jeringuilla,2
1010,104377057,n,sistema,9
1011,104379243,n,mesa,15
1012,104379964,n,mesa,7
1013,104388743,n,depósito,1
1014,104389033,n,tanque,5
1015,104391569,n,cinta,2
1016,104391838,n,cinta,2
1017,104395651,n,tatuaje,1
1018,104401088,n,teléfono,7
1019,104404412,n,televisión,11
1020,104404997,n,cámara,10
1021,104407686,n,templo,1
1022,104412901,n,terminal,1
1023,104417809,n,teatro,8
1024,104428763,n,cuello,1
1025,104442831,n,tabaco,3
1026,104446276,n,aseo,4
1027,104446521,n,retrete,2
1028,104451818,n,utensilio,1
1029,104460130,n,torre,7
1030,104463983,n,vía,9
1031,104465501,n,tractor,1
1032,104468005,n,tren,20
1033,104469813,n,tranvía,3
1034,104478657,n,trinchera,1
1035,104487996,n,trofeo,1
1036,104490091,n,camión,8
1037,104493505,n,tubo,2
1038,104497962,n,túnel,9
1039,104516672,n,utensilio,1
1040,104516874,n,instalación,5
1041,104517535,n,vacuna,2
1042,104520170,n,furgoneta,2
1043,104520382,n,caravana,1
1044,104524313,n,scoopy,1
1045,104524313,n,toyota,1
1046,104524313,n,yamaha,1
1047,104524313,n,airbus,2
1048,104524313,n,ferrari,2
1049,104524313,n,vehículo,23
1050,104535524,n,villa,1
1051,104536866,n,violín,1
1052,104544979,n,paseo,3
1053,104546855,n,pared,6
1054,104549919,n,sala,1
1055,104554523,n,toalla,3
1056,104564698,n,vía,16
1057,104565375,n,arma,4
1058,104574999,n,rueda,6
1059,104587648,n,ventana,4
1060,104598965,n,trama,2
1061,104599396,n,obra,64
1062,104601473,n,explotación,1
1063,104602762,n,taller,1
1064,104603081,n,taller,6
1065,104606014,n,corona,3
1066,104611154,n,estación,12
1067,104616059,n,rasgo,2
1068,104617562,n,personalidad,2
1069,104620216,n,carácter,1
1070,104623612,n,carácter,2
1071,104624826,n,espíritu,3
1072,104630689,n,alegría,1
1073,104632157,n,vida,1
1074,104633453,n,vitalidad,3
1075,104634540,n,entusiasmo,1
1076,104636610,n,indiferencia,1
1077,104638175,n,tolerancia,1
1078,104644719,n,disponibilidad,1
1079,104648440,n,tontería,1
1080,104660536,n,prudencia,3
1081,104662858,n,prisa,2
1082,104668819,n,credibilidad,5
1083,104673965,n,presencia,1
1084,104677385,n,formato,5
1085,104677716,n,imagen,10
1086,104687333,n,encanto,3
1087,104689048,n,invitación,2
1088,104689660,n,atractivo,2
1089,104702127,n,transparencia,2
1090,104702957,n,definición,7
1091,104708113,n,soltura,3
1092,104717139,n,calificación,3
1093,104718563,n,ventaja,1
1094,104718999,n,disponibilidad,4
1095,104723286,n,espíritu,4
1096,104723816,n,cualidad,6
1097,104726724,n,naturaleza,3
1098,104727214,n,aire,1
1099,104727559,n,misterio,3
1100,104727694,n,nota,1
1101,104728068,n,cualidad,2
1102,104731497,n,característica,1
1103,104745932,n,consistencia,2
1104,104747798,n,aire,1
1105,104749991,n,margen,3
1106,104752034,n,cambio,5
1107,104752221,n,desigualdad,9
1108,104756635,n,opción,6
1109,104764242,n,manía,1
1110,104770211,n,irregularidad,2
1111,104782116,n,horror,2
1112,104782878,n,fiabilidad,4
1113,104783567,n,validez,1
1114,104785908,n,naturalidad,2
1115,104797482,n,desconocimiento,1
1116,104800596,n,novedad,2
1117,104802198,n,corrección,1
1118,104802907,n,precisión,1
1119,104804306,n,fidelidad,1
1120,104808281,n,vergüenza,1
1121,104808516,n,escándalo,4
1122,104809453,n,validez,1
1123,104813540,n,refinamiento,2
1124,104813712,n,estilo,1
1125,104814025,n,gala,1
1126,104814238,n,grandeza,3
1127,104821451,n,precisión,2
1128,104827957,n,pecado,1
1129,104836074,n,iniciativa,6
1130,104836268,n,ambición,4
1131,104863074,n,tozudez,1
1132,104863969,n,decisión,2
1133,104870340,n,nobleza,2
1134,104876985,n,fidelidad,7
1135,104878101,n,nacionalismo,1
1136,104881623,n,disciplina,5
1137,104886881,n,dignidad,2
1138,104887912,n,prepotencia,2
1139,104896161,n,aseo,3
1140,104900947,n,modestia,1
1141,104903813,n,calma,2
1142,104910684,n,dignidad,1
1143,104913839,n,consideración,2
1144,104922787,n,linaje,2
1145,104924103,n,edad,18
1146,104926427,n,novedad,2
1147,104928903,n,estilo,2
1148,104928903,n,forma,13
1149,104929422,n,estilo,3
1150,104931965,n,estructura,7
1151,104935528,n,adhesión,4
1152,104941124,n,solidez,1
1153,104951373,n,iluminación,2
1154,104956594,n,color,4
1155,104962784,n,rojo,1
1156,104971928,n,marrón,1
1157,104981474,n,ruido,1
1158,104982207,n,silencio,3
1159,104982478,n,tranquilidad,1
1160,104990220,n,volumen,1
1161,104993413,n,salinidad,1
1162,104998530,n,físico,2
1163,105015117,n,frío,11
1164,105016171,n,calor,4
1165,105024254,n,masa,1
1166,105027135,n,peso,3
1167,105031560,n,solidez,1
1168,105031849,n,consistencia,1
1169,105034225,n,potencia,1
1170,105035353,n,fuerza,2
1171,105037813,n,violencia,2
1172,105038593,n,concentración,1
1173,105043755,n,fragilidad,2
1174,105043973,n,exposición,1
1175,105047279,n,prioridad,1
1176,105050668,n,actualidad,3
1177,105058140,n,rapidez,9
1178,105058580,n,ritmo,4
1179,105065717,n,desequilibrio,1
1180,105074774,n,situación,4
1181,105074774,n,ubicación,6
1182,105075602,n,colocación,1
1183,105084201,n,distancia,3
1184,105085572,n,proximidad,2
1185,105088804,n,densidad,4
1186,105088804,n,concentración,6
1187,105091194,n,dimensión,4
1188,105093890,n,nivel,6
1189,105095111,n,superficialidad,1
1190,105095691,n,talla,1
1191,105098099,n,extremo,1
1192,105099389,n,volumen,5
1193,105105879,n,aforo,2
1194,105110185,n,aumento,2
1195,105110408,n,aumento,2
1196,105116953,n,escasez,1
1197,105121418,n,número,27
1198,105122557,n,mayoría,36
1199,105122850,n,minoría,1
1200,105125377,n,alcance,2
1201,105125377,n,marco,5
1202,105127782,n,ámbito,1
1203,105128096,n,gama,3
1204,105128519,n,superficie,6
1205,105129201,n,longitud,3
1206,105131647,n,altura,1
1207,105131902,n,nivel,2
1208,105133107,n,longitud,1
1209,105133535,n,longitud,3
1210,105137165,n,altura,2
1211,105138208,n,importancia,2
1212,105138488,n,valor,19
1213,105142180,n,bien,2
1214,105143077,n,bien,2
1215,105144663,n,mal,1
1216,105145118,n,precio,1
1217,105145891,n,encarecimiento,8
1218,105147237,n,rebaja,4
1219,105147586,n,proliferación,8
1220,105149832,n,asistencia,1
1221,105154676,n,recurso,3
1222,105154908,n,ayuda,15
1223,105155821,n,ventaja,5
1224,105156319,n,favor,12
1225,105156481,n,peso,4
1226,105156822,n,ventaja,1
1227,105157143,n,liderazgo,3
1228,105157406,n,ventaja,2
1229,105158296,n,privilegio,1
1230,105159725,n,utilidad,1
1231,105159725,n,interés,9
1232,105160399,n,conveniencia,3
1233,105162807,n,incomodidad,1
1234,105168261,n,importancia,3
1235,105169507,n,importancia,1
1236,105170574,n,repercusión,2
1237,105171045,n,esencia,1
1238,105171800,n,necesidad,1
1239,105172322,n,peso,7
1240,105173579,n,levedad,1
1241,105174653,n,derecho,46
1242,105176188,n,entrada,6
1243,105178715,n,privilegio,1
1244,105190804,n,potencia,2
1245,105194578,n,fuerza,2
1246,105195362,n,presión,14
1247,105196582,n,dominio,1
1248,105199869,n,diligencia,1
1249,105199869,n,eficacia,4
1250,105205739,n,paro,3
1251,105216365,n,cuerpo,4
1252,105217168,n,cuerpo,1
1253,105217168,n,físico,1
1254,105218119,n,cuerpo,3
1255,105237227,n,sistema,2
1256,105238282,n,piel,1
1257,105254795,n,pelo,1
1258,105282746,n,diente,3
1259,105295381,n,ligamento,1
1260,105297523,n,órgano,2
1261,105299178,n,receptor,1
1262,105301908,n,boca,13
1263,105311054,n,ojo,2
1264,105320899,n,oído,11
1265,105323889,n,oreja,1
1266,105388805,n,corazón,3
1267,105395690,n,estómago,4
1268,105399847,n,sangre,2
1269,105405139,n,lágrima,1
1270,105457973,n,óvulo,3
1271,105519085,n,seno,2
1272,105526713,n,polla,1
1273,105538625,n,cabeza,6
1274,105546540,n,cuello,11
1275,105556943,n,estómago,2
1276,105558717,n,espalda,5
1277,105559908,n,extremidad,2
1278,105560787,n,pierna,4
1279,105564590,n,mano,13
1280,105566097,n,dedo,6
1281,105573602,n,rodilla,16
1282,105598147,n,nariz,4
1283,105601758,n,rasgo,4
1284,105611302,n,cerebro,1
1285,105614657,n,sensatez,2
1286,105615869,n,prevención,1
1287,105619743,n,talento,3
1288,105624042,n,talento,1
1289,105632732,n,quimera,2
1290,105632732,n,sueño,4
1291,105641556,n,coordinación,1
1292,105647156,n,locura,2
1293,105651399,n,memoria,1
1294,105657718,n,oído,2
1295,105659365,n,equilibrio,1
1296,105660268,n,método,3
1297,105661668,n,solución,17
1298,105661996,n,sistema,12
1299,105662876,n,disciplina,2
1300,105665146,n,técnica,4
1301,105667404,n,tradición,4
1302,105670710,n,inquietud,1
1303,105671325,n,cosa,56
1304,105675130,n,conocimiento,2
1305,105675905,n,conciencia,1
1306,105675905,n,conocimiento,1
1307,105679611,n,desconocimiento,4
1308,105682570,n,curiosidad,13
1309,105682950,n,interés,16
1310,105683582,n,confusión,2
1311,105684440,n,desorientación,4
1312,105685538,n,misterio,6
1313,105685879,n,enredo,1
1314,105686955,n,dificultad,7
1315,105690916,n,barrera,9
1316,105691241,n,obstáculo,1
1317,105692910,n,influencia,1
1318,105694791,n,tentación,1
1319,105700401,n,obsesión,8
1320,105702275,n,atención,2
1321,105705355,n,estudio,3
1322,105705484,n,trauma,1
1323,105710687,n,detección,2
1324,105715283,n,sabor,2
1325,105718556,n,música,1
1326,105724475,n,presión,1
1327,105725676,n,frío,1
1328,105726596,n,sistema,2
1329,105733583,n,valoración,2
1330,105734018,n,crítica,2
1331,105736149,n,tasa,3
1332,105737153,n,calificación,1
1333,105750657,n,moda,4
1334,105755883,n,estudio,4
1335,105758059,n,experiencia,5
1336,105760202,n,memoria,1
1337,105761559,n,recuerdo,6
1338,105765415,n,símbolo,1
1339,105766247,n,interpretación,1
1340,105766984,n,retrato,3
1341,105784831,n,consideración,2
1342,105790242,n,elección,2
1343,105790572,n,desecho,4
1344,105790944,n,opción,6
1345,105793000,n,explicación,4
1346,105794057,n,clave,4
1347,105795044,n,acuerdo,38
1348,105797597,n,estudio,29
1349,105798043,n,experimento,4
1350,105800611,n,investigación,11
1351,105805902,n,comprensión,5
1352,105808794,n,lectura,5
1353,105809745,n,tradición,2
1354,105809878,n,mundo,20
1355,105813229,n,pasión,3
1356,105813822,n,recuerdo,1
1357,105814162,n,universo,6
1358,105815517,n,área,1
1359,105816287,n,información,1
1360,105816622,n,dato,25
1361,105817845,n,detalle,8
1362,105820620,n,ejemplo,12
1363,105821246,n,excepción,1
1364,105821486,n,precedente,3
1365,105821775,n,muestra,5
1366,105826914,n,pista,2
1367,105832745,n,carga,5
1368,105833840,n,idea,21
1369,105835292,n,madre,1
1370,105837850,n,idea,9
1371,105837957,n,juicio,1
1372,105837957,n,opinión,6
1373,105838765,n,categoría,1
1374,105839024,n,tipo,25
1375,105840650,n,versión,1
1376,105844881,n,especie,10
1377,105845332,n,género,3
1378,105845419,n,clase,1
1379,105846054,n,regulación,2
1380,105849040,n,cualidad,1
1381,105849667,n,textura,2
1382,105849789,n,característica,2
1383,105849789,n,rasgo,9
1384,105850823,n,atractivo,2
1385,105852973,n,parte,3
1386,105853636,n,atención,5
1387,105856388,n,valor,10
1388,105857459,n,variable,2
1389,105858936,n,constante,1
1390,105859630,n,producto,1
1391,105865998,n,punto,3
1392,105868477,n,final,39
1393,105868954,n,factor,1
1394,105870615,n,híbrido,4
1395,105888929,n,teoría,1
1396,105888929,n,hipótesis,2
1397,105891572,n,esquema,4
1398,105892651,n,exigencia,3
1399,105892651,n,requisito,5
1400,105898568,n,programa,7
1401,105899087,n,programa,12
1402,105902327,n,diseño,1
1403,105905348,n,estrategia,10
1404,105905706,n,ruta,4
1405,105909585,n,régimen,2
1406,105913538,n,principio,3
1407,105916155,n,sugerencia,1
1408,105917174,n,presencia,1
1409,105917477,n,efecto,2
1410,105919263,n,alma,1
1411,105920272,n,tema,5
1412,105920791,n,significación,1
1413,105921123,n,esencia,3
1414,105921123,n,centro,4
1415,105924920,n,estándar,1
1416,105925366,n,ejemplo,3
1417,105927813,n,esquema,10
1418,105928118,n,imagen,1
1419,105928513,n,interpretación,1
1420,105929008,n,papel,8
1421,105933246,n,panorama,8
1422,105935060,n,memoria,6
1423,105937112,n,ejemplar,2
1424,105941423,n,convicción,1
1425,105941423,n,creencia,2
1426,105942888,n,convicción,6
1427,105943066,n,fe,2
1428,105943300,n,filosofía,2
1429,105943300,n,doctrina,5
1430,105945642,n,apreciación,2
1431,105945642,n,opinión,16
1432,105946687,n,fe,5
1433,105951180,n,posibilidad,3
1434,105952979,n,teoría,1
1435,105980875,n,finalidad,1
1436,105980875,n,objetivo,29
1437,105982152,n,propósito,3
1438,105982915,n,idea,7
1439,105983654,n,voluntad,5
1440,105984584,n,experiencia,11
1441,105984936,n,cultura,10
1442,105985999,n,ciencia,2
1443,105988282,n,ignorancia,2
1444,105996646,n,ámbito,1
1445,105996646,n,área,2
1446,105999540,n,ciencia,4
1447,106008609,n,eje,3
1448,106011446,n,dimensión,1
1449,106016853,n,grupo,1
1450,106045562,n,medicina,1
1451,106118563,n,meteorología,3
1452,106125041,n,tecnología,3
1453,106148148,n,política,7
1454,106152734,n,estrategia,2
1455,106168855,n,etimología,2
1456,106176322,n,sintaxis,1
1457,106193203,n,postura,3
1458,106197215,n,dirección,1
1459,106199142,n,comprensión,1
1460,106200344,n,preferencia,4
1461,106203758,n,racismo,1
1462,106204406,n,tolerancia,1
1463,106205018,n,neutralidad,1
1464,106208751,n,perspectiva,2
1465,106208751,n,visión,3
1466,106210363,n,visión,3
1467,106211078,n,enfoque,9
1468,106217103,n,democracia,2
1469,106220616,n,socialismo,1
1470,106226057,n,cristianismo,2
1471,106251781,n,transmisión,5
1472,106253690,n,mensaje,3
1473,106254475,n,medio,1
1474,106255081,n,medio,12
1475,106255613,n,papel,7
1476,106255777,n,hoja,1
1477,106256229,n,hoja,1
1478,106257653,n,portada,7
1479,106259898,n,canal,2
1480,106261260,n,coordinación,6
1481,106262567,n,cine,3
1482,106263369,n,prensa,10
1483,106264398,n,correo,3
1484,106267145,n,periódico,5
1485,106267145,n,diario,18
1486,106268567,n,columna,3
1487,106272290,n,teléfono,4
1488,106272803,n,llamada,3
1489,106275634,n,correo,1
1490,106277135,n,radio,1
1491,106277280,n,televisión,5
1492,106277803,n,imagen,2
1493,106286395,n,palabra,24
1494,106303888,n,término,3
1495,106319293,n,nombre,1
1496,106321702,n,adjetivo,1
1497,106333653,n,nombre,23
1498,106339416,n,título,2
1499,106341340,n,señor,36
1500,106343520,n,título,1
1501,106344461,n,titular,3
1502,106353934,n,código,2
1503,106362953,n,escrito,5
1504,106365467,n,lectura,1
1505,106371999,n,cuento,4
1506,106373314,n,trama,10
1507,106376572,n,prosa,4
1508,106377442,n,verso,2
1509,106377442,n,poesía,3
1510,106384708,n,verso,1
1511,106390962,n,borrador,4
1512,106391766,n,entrega,3
1513,106392001,n,apartado,2
1514,106392935,n,artículo,2
1515,106392935,n,cláusula,4
1516,106394865,n,libro,6
1517,106396142,n,capítulo,18
1518,106396330,n,episodio,1
1519,106400271,n,pasaje,1
1520,106402031,n,diario,3
1521,106404582,n,firma,8
1522,106408779,n,versión,4
1523,106410070,n,disertación,2
1524,106410187,n,memoria,3
1525,106410904,n,libro,29
1526,106416206,n,catálogo,1
1527,106423754,n,agenda,2
1528,106427086,n,atlas,2
1529,106427831,n,redacción,5
1530,106428792,n,revisión,2
1531,106455138,n,evangelio,6
1532,106467007,n,resumen,2
1533,106468328,n,resumen,1
1534,106470073,n,cédula,2
1535,106470073,n,documentación,7
1536,106470073,n,documento,25
1537,106481320,n,lista,22
1538,106482401,n,punto,3
1539,106485261,n,agenda,2
1540,106487395,n,calendario,3
1541,106487897,n,catálogo,1
1542,106490887,n,enumeración,1
1543,106492939,n,carta,1
1544,106493392,n,menú,1
1545,106500937,n,pasaporte,6
1546,106501141,n,patente,1
1547,106501311,n,programa,3
1548,106504462,n,nota,14
1549,106505799,n,apunte,4
1550,106507041,n,registro,4
1551,106507941,n,tarjeta,1
1552,106511874,n,resolución,5
1553,106512580,n,solicitud,3
1554,106514093,n,crónica,2
1555,106514880,n,historial,1
1556,106518719,n,billete,6
1557,106519077,n,abono,4
1558,106519728,n,entrada,9
1559,106520944,n,contrato,89
1560,106526291,n,sociedad,6
1561,106526619,n,concesión,3
1562,106527851,n,venta,15
1563,106532095,n,acta,4
1564,106532330,n,ley,20
1565,106533648,n,constitución,8
1566,106535222,n,legislación,6
1567,106536389,n,traducción,7
1568,106537951,n,estatuto,3
1569,106539770,n,sentencia,4
1570,106542047,n,prohibición,7
1571,106549661,n,licencia,7
1572,106558678,n,multa,7
1573,106561138,n,disculpa,1
1574,106561942,n,cargo,1
1575,106564387,n,estatuto,1
1576,106568978,n,programa,4
1577,106581268,n,traductor,1
1578,106589574,n,publicación,8
1579,106591442,n,colección,9
1580,106592991,n,archivo,6
1581,106593099,n,recopilación,4
1582,106595351,n,revista,13
1583,106596978,n,ejemplar,1
1584,106597204,n,edición,1
1585,106598915,n,contenido,10
1586,106599788,n,tema,10
1587,106601327,n,significación,2
1588,106607339,n,despropósito,2
1589,106611681,n,despropósito,1
1590,106613686,n,película,12
1591,106615561,n,atracción,2
1592,106616806,n,reportaje,8
1593,106619065,n,espectáculo,18
1594,106619428,n,emisión,6
1595,106619428,n,programa,23
1596,106621061,n,concurso,7
1597,106621447,n,serie,12
1598,106621771,n,episodio,4
1599,106624161,n,carta,18
1600,106625850,n,pastoral,1
1601,106627006,n,tarjeta,4
1602,106633363,n,disculpa,9
1603,106634376,n,información,34
1604,106635509,n,material,4
1605,106643763,n,pista,2
1606,106646243,n,signo,1
1607,106646628,n,vestigio,2
1608,106647614,n,prueba,1
1609,106648207,n,testimonio,2
1610,106648724,n,argumento,4
1611,106651577,n,indicación,1
1612,106652242,n,regla,4
1613,106656408,n,política,24
1614,106660520,n,embargo,1
1615,106664594,n,canon,5
1616,106666829,n,clausura,2
1617,106667317,n,código,3
1618,106671484,n,advertencia,6
1619,106672953,n,secreto,2
1620,106675122,n,fuente,3
1621,106676416,n,programa,1
1622,106681551,n,crónica,5
1623,106682290,n,comunicado,11
1624,106684383,n,compromiso,11
1625,106686736,n,aprobación,1
1626,106687358,n,autorización,4
1627,106688522,n,conmemoración,1
1628,106689297,n,permiso,6
1629,106691083,n,pasaporte,2
1630,106691684,n,aplauso,1
1631,106691989,n,aplauso,3
1632,106695227,n,cumplido,1
1633,106697195,n,tributo,3
1634,106697195,n,homenaje,52
1635,106705984,n,sello,3
1636,106709442,n,trofeo,3
1637,106710546,n,crítica,16
1638,106711159,n,ataque,6
1639,106712833,n,bronca,2
1640,106713752,n,acusación,3
1641,106713752,n,culpa,3
1642,106722453,n,afirmación,4
1643,106724066,n,verdad,1
1644,106732710,n,testimonio,2
1645,106733476,n,amenaza,2
1646,106734467,n,testimonio,3
1647,106738162,n,palabra,1
1648,106738281,n,explicación,8
1649,106739782,n,queja,2
1650,106739782,n,denuncia,4
1651,106740183,n,justificación,1
1652,106740402,n,motivo,7
1653,106743506,n,respuesta,5
1654,106744396,n,definición,5
1655,106746005,n,respuesta,8
1656,106748466,n,programa,4
1657,106748703,n,cartel,7
1658,106748969,n,pronóstico,1
1659,106748969,n,predicción,3
1660,106755454,n,tesis,8
1661,106755947,n,condición,3
1662,106756831,n,mentira,1
1663,106759776,n,pretexto,1
1664,106762711,n,comentario,6
1665,106765044,n,consideración,2
1666,106767922,n,sarcasmo,1
1667,106770275,n,acuerdo,4
1668,106770875,n,condición,4
1669,106771159,n,pacto,13
1670,106772260,n,convenio,5
1671,106773434,n,tratado,2
1672,106773684,n,alianza,2
1673,106777164,n,ironía,1
1674,106777687,n,rapidez,5
1675,106778102,n,broma,3
1676,106780309,n,parodia,4
1677,106782019,n,criterio,3
1678,106783265,n,postura,5
1679,106783598,n,presupuesto,5
1680,106784003,n,problema,20
1681,106784966,n,caso,24
1682,106786629,n,orientación,2
1683,106788785,n,fórmula,17
1684,106788897,n,regla,2
1685,106791372,n,señal,1
1686,106793426,n,pancarta,10
1687,106793426,n,cartel,12
1688,106797169,n,indicación,1
1689,106798187,n,síntoma,3
1690,106798336,n,señalización,2
1691,106798558,n,manifestación,2
1692,106806469,n,símbolo,1
1693,106807198,n,cifra,30
1694,106817782,n,signo,2
1695,106828818,n,letra,1
1696,106855207,n,sello,2
1697,106865345,n,nota,3
1698,106874185,n,semáforo,6
1699,106880249,n,expresión,5
1700,106884097,n,corona,3
1701,106887726,n,muestra,15
1702,106888345,n,proyección,5
1703,106888944,n,visión,1
1704,106889138,n,espectáculo,4
1705,106891493,n,sesión,2
1706,106892016,n,número,3
1707,106892775,n,concierto,19
1708,106893285,n,estreno,10
1709,106893441,n,recital,3
1710,106904171,n,lengua,10
1711,106947032,n,inglés,1
1712,106952705,n,flamenco,1
1713,106954048,n,danés,1
1714,106960778,n,irlandés,1
1715,106966454,n,gallego,3
1716,106967529,n,catalán,6
1717,106976392,n,griego,3
1718,106999802,n,cuadro,1
1719,107003352,n,historieta,1
1720,107006119,n,teatro,2
1721,107006712,n,teatro,2
1722,107007171,n,escenificación,1
1723,107009808,n,escena,2
1724,107009946,n,guión,9
1725,107010541,n,diálogo,2
1726,107012534,n,línea,4
1727,107012534,n,frase,8
1728,107018931,n,obra,13
1729,107020538,n,baile,1
1730,107020895,n,música,23
1731,107026352,n,ópera,2
1732,107029247,n,tema,7
1733,107034634,n,canto,1
1734,107037465,n,pieza,5
1735,107041688,n,cuarteto,1
1736,107041795,n,quinteto,3
1737,107043275,n,concierto,1
1738,107043824,n,pastoral,1
1739,107044917,n,pasaje,2
1740,107048000,n,canción,9
1741,107048627,n,estudio,4
1742,107051975,n,letra,4
1743,107052291,n,estrofa,2
1744,107057829,n,tango,2
1745,107059962,n,pop,1
1746,107064715,n,rock,3
1747,107066659,n,estilo,1
1748,107072698,n,retórica,3
1749,107082573,n,tono,4
1750,107086518,n,ritmo,3
1751,107092592,n,poesía,2
1752,107120524,n,grito,7
1753,107122018,n,abucheo,1
1754,107127006,n,risa,2
1755,107131511,n,acento,1
1756,107134850,n,charla,1
1757,107136206,n,diálogo,17
1758,107137622,n,intercambio,2
1759,107139873,n,expresión,1
1760,107140659,n,debate,41
1761,107142566,n,conferencia,4
1762,107143137,n,consulta,2
1763,107143624,n,audiencia,1
1764,107145508,n,sesión,5
1765,107148192,n,negociación,9
1766,107150644,n,mediación,2
1767,107151380,n,expresión,4
1768,107152259,n,lema,5
1769,107152948,n,sentencia,1
1770,107153838,n,adagio,1
1771,107157273,n,jerga,3
1772,107162680,n,sugerencia,2
1773,107162680,n,propuesta,34
1774,107167415,n,presentación,1
1775,107170080,n,directiva,2
1776,107170753,n,interpretación,4
1777,107173585,n,versión,2
1778,107173766,n,lectura,3
1779,107179820,n,adhesión,1
1780,107179943,n,ratificación,5
1781,107180183,n,concierto,2
1782,107181043,n,enfrentamiento,3
1783,107181842,n,división,2
1784,107181935,n,discusión,4
1785,107184149,n,choque,2
1786,107184965,n,bronca,1
1787,107185325,n,solicitud,1
1788,107185870,n,voluntad,2
1789,107186148,n,invitación,6
1790,107186828,n,ruego,2
1791,107190474,n,ruego,1
1792,107192129,n,llamada,2
1793,107193596,n,pregunta,6
1794,107196075,n,entrevista,17
1795,107197021,n,examen,3
1796,107199191,n,prueba,1
1797,107199565,n,respuesta,1
1798,107200527,n,contestación,3
1799,107207273,n,rechazo,5
1800,107215948,n,admisión,1
1801,107216412,n,concesión,3
1802,107218470,n,informe,35
1803,107220466,n,informe,1
1804,107220773,n,cuento,1
1805,107223450,n,rumor,11
1806,107224151,n,advertencia,6
1807,107226015,n,amenaza,3
1808,107226545,n,promesa,6
1809,107227301,n,palabra,1
1810,107228971,n,agradecimiento,3
1811,107234230,n,acusación,2
1812,107235335,n,procesamiento,1
1813,107235790,n,acusación,1
1814,107237561,n,denuncia,10
1815,107238102,n,implicación,1
1816,107240549,n,conferencia,3
1817,107246932,n,recurso,1
1818,107247071,n,publicidad,9
1819,107254267,n,dimisión,11
1820,107255174,n,prohibición,3
1821,107257815,n,palo,1
1822,107260623,n,estándar,1
1823,107260623,n,criterio,10
1824,107262704,n,intermitente,1
1825,107265789,n,sirena,2
1826,107265886,n,campana,1
1827,107272172,n,etiqueta,2
1828,107283608,n,suceso,4
1829,107285403,n,experiencia,5
1830,107287730,n,calvario,1
1831,107288801,n,milagro,1
1832,107289014,n,problema,24
1833,107289831,n,cosa,11
1834,107289956,n,episodio,1
1835,107290278,n,drama,3
1836,107290761,n,evento,2
1837,107290905,n,inicio,2
1838,107291312,n,final,8
1839,107291794,n,fin,3
1840,107292694,n,resultado,8
1841,107296428,n,modificación,5
1842,107298154,n,sorpresa,5
1843,107301336,n,accidente,22
1844,107301543,n,colisión,2
1845,107302542,n,colisión,1
1846,107302836,n,fuego,5
1847,107303335,n,hoguera,8
1848,107306032,n,calvario,2
1849,107306252,n,escándalo,1
1850,107307172,n,capítulo,1
1851,107308889,n,ejemplo,3
1852,107309599,n,vez,11
1853,107312221,n,circulación,3
1854,107313814,n,ruptura,4
1855,107314658,n,pinchazo,2
1856,107314838,n,cataclismo,2
1857,107314838,n,tragedia,2
1858,107317764,n,fracaso,5
1859,107318133,n,hundimiento,1
1860,107318476,n,disfunción,2
1861,107319103,n,éxito,14
1862,107321247,n,renacimiento,3
1863,107321772,n,aparición,2
1864,107323436,n,aparición,1
1865,107323922,n,origen,9
1866,107324917,n,aumento,1
1867,107327805,n,factor,5
1868,107328756,n,productor,1
1869,107329363,n,estreno,1
1870,107332691,n,exterminio,5
1871,107334490,n,demolición,1
1872,107336763,n,dificultad,1
1873,107337390,n,variación,2
1874,107339098,n,sacudida,2
1875,107339329,n,contacto,1
1876,107340094,n,baja,7
1877,107341038,n,ciclo,4
1878,107342049,n,repetición,3
1879,107342495,n,ciclo,1
1880,107352190,n,ola,1
1881,107352835,n,ola,2
1882,107354731,n,triunfo,3
1883,107355491,n,muerte,4
1884,107356676,n,aumento,6
1885,107357101,n,respiro,1
1886,107358576,n,transición,1
1887,107358985,n,salto,3
1888,107359599,n,transformación,4
1889,107360647,n,infección,2
1890,107361128,n,colapso,1
1891,107361416,n,hundimiento,1
1892,107366145,n,paralización,3
1893,107370125,n,entrada,1
1894,107370410,n,escalada,3
1895,107373803,n,combinación,2
1896,107374633,n,consolidación,2
1897,107377682,n,trueno,1
1898,107387509,n,ruido,8
1899,107394478,n,ronquido,1
1900,107394588,n,canto,3
1901,107410207,n,hostia,2
1902,107414922,n,encuentro,3
1903,107415730,n,conversión,4
1904,107417644,n,crisis,18
1905,107419599,n,conservación,1
1906,107419792,n,recuperación,4
1907,107420770,n,perjuicio,5
1908,107424109,n,revolución,4
1909,107425011,n,mutación,1
