ili-30-00019181-r	r	eng-30	02	0
ili-30-00019182-v	v	eng-30	29	0
ili-30-00019273-v	v	eng-30	29	0
ili-30-00019339-r	r	eng-30	02	0
ili-30-00019349-a	a	eng-30	00	0
ili-30-00019448-v	v	eng-30	29	0
ili-30-00019505-a	a	eng-30	00	0
ili-30-00019609-r	r	eng-30	02	0
ili-30-00019613-n	n	eng-30	03	0
ili-30-00019731-a	a	eng-30	00	0
ili-30-00019757-r	r	eng-30	02	0
ili-30-00019792-v	v	eng-30	29	0
ili-30-00019874-a	a	eng-30	00	0
ili-30-00019900-r	r	eng-30	02	0
ili-30-00019982-v	v	eng-30	29	0
ili-30-00020019-r	r	eng-30	02	0
ili-30-00020090-n	n	eng-30	03	0
ili-30-00020103-a	a	eng-30	00	0
ili-30-00020133-v	v	eng-30	29	0
ili-30-00020142-r	r	eng-30	02	0
ili-30-00020241-a	a	eng-30	00	0
ili-30-00020259-v	v	eng-30	29	0
ili-30-00020280-r	r	eng-30	02	0
ili-30-00020410-a	a	eng-30	00	0
ili-30-00020449-v	v	eng-30	29	0
ili-30-00020476-r	r	eng-30	02	0
ili-30-00020647-a	a	eng-30	00	0
ili-30-00020671-v	v	eng-30	29	0
ili-30-00020676-r	r	eng-30	02	0
ili-30-00020759-r	r	eng-30	02	0
ili-30-00020787-a	a	eng-30	00	0
ili-30-00020827-n	n	eng-30	03	0
ili-30-00020926-v	v	eng-30	29	0
ili-30-00020997-r	r	eng-30	02	0
ili-30-00021065-v	v	eng-30	29	0
ili-30-00021110-a	a	eng-30	00	0
ili-30-00021212-r	r	eng-30	02	0
ili-30-00021265-n	n	eng-30	03	0
ili-30-00021403-a	a	eng-30	00	0
ili-30-00021554-v	v	eng-30	29	0
ili-30-00021592-a	a	eng-30	00	0
ili-30-00021679-v	v	eng-30	29	0
ili-30-00021702-r	r	eng-30	02	0
ili-30-00021734-n	n	eng-30	03	0
ili-30-00021766-a	a	eng-30	00	0
ili-30-00021826-v	v	eng-30	29	0
ili-30-00021878-r	r	eng-30	02	0
ili-30-00021939-n	n	eng-30	03	0
ili-30-00021997-v	v	eng-30	29	0
ili-30-00022099-v	v	eng-30	29	0
ili-30-00022131-r	r	eng-30	02	0
ili-30-00022219-a	a	eng-30	00	0
ili-30-00022316-v	v	eng-30	29	0
ili-30-00022401-r	r	eng-30	02	0
ili-30-00022437-a	a	eng-30	00	0
ili-30-00022680-a	a	eng-30	00	0
ili-30-00022686-v	v	eng-30	29	0
ili-30-00022717-r	r	eng-30	02	0
ili-30-00022829-r	r	eng-30	02	0
ili-30-00022852-a	a	eng-30	00	0
ili-30-00022903-n	n	eng-30	03	0
ili-30-00022962-a	a	eng-30	00	0
ili-30-00023074-r	r	eng-30	02	0
ili-30-00023100-n	n	eng-30	03	0
ili-30-00023120-a	a	eng-30	00	0
ili-30-00023169-r	r	eng-30	02	0
ili-30-00023244-v	v	eng-30	29	0
ili-30-00023263-r	r	eng-30	02	0
ili-30-00023271-n	n	eng-30	03	0
ili-30-00023278-a	a	eng-30	00	0
ili-30-00023380-v	v	eng-30	29	0
ili-30-00023383-a	a	eng-30	00	0
ili-30-00023412-r	r	eng-30	02	0
ili-30-00023473-v	v	eng-30	29	0
ili-30-00023493-r	r	eng-30	02	0
ili-30-00023574-r	r	eng-30	02	0
ili-30-00023646-v	v	eng-30	29	0
ili-30-00023655-a	a	eng-30	00	0
ili-30-00023721-r	r	eng-30	02	0
ili-30-00023773-n	n	eng-30	03	0
ili-30-00023854-a	a	eng-30	00	0
ili-30-00023868-v	v	eng-30	29	0
ili-30-00023875-r	r	eng-30	02	0
ili-30-00023958-r	r	eng-30	02	0
ili-30-00024047-v	v	eng-30	29	0
ili-30-00024073-r	r	eng-30	02	0
ili-30-00024139-a	a	eng-30	00	0
ili-30-00024241-a	a	eng-30	00	0
ili-30-00024257-r	r	eng-30	02	0
ili-30-00024264-n	n	eng-30	03	0
ili-30-00024279-v	v	eng-30	29	0
ili-30-00024356-r	r	eng-30	02	0
ili-30-00024417-a	a	eng-30	00	0
ili-30-00024509-r	r	eng-30	02	0
ili-30-00024587-r	r	eng-30	02	0
ili-30-00024619-a	a	eng-30	00	0
ili-30-00024649-v	v	eng-30	29	0
ili-30-00024682-r	r	eng-30	02	0
ili-30-00024720-n	n	eng-30	03	0
ili-30-00024814-v	v	eng-30	29	0
ili-30-00024834-a	a	eng-30	00	0
ili-30-00024893-r	r	eng-30	02	0
ili-30-00024996-a	a	eng-30	00	0
ili-30-00025034-v	v	eng-30	29	0
ili-30-00025138-a	a	eng-30	00	0
ili-30-00025144-r	r	eng-30	02	0
ili-30-00025203-v	v	eng-30	29	0
ili-30-00025238-a	a	eng-30	00	0
ili-30-00025290-r	r	eng-30	02	0
ili-30-00025464-r	r	eng-30	02	0
ili-30-00025470-a	a	eng-30	00	0
ili-30-00025510-v	v	eng-30	29	0
ili-30-00025559-r	r	eng-30	02	0
ili-30-00025633-a	a	eng-30	00	0
ili-30-00025654-v	v	eng-30	29	0
ili-30-00025728-a	a	eng-30	00	0
ili-30-00025728-r	r	eng-30	02	0
ili-30-00025985-v	v	eng-30	29	0
ili-30-00026051-a	a	eng-30	00	0
ili-30-00026061-r	r	eng-30	02	0
ili-30-00026137-r	r	eng-30	02	0
ili-30-00026153-v	v	eng-30	29	0
ili-30-00026168-a	a	eng-30	00	0
ili-30-00026192-n	n	eng-30	03	0
ili-30-00026294-a	a	eng-30	00	0
ili-30-00026385-v	v	eng-30	29	0
ili-30-00026388-a	a	eng-30	00	0
ili-30-00026416-r	r	eng-30	02	0
ili-30-00026515-a	a	eng-30	00	0
ili-30-00026571-r	r	eng-30	02	0
ili-30-00026706-a	a	eng-30	00	0
ili-30-00026734-v	v	eng-30	29	0
ili-30-00026895-a	a	eng-30	00	0
ili-30-00026941-v	v	eng-30	29	0
ili-30-00027064-v	v	eng-30	29	0
ili-30-00027074-a	a	eng-30	00	0
ili-30-00027093-r	r	eng-30	02	0
ili-30-00027167-n	n	eng-30	03	0
ili-30-00027247-a	a	eng-30	00	0
ili-30-00027258-r	r	eng-30	02	0
ili-30-00027268-v	v	eng-30	29	0
ili-30-00027384-r	r	eng-30	02	0
ili-30-00027570-v	v	eng-30	29	0
ili-30-00027599-a	a	eng-30	00	0
ili-30-00027705-v	v	eng-30	29	0
ili-30-00027795-r	r	eng-30	02	0
ili-30-00027807-n	n	eng-30	03	0
ili-30-00027833-a	a	eng-30	00	0
ili-30-00027918-r	r	eng-30	02	0
ili-30-00028008-a	a	eng-30	00	0
ili-30-00028010-v	v	eng-30	29	0
ili-30-00028167-v	v	eng-30	29	0
ili-30-00028181-a	a	eng-30	00	0
ili-30-00028198-r	r	eng-30	02	0
ili-30-00028270-n	n	eng-30	03	0
ili-30-00028280-a	a	eng-30	00	0
ili-30-00028319-r	r	eng-30	02	0
ili-30-00028362-v	v	eng-30	29	0
ili-30-00028424-r	r	eng-30	02	0
ili-30-00028471-a	a	eng-30	00	0
ili-30-00028565-v	v	eng-30	29	0
ili-30-00028578-r	r	eng-30	02	0
ili-30-00028651-n	n	eng-30	03	0
ili-30-00028672-a	a	eng-30	00	0
ili-30-00028797-r	r	eng-30	02	0
ili-30-00028867-a	a	eng-30	00	0
ili-30-00028876-v	v	eng-30	29	0
ili-30-00028923-r	r	eng-30	02	0
ili-30-00028984-a	a	eng-30	00	0
ili-30-00029007-n	n	eng-30	03	0
ili-30-00029025-v	v	eng-30	29	0
ili-30-00029037-r	r	eng-30	02	0
ili-30-00029108-a	a	eng-30	00	0
ili-30-00029114-n	n	eng-30	03	0
ili-30-00029214-v	v	eng-30	29	0
ili-30-00029216-a	a	eng-30	00	0
ili-30-00029278-r	r	eng-30	02	0
ili-30-00029336-v	v	eng-30	29	0
ili-30-00029343-a	a	eng-30	00	0
ili-30-00029367-r	r	eng-30	02	0
ili-30-00029378-n	n	eng-30	03	0
ili-30-00029518-v	v	eng-30	29	0
ili-30-00029630-v	v	eng-30	29	0
ili-30-00029639-r	r	eng-30	02	0
ili-30-00029677-n	n	eng-30	03	0
ili-30-00029742-v	v	eng-30	29	0
ili-30-00029769-a	a	eng-30	00	0
ili-30-00029836-v	v	eng-30	29	0
ili-30-00029933-a	a	eng-30	00	0
ili-30-00029985-r	r	eng-30	02	0
ili-30-00030010-v	v	eng-30	29	0
ili-30-00030142-v	v	eng-30	29	0
ili-30-00030358-n	n	eng-30	03	0
ili-30-00030366-v	v	eng-30	29	0
ili-30-00030443-r	r	eng-30	02	0
ili-30-00030463-v	v	eng-30	29	0
ili-30-00030508-a	a	eng-30	00	0
ili-30-00030647-v	v	eng-30	29	0
ili-30-00030654-r	r	eng-30	02	0
ili-30-00030701-a	a	eng-30	00	0
ili-30-00030798-a	a	eng-30	00	0
ili-30-00030853-v	v	eng-30	29	0
ili-30-00030914-r	r	eng-30	02	0
ili-30-00031068-v	v	eng-30	29	0
ili-30-00031138-a	a	eng-30	00	0
ili-30-00031181-v	v	eng-30	29	0
ili-30-00031214-r	r	eng-30	02	0
ili-30-00031264-n	n	eng-30	03	0
ili-30-00031277-v	v	eng-30	29	0
ili-30-00031304-r	r	eng-30	02	0
ili-30-00031384-a	a	eng-30	00	0
ili-30-00031418-v	v	eng-30	29	0
ili-30-00031515-r	r	eng-30	02	0
ili-30-00031533-a	a	eng-30	00	0
ili-30-00031540-v	v	eng-30	29	0
ili-30-00031606-r	r	eng-30	02	0
ili-30-00031663-v	v	eng-30	29	0
ili-30-00031674-a	a	eng-30	00	0
ili-30-00031798-r	r	eng-30	02	0
ili-30-00031820-v	v	eng-30	29	0
ili-30-00031824-a	a	eng-30	00	0
ili-30-00031899-r	r	eng-30	02	0
ili-30-00031921-n	n	eng-30	03	0
ili-30-00031974-a	a	eng-30	00	0
ili-30-00032180-r	r	eng-30	02	0
ili-30-00032297-v	v	eng-30	29	0
ili-30-00032299-r	r	eng-30	02	0
ili-30-00032358-a	a	eng-30	00	0
ili-30-00032414-v	v	eng-30	29	0
ili-30-00032497-a	a	eng-30	00	0
ili-30-00032539-v	v	eng-30	29	0
ili-30-00032598-r	r	eng-30	02	0
ili-30-00032613-n	n	eng-30	03	0
ili-30-00032705-r	r	eng-30	02	0
ili-30-00032733-a	a	eng-30	00	0
ili-30-00032778-v	v	eng-30	29	0
ili-30-00032803-r	r	eng-30	02	0
ili-30-00032823-n	n	eng-30	03	0
ili-30-00032863-r	r	eng-30	02	0
ili-30-00032981-v	v	eng-30	29	0
ili-30-00032996-r	r	eng-30	02	0
ili-30-00033020-n	n	eng-30	03	0
ili-30-00033077-a	a	eng-30	00	0
ili-30-00033139-r	r	eng-30	02	0
ili-30-00033203-v	v	eng-30	29	0
ili-30-00033206-a	a	eng-30	00	0
ili-30-00033237-r	r	eng-30	02	0
ili-30-00033308-r	r	eng-30	02	0
ili-30-00033359-a	a	eng-30	00	0
ili-30-00033406-v	v	eng-30	29	0
ili-30-00033421-r	r	eng-30	02	0
ili-30-00033475-a	a	eng-30	00	0
ili-30-00033562-r	r	eng-30	02	0
ili-30-00033574-a	a	eng-30	00	0
ili-30-00033599-v	v	eng-30	29	0
ili-30-00033615-n	n	eng-30	03	0
ili-30-00033663-r	r	eng-30	02	0
ili-30-00033809-r	r	eng-30	02	0
ili-30-00033852-v	v	eng-30	29	0
ili-30-00033886-a	a	eng-30	00	0
ili-30-00033922-r	r	eng-30	02	0
ili-30-00033955-v	v	eng-30	29	0
ili-30-00034032-a	a	eng-30	00	0
ili-30-00034115-v	v	eng-30	29	0
ili-30-00034137-r	r	eng-30	02	0
ili-30-00034189-r	r	eng-30	02	0
ili-30-00034213-n	n	eng-30	03	0
ili-30-00034232-a	a	eng-30	00	0
ili-30-00034288-v	v	eng-30	29	0
ili-30-00034308-r	r	eng-30	02	0
ili-30-00034322-a	a	eng-30	00	0
ili-30-00034403-r	r	eng-30	02	0
ili-30-00034479-n	n	eng-30	04	0
ili-30-00034500-r	r	eng-30	02	0
ili-30-00034572-a	a	eng-30	00	0
ili-30-00034574-n	n	eng-30	04	0
ili-30-00034634-v	v	eng-30	29	0
ili-30-00034641-r	r	eng-30	02	0
ili-30-00034710-a	a	eng-30	00	0
ili-30-00034746-r	r	eng-30	02	0
ili-30-00034758-v	v	eng-30	29	0
ili-30-00034777-n	n	eng-30	04	0
ili-30-00034862-r	r	eng-30	02	0
ili-30-00034924-a	a	eng-30	00	0
ili-30-00034939-n	n	eng-30	04	0
ili-30-00034945-r	r	eng-30	02	0
ili-30-00034948-v	v	eng-30	29	0
ili-30-00035058-r	r	eng-30	02	0
ili-30-00035074-a	a	eng-30	00	0
ili-30-00035089-v	v	eng-30	29	0
ili-30-00035189-n	n	eng-30	04	0
ili-30-00035254-a	a	eng-30	00	0
ili-30-00035255-r	r	eng-30	02	0
ili-30-00035259-v	v	eng-30	29	0
ili-30-00035320-r	r	eng-30	02	0
ili-30-00035368-a	a	eng-30	00	0
ili-30-00035385-r	r	eng-30	02	0
ili-30-00035448-v	v	eng-30	29	0
ili-30-00035465-a	a	eng-30	00	0
ili-30-00035491-r	r	eng-30	02	0
ili-30-00035603-v	v	eng-30	29	0
ili-30-00035697-n	n	eng-30	04	0
ili-30-00035718-r	r	eng-30	02	0
ili-30-00035758-v	v	eng-30	29	0
ili-30-00035779-a	a	eng-30	00	0
ili-30-00035868-a	a	eng-30	00	0
ili-30-00035891-n	n	eng-30	04	0
ili-30-00035978-a	a	eng-30	00	0
ili-30-00036061-n	n	eng-30	04	0
ili-30-00036068-r	r	eng-30	02	0
ili-30-00036163-a	a	eng-30	00	0
ili-30-00036178-v	v	eng-30	29	0
ili-30-00036254-a	a	eng-30	00	0
ili-30-00036291-r	r	eng-30	02	0
ili-30-00036299-n	n	eng-30	04	0
ili-30-00036346-a	a	eng-30	00	0
ili-30-00036362-v	v	eng-30	29	0
ili-30-00036481-a	a	eng-30	00	0
ili-30-00036515-r	r	eng-30	02	0
ili-30-00036580-n	n	eng-30	04	0
ili-30-00036609-r	r	eng-30	02	0
ili-30-00036685-v	v	eng-30	29	0
ili-30-00036762-n	n	eng-30	04	0
ili-30-00036762-r	r	eng-30	02	0
ili-30-00036763-a	a	eng-30	00	0
ili-30-00036780-v	v	eng-30	29	0
ili-30-00036879-a	a	eng-30	00	0
ili-30-00036932-v	v	eng-30	29	0
ili-30-00036935-r	r	eng-30	02	0
ili-30-00036998-a	a	eng-30	00	0
ili-30-00037006-n	n	eng-30	04	0
ili-30-00037090-n	n	eng-30	04	0
ili-30-00037138-v	v	eng-30	29	0
ili-30-00037188-a	a	eng-30	00	0
ili-30-00037200-n	n	eng-30	04	0
ili-30-00037226-r	r	eng-30	02	0
ili-30-00037298-v	v	eng-30	29	0
ili-30-00037341-a	a	eng-30	00	0
ili-30-00037396-n	n	eng-30	04	0
ili-30-00037457-a	a	eng-30	00	0
ili-30-00037470-r	r	eng-30	02	0
ili-30-00037514-v	v	eng-30	29	0
ili-30-00037641-r	r	eng-30	02	0
ili-30-00037653-a	a	eng-30	00	0
ili-30-00037680-v	v	eng-30	29	0
ili-30-00037757-a	a	eng-30	00	0
