,Synset,W Num,Word,Type,Sense,Tag Count
410,100158185,0,manexo,n,2,0
411,100158185,0,manipulación,n,3,0
412,100158185,0,utilización,n,2,0
413,100158805,0,autosuxestión,n,1,0
414,100159620,0,provocación,n,1,0
415,100159620,0,tentación,n,2,0
416,100160532,0,conquista,n,5,0
417,100160532,0,sedución,n,1,0
418,100161243,0,elección,n,1,0
419,100161243,0,escolla,n,1,0
420,100161243,0,opción,n,2,0
421,100161243,0,selección,n,1,0
422,100161888,0,mostraxe,n,1,0
423,100162632,0,decisión,n,2,0
424,100163047,0,vontade,n,2,0
425,100163779,0,designación,n,1,0
426,100163779,0,nomeamento,n,1,0
427,100165298,0,ordenación,n,4,0
428,100165942,0,paso,n,4,0
429,100166552,0,enroque,n,1,0
430,100167446,0,xaque,n,1,0
431,100167764,0,xaque mate,n,1,0
432,100168237,0,manobra,n,2,0
433,100168505,0,aparcamento,n,1,0
434,100168505,0,estacionamento,n,1,0
435,100168658,0,mudanza,n,1,0
436,100168658,0,traslado,n,2,0
437,100171618,0,estrataxema,n,1,0
438,100172490,0,estrataxema,n,2,0
439,100172598,0,artificio,n,1,0
440,100172710,0,camiño,n,4,0
441,100172710,0,forma,n,6,0
442,100172710,0,maneira,n,1,0
443,100172710,0,medio,n,8,0
444,100172710,0,modo,n,1,0
445,100172710,0,xeito,n,1,0
446,100173761,0,ferramenta,n,5,0
447,100173761,0,instrumento,n,6,0
448,100174412,0,medida,n,4,0
449,100174412,0,paso,n,6,0
450,100174663,0,contramedida,n,1,0
451,100177448,0,recurso,n,1,0
452,100178551,0,recurso transitorio,n,1,0
453,100178832,0,improvisación,n,1,0
454,100180413,0,aceptación,n,3,0
455,100180413,0,adopción,n,3,0
456,100180413,0,aprobación,n,4,0
457,100180962,0,elección,n,2,0
458,100180962,0,escolla,n,2,0
459,100181373,0,reelección,n,1,0
460,100181640,0,referendo,n,1,0
461,100181781,0,elección,n,4,0
462,100181781,0,eleccións,n,1,0
463,100182213,0,sufraxio,n,2,0
464,100182213,0,votación,n,1,0
465,100182213,0,voto,n,3,0
466,100182435,0,eleccións xerais,n,1,0
467,100182571,0,eleccións primarias,n,1,0
