,Word,Senses,SynsetPoS,PoS,Conf,Exp,Mark
33831,'medial',1,glg-30-00331030-a,a,99.0,cies_lex,------
33832,'mediana',1,glg-30-13861686-n,n,99.0,singalnet_rev,------
33833,'medianiño',1,glg-30-05567489-n,n,99.0,singalnet_rev,1_coloquial
33834,'mediano',1,glg-30-02223659-a,a,99.0,dic-moneng-1trad-uni,------
33835,'mediano',1,glg-30-05567489-n,n,99.0,singalnet_rev,1_coloquial
33836,'medias',1,glg-30-04323819-n,n,99.0,galipedia,------
33837,'mediastino',1,glg-30-05324691-n,n,99.0,bootstrap,------
33838,'mediastinum',1,glg-30-05324691-n,n,99.0,bootstrap,------
33839,'medicación',1,glg-30-03740161-n,n,99.0,semcor_br-e27,------
33840,'medicamente',1,glg-30-00124792-r,r,99.0,semcor_br-e25C,------
33841,'medicamento',1,glg-30-03247620-n,n,99.0,bootstrap,------
33842,'medicamento',2,glg-30-03740161-n,n,99.0,bootstrap,------
33843,'medicina',1,glg-30-06043075-n,n,99.0,bootstrap,------
33844,'medicina',2,glg-30-03740161-n,n,99.0,bootstrap,------
33845,'medicina',3,glg-30-06045562-n,n,99.0,galnedit,------
33846,'medicina',4,glg-30-00612160-n,n,99.0,dbpedia_ili,------
33847,'medicina_forense',1,glg-30-06050257-n,n,99.0,dbpedia_ili,------
33848,'medicina_legal',1,glg-30-06050257-n,n,99.0,dbpedia_ili,------
33849,'medicinal',1,glg-30-01166656-a,a,99.0,dic-moneng-1trad-uni,------
33850,'medición',1,glg-30-00996969-n,n,99.0,dic-moneng-multitrad,------
33851,'medida',6,glg-30-13941125-n,n,99.0,semcor_br-g43,------
33852,'medida',5,glg-30-00037396-n,n,99.0,semcor_br-f15,------
33853,'medida',4,glg-30-00174412-n,n,99.0,porgalnet,------
33854,'medida',3,glg-30-05098942-n,n,99.0,wnt7-2-noeva,------
33855,'medida',2,glg-30-00996969-n,n,99.0,dic-moneng-multitrad,------
33856,'medida',1,glg-30-00033615-n,n,99.0,bootstrap,------
33857,'medida_de_lonxitude',1,glg-30-13603305-n,n,99.0,bootstrap,------
33858,'medida_do_tempo',1,glg-30-05046009-n,n,99.0,semcor_br-e22,------
33859,'medida_enérxica',1,glg-30-01148182-n,n,99.0,dic-moneng-1trad-uni,------
33860,'medieval',3,glg-30-01537448-a,a,99.0,semcor_br-h17,------
33861,'medieval',2,glg-30-02989754-a,a,99.0,xomwn_wikt,------
33862,'medieval',1,glg-30-01729157-a,a,99.0,wnt7-2-noeva,------
33863,'medio',7,glg-30-01594146-a,a,99.0,wnt7-0-noeva-c_03,------
33864,'medio',7,glg-30-03575240-n,n,99.0,wnt7-0-noeva-c,------
33865,'medio',8,glg-30-00517554-a,a,99.0,semcor_br-g43,------
33866,'medio',8,glg-30-00172710-n,n,99.0,porgalnet,------
33867,'medio',9,glg-30-01531957-a,a,99.0,semcor_br-j29,------
33868,'medio',9,glg-30-06254669-n,n,99.0,semcor_br-e22,------
33869,'medio',10,glg-30-01594472-a,a,99.0,semcor_br-j29,------
33870,'medio',10,glg-30-06254475-n,n,99.0,semcor_br-e23,------
33871,'medio',11,glg-30-05868272-n,n,99.0,semcor_br-e23,------
33872,'medio',12,glg-30-08521816-n,n,99.0,galnedit,------
33873,'medio',13,glg-30-03733547-n,n,99.0,semcor_br-f15,------
33874,'medio',7,glg-30-00524496-a,a,99.0,semcor_br-e23,------
33875,'medio',6,glg-30-13934596-n,n,99.0,wnt7-3-noeva,------
33876,'medio',1,glg-30-01014251-a,a,99.0,bootstrap,------
33877,'medio',1,glg-30-14899328-n,n,99.0,bootstrap,------
33878,'medio',1,glg-30-00007884-r,r,99.0,wnt7-1-noeva-c_02,------
33879,'medio',2,glg-30-00518035-a,a,99.0,bootstrap,------
33880,'medio',2,glg-30-14899888-n,n,99.0,bootstrap,------
33881,'medio',3,glg-30-00820458-a,a,99.0,bootstrap,------
33882,'medio',3,glg-30-14899530-n,n,99.0,bootstrap,------
33883,'medio',4,glg-30-00815941-a,a,99.0,bootstrap,------
33884,'medio',4,glg-30-14899152-n,n,99.0,bootstrap,------
33885,'medio',5,glg-30-08588699-n,n,99.0,dic-moneng-multitrad,------
33886,'medio',6,glg-30-00486290-a,a,99.0,semcor_br-e28,------
33887,'medio_de_comunicación',1,glg-30-06254669-n,n,99.0,semcor_br-e22,------
33888,'medio_de_contraste',1,glg-30-14899687-n,n,99.0,bootstrap,------
33889,'medio_do_cultivo',1,glg-30-14899328-n,n,99.0,bootstrap,------
33890,'medio_irmán',1,glg-30-10654321-n,n,99.0,dic-moneng-1trad-uni,------
33891,'mediocre',1,glg-30-01673061-a,a,99.0,cies_lex,------
33892,'mediocridade',1,glg-30-14499111-n,n,99.0,dic-moneng-multitrad,------
33893,'mediodía',1,glg-30-15165490-n,n,99.0,dic-moneng-1trad-mul,------
33894,'medios',1,glg-30-13354154-n,n,99.0,dic-moneng-1trad-uni,------
33895,'medios_de_comunicación',1,glg-30-06266417-n,n,99.0,wnt6dic-rev_03,------
33896,'medir',1,glg-30-00647094-v,v,99.0,wnt7-4-noeva,------
33897,'medir',2,glg-30-00489837-v,v,99.0,semcor_br-f08,------
33898,'medir_as_costas',1,glg-30-01416193-v,v,99.0,fralnet_idioms,1_coloquial
33899,'medir_as_costelas',1,glg-30-01416193-v,v,99.0,fralnet_idioms,1_coloquial
33900,'medir_o_lombo',1,glg-30-01416193-v,v,99.0,fralnet_idioms,1_coloquial
33901,'meditación',1,glg-30-05770926-n,n,99.0,bootstrap,------
33902,'meditación',2,glg-30-05786184-n,n,99.0,galipedia,------
33903,'meditar',1,glg-30-00630380-v,v,99.0,fralnet_verbs,2_estándar
33904,'meditativo',1,glg-30-02419434-a,a,99.0,dic-moneng-multitrad,------
33905,'mediterráneo',1,glg-30-03085213-a,a,99.0,dic-moneng-1trad-uni,------
33906,'medo',4,glg-30-07524529-n,n,99.0,wnt7-2-noeva,------
33907,'medo',3,glg-30-07521674-n,n,99.0,dic-moneng-multitrad,------
33908,'medo',2,glg-30-07520612-n,n,99.0,dic-moneng-1trad-mul,------
33909,'medo',1,glg-30-07519253-n,n,99.0,bootstrap,------
33910,'medorento',1,glg-30-00077645-a,a,99.0,bootstrap,------
33911,'medrar',1,glg-30-00156601-v,v,99.0,singalnet,------
33912,'medrar',2,glg-30-00094460-v,v,99.0,porgalnet,------
33913,'medrar',3,glg-30-00231557-v,v,99.0,porgalnet,------
33914,'medrar',4,glg-30-00252990-v,v,99.0,porgalnet,------
33915,'medroso',4,glg-30-00252498-a,a,99.0,dic-moneng-1trad-uni,------
33916,'medroso',3,glg-30-00264776-a,a,99.0,bootstrap,------
33917,'medroso',2,glg-30-00266985-a,a,99.0,bootstrap,------
33918,'medroso',1,glg-30-00077645-a,a,99.0,bootstrap,------
33919,'medroxiproxesterona',1,glg-30-14747168-n,n,99.0,bootstrap,------
33920,'medula',1,glg-30-05285623-n,n,99.0,bootstrap,------
33921,'medula',2,glg-30-05490799-n,n,99.0,bootstrap,------
33922,'medula_adrenal',1,glg-30-05491308-n,n,99.0,bootstrap,------
33923,'medula_amarela',1,glg-30-05286008-n,n,99.0,bootstrap,------
33924,'medula_espiñal',1,glg-30-05503705-n,n,99.0,bootstrap,------
33925,'medula_oblonga',1,glg-30-05495172-n,n,99.0,bootstrap,------
33926,'medula_vermella',1,glg-30-05285835-n,n,99.0,bootstrap,------
33927,'medula_ósea',1,glg-30-05285623-n,n,99.0,bootstrap,------
33928,'medula_ósea_amarela',1,glg-30-05286008-n,n,99.0,bootstrap,------
33929,'medula_ósea_vermella',1,glg-30-05285835-n,n,99.0,bootstrap,------
33930,'medulla_spinalis',1,glg-30-05503705-n,n,99.0,bootstrap,------
33931,'megabyte',1,glg-30-13628056-n,n,99.0,cies_lex,------
33932,'megabyte',2,glg-30-13628246-n,n,99.0,dbpedia_multi,------
33933,'megacariocite',1,glg-30-05448928-n,n,99.0,bootstrap,------
33934,'megaciclo',1,glg-30-15279957-n,n,99.0,cies_cap,------
33935,'megacolon',1,glg-30-05536178-n,n,99.0,bootstrap,------
33936,'megacolon_conxénito',1,glg-30-14156488-n,n,99.0,medicalnet,3_especializado
33937,'megahertz',1,glg-30-15279957-n,n,99.0,cies_cap,------
33938,'megaloblasto',1,glg-30-05449797-n,n,99.0,bootstrap,------
33939,'megalocito',1,glg-30-05449661-n,n,99.0,bootstrap,------
33940,'megalocitose',1,glg-30-14207711-n,n,99.0,medicalnet,3_especializado
33941,'megalomanía',1,glg-30-14392318-n,n,99.0,semcor_br-f14,------
33942,'megalopsia',1,glg-30-80000401-n,n,99.0,medicalnet,3_especializado
33943,'megalopía',1,glg-30-80000401-n,n,99.0,medicalnet,3_especializado
33944,'megalosauro',1,glg-30-01715518-n,n,99.0,wnt6dic-0_03,------
33945,'megamorcegos',1,glg-30-02139671-n,n,99.0,wnt7-1-noeva-c_03,------
33946,'megaspora',1,glg-30-11688199-n,n,99.0,galipedia,------
33947,'megavatio',1,glg-30-13644894-n,n,99.0,dic-moneng-1trad-uni,------
33948,'megáfono',1,glg-30-03743279-n,n,99.0,dic-moneng-1trad-uni,------
33949,'megálito',1,glg-30-03743016-n,n,99.0,wnt7-0-noeva-c,------
33950,'meiga',1,glg-30-10626540-n,n,99.0,dic-moneng-1trad-mul,------
33951,'meiga',2,glg-30-02168245-n,n,99.0,galnedit,------
33952,'meigallo',1,glg-30-07160116-n,n,99.0,dic-moneng-multitrad,------
33953,'meigaría',1,glg-30-05978812-n,n,99.0,dic-moneng-multitrad,------
33954,'meigo',1,glg-30-10625860-n,n,99.0,dic-moneng-1trad-mul,------
33955,'meigo',2,glg-30-09817816-n,n,99.0,singalnet,------
33956,'meigo',3,glg-30-10102506-n,n,99.0,singalnet,------
33957,'meiguería',1,glg-30-05978812-n,n,99.0,dic-moneng-multitrad,------
33958,'meimendro',1,glg-30-12904314-n,n,99.0,galipedia,------
33959,'meiose',1,glg-30-13512725-n,n,99.0,galipedia,------
33960,'meirande',1,glg-30-00880207-a,a,99.0,dicsingal_04,------
33961,'meitnerio',1,glg-30-14644963-n,n,99.0,bootstrap,------
33962,'meixela',1,glg-30-05602835-n,n,99.0,bootstrap,------
33963,'mel',1,glg-30-07858978-n,n,99.0,galipedia,------
33964,'melamina',1,glg-30-14949746-n,n,99.0,bootstrap,------
33965,'melancolía',1,glg-30-05406782-n,n,99.0,bootstrap,------
33966,'melancólico',1,glg-30-01362950-a,a,99.0,dic-moneng-1trad-mul,------
33967,'melandro',1,glg-30-02448060-n,n,99.0,wnt6dic-0_03,------
33968,'melanina',1,glg-30-14757172-n,n,99.0,bootstrap,------
33969,'melanismo',1,glg-30-14230083-n,n,99.0,medicalnet,3_especializado
33970,'melanoblasto',1,glg-30-05241374-n,n,99.0,bootstrap,------
33971,'melanocito',1,glg-30-05241485-n,n,99.0,bootstrap,------
33972,'melanoma_maligno',1,glg-30-14252564-n,n,99.0,galipedia,------
33973,'melanose',1,glg-30-14230083-n,n,99.0,medicalnet,3_especializado
33974,'melanose_lenticular_progresiva',1,glg-30-14537735-n,n,99.0,medicalnet,3_especializado
33975,'melasma',1,glg-30-14302652-n,n,99.0,cies_lex,------
33976,'melatonina',1,glg-30-05411338-n,n,99.0,bootstrap,------
33977,'melaza',1,glg-30-07859951-n,n,99.0,xomwn_wikt,------
33978,'melena',1,glg-30-14855280-n,n,99.0,bootstrap,------
33979,'melisa',1,glg-30-12854600-n,n,99.0,wnt6dic_02,------
33980,'mellor',6,glg-30-00067379-a,a,99.0,semcor_br-c01,------
33981,'mellor',5,glg-30-00188057-r,r,99.0,semcor_br-j29,------
33982,'mellor',5,glg-30-02342899-a,a,99.0,semcor_br-e30,------
33983,'mellor',4,glg-30-00792769-a,a,99.0,cies_lex,------
33984,'mellor',3,glg-30-00059607-r,r,99.0,semcor_br-e23,------
33985,'mellor',3,glg-30-00231761-a,a,99.0,bootstrap,------
33986,'mellor',2,glg-30-00188137-r,r,99.0,semcor_br-e23,------
33987,'mellor',2,glg-30-00230335-a,a,99.0,bootstrap,------
33988,'mellor',1,glg-30-00509846-r,r,99.0,wnt7-3-noeva,------
33989,'mellor',1,glg-30-00227507-a,a,99.0,bootstrap,------
33990,'mellora',3,glg-30-07357388-n,n,99.0,semcor_br-e25B,------
33991,'mellora',2,glg-30-00261029-n,n,99.0,porgalnet,------
33992,'mellora',1,glg-30-00248977-n,n,99.0,wnt7-3-noeva,------
33993,'mellorado',1,glg-30-00232234-a,a,99.0,bootstrap,------
33994,'mellorar',5,glg-30-00205598-v,v,99.0,semcor_br-a01,------
33995,'mellorar',4,glg-30-00207184-v,v,99.0,semcor_br-e28,------
33996,'mellorar',3,glg-30-00205885-v,v,99.0,porgalnet,------
33997,'mellorar',2,glg-30-00205046-v,v,99.0,wnt7-3-noeva,------
33998,'mellorar',1,glg-30-02771169-v,v,99.0,bootstrap,------
33999,'mellores_galas',1,glg-30-03340923-n,n,99.0,dic-moneng-1trad-uni,------
34000,'melloría',1,glg-30-00265992-n,n,99.0,wnt7-1-noeva-c_02,------
34001,'melloría',2,glg-30-00261029-n,n,99.0,porgalnet,------
34002,'melodioso',1,glg-30-01502195-a,a,99.0,semcor_br-e22,------
34003,'melodrama',1,glg-30-07016648-n,n,99.0,dic-moneng-1trad-uni,------
34004,'melodía',1,glg-30-07028373-n,n,99.0,galipedia,------
34005,'melodía',2,glg-30-05711915-n,n,99.0,wnt7-2-noeva,------
34006,'melódico',1,glg-30-01501113-a,a,99.0,semcor_br-e22,------
34007,'melón',1,glg-30-12164363-n,n,99.0,galipedia,------
34008,'melón',2,glg-30-07755411-n,n,99.0,xomwn_wikt,------
34009,'membrana',1,glg-30-05426243-n,n,99.0,bootstrap,------
34010,'membrana_aracnoide',1,glg-30-05482676-n,n,99.0,bootstrap,------
34011,'membrana_basilar',1,glg-30-05286272-n,n,99.0,bootstrap,------
34012,'membrana_celular',1,glg-30-05312782-n,n,99.0,bootstrap,------
34013,'membrana_de_Schwan',1,glg-30-05464939-n,n,99.0,bootstrap,------
34014,'membrana_de_fertilización',1,glg-30-05319419-n,n,99.0,bootstrap,------
34015,'membrana_embrionaria',1,glg-30-05310596-n,n,99.0,bootstrap,------
34016,'membrana_fetal',1,glg-30-05310790-n,n,99.0,bootstrap,------
34017,'membrana_hialoide',1,glg-30-05319588-n,n,99.0,bootstrap,------
34018,'membrana_mucosa',1,glg-30-05327134-n,n,99.0,bootstrap,------
34019,'membrana_nictitante',1,glg-30-05314639-n,n,99.0,bootstrap,------
34020,'membrana_nictitante',2,glg-30-05314834-n,n,99.0,bootstrap,------
34021,'membrana_plasmática',1,glg-30-05312782-n,n,99.0,bootstrap,------
34022,'membrana_semipermeable',1,glg-30-05447423-n,n,99.0,bootstrap,------
34023,'membrana_serosa',1,glg-30-05605944-n,n,99.0,bootstrap,------
34024,'membrana_sinovial',1,glg-30-05606247-n,n,99.0,bootstrap,------
34025,'membrana_timpánica',1,glg-30-05318831-n,n,99.0,bootstrap,------
34026,'membrana_virxinal',1,glg-30-05521934-n,n,99.0,bootstrap,------
34027,'membranoso',1,glg-30-03085572-a,a,99.0,xomwn_wikt,------
34028,'membranáceo',1,glg-30-03085572-a,a,99.0,xomwn_wikt,------
34029,'membranófono',1,glg-30-03249569-n,n,99.0,galipedia,------
34030,'membro',5,glg-30-13810615-n,n,99.0,semcor_br-e31,------
34031,'membro',4,glg-30-05526384-n,n,99.0,bootstrap,------
34032,'membro',3,glg-30-05559908-n,n,99.0,bootstrap,------
34033,'membro',2,glg-30-05560244-n,n,99.0,bootstrap,------
34034,'membro',1,glg-30-10307234-n,n,99.0,bootstrap,------
34035,'membro_do_grupo_de_presión',1,glg-30-10268629-n,n,99.0,dic-moneng-1trad-uni,------
34036,'meme',1,glg-30-05985126-n,n,99.0,galipedia,------
34037,'memento_mori',1,glg-30-05813912-n,n,99.0,wnt6dic_02,------
34038,'memorable',2,glg-30-01279028-a,a,99.0,xomwn_wikt,------
34039,'memorable',1,glg-30-01040752-a,a,99.0,dic-moneng-multitrad,------
34040,'memorando',1,glg-30-06506191-n,n,99.0,dic-moneng-multitrad,------
34041,'memoria',4,glg-30-06516495-n,n,99.0,semcor_br-f14,------
34042,'memoria',3,glg-30-05761918-n,n,99.0,semcor_br-f14,------
34043,'memoria',2,glg-30-06516087-n,n,99.0,singalnet,------
34044,'memoria',1,glg-30-05760202-n,n,99.0,galipedia,------
34045,'memoria_RAM',1,glg-30-04052757-n,n,99.0,cies_cap,------
34046,'memoria_de_acceso_aleatorio',1,glg-30-04052757-n,n,99.0,cies_cap,------
34047,'memoria_virtual',1,glg-30-04537919-n,n,99.0,wnt7-1-noeva-c,------
34048,'memorización',1,glg-30-05755156-n,n,99.0,dic-moneng-1trad-uni,------
34049,'memorizar',1,glg-30-00604576-v,v,99.0,fralnet_verbs,2_estándar
34050,'memorábel',2,glg-30-01279028-a,a,99.0,xomwn_wikt,------
34051,'memorábel',1,glg-30-01040752-a,a,99.0,dic-moneng-multitrad,------
34052,'menadiona',1,glg-30-15093049-n,n,99.0,bootstrap,------
34053,'mencionar',5,glg-30-00945853-v,v,99.0,semcor_br-c01,------
34054,'mencionar',4,glg-30-01024763-v,v,99.0,semcor_br-e28,------
34055,'mencionar',3,glg-30-01024190-v,v,99.0,semcor_br-e25C,------
34056,'mencionar',2,glg-30-01020005-v,v,99.0,semcor_br-e22,------
34057,'mencionar',1,glg-30-01023071-v,v,99.0,wnt7-2-noeva,------
34058,'menciña',1,glg-30-03740161-n,n,99.0,bootstrap,------
34059,'menciña',2,glg-30-03247620-n,n,99.0,dic-moneng-multitrad,------
34060,'mendelevio',1,glg-30-14645092-n,n,99.0,bootstrap,------
34061,'mendicidade',1,glg-30-07187996-n,n,99.0,wnt6dic_02,------
34062,'mendigar',1,glg-30-02270815-v,v,99.0,fralnet_verbs,2_estándar
34063,'mendigo',1,glg-30-09847010-n,n,99.0,dic-moneng-multitrad,------
34064,'menestrel',1,glg-30-10099093-n,n,99.0,wnt6dic-rev_03,------
34065,'menhir',1,glg-30-03745571-n,n,99.0,dic-moneng-1trad-uni,------
34066,'meningoencefalite',1,glg-30-14343411-n,n,99.0,medicalnet,3_especializado
34067,'meninxe',1,glg-30-05326900-n,n,99.0,bootstrap,------
34068,'meninxioma',1,glg-30-14239743-n,n,99.0,medicalnet,3_especializado
34069,'meninxite',1,glg-30-14137829-n,n,99.0,dic-moneng-1trad-uni,------
34070,'meninxite_cerebroespinal',1,glg-30-14138364-n,n,99.0,medicalnet,4_culto
34071,'menisco',1,glg-30-05288396-n,n,99.0,bootstrap,------
34072,'meniña',1,glg-30-05320183-n,n,99.0,singalnet_rev,------
34073,'meniña_do_ollo',1,glg-30-05320183-n,n,99.0,bootstrap,------
34074,'meniño',1,glg-30-09917593-n,n,99.0,bootstrap,------
34075,'menopausa',1,glg-30-15154462-n,n,99.0,wnt6dic_01,------
34076,'menor',5,glg-30-01394922-a,a,99.0,semcor_br-e25B,------
34077,'menor',4,glg-30-01280908-a,a,99.0,cies_lex,------
34078,'menor',3,glg-30-01555416-a,a,99.0,wnt7-4-noeva,------
34079,'menor',2,glg-30-01473083-a,a,99.0,wnt7-4-noeva,------
34080,'menor',1,glg-30-00881735-a,a,99.0,bootstrap,------
34081,'menor_do_habitual',1,glg-30-01597702-a,a,99.0,cies_lex,------
34082,'menorrea',1,glg-30-05402576-n,n,99.0,bootstrap,------
34083,'menos',1,glg-30-01556616-a,a,99.0,semcor_br-e28,------
34084,'menos',1,glg-30-00871862-n,n,99.0,dbpedia_ili,------
34085,'menos',1,glg-30-00111758-r,r,99.0,wnt6dic_01,------
34086,'menos',2,glg-30-01555416-a,a,99.0,semcor_br-a01,------
34087,'menos',2,glg-30-00099527-r,r,99.0,semcor_br-e26,------
34088,'menos',3,glg-30-00099868-r,r,99.0,semcor_br-f13,------
34089,'menosprezar',1,glg-30-01774799-v,v,99.0,fralnet_verbs,2_estándar
34090,'mensaxe',1,glg-30-06598915-n,n,99.0,bootstrap,------
34091,'mensaxe',2,glg-30-06253690-n,n,99.0,wnt7-3-noeva,------
34092,'mensaxeiro',1,glg-30-10311021-n,n,99.0,dic-moneng-1trad-uni,------
34093,'menstruación',1,glg-30-13513747-n,n,99.0,galipedia,2_estándar
34094,'menstruum',1,glg-30-14950300-n,n,99.0,bootstrap,------
34095,'mensual',1,glg-30-01969707-a,a,99.0,dic-moneng-multitrad,------
34096,'mensualmente',1,glg-30-00254978-r,r,99.0,wnt7-2-noeva,------
34097,'menta_brava',1,glg-30-12855365-n,n,99.0,wnt6dic_02,------
34098,'mental',2,glg-30-02898750-a,a,99.0,semcor_br-a01,------
34099,'mental',1,glg-30-01779986-a,a,99.0,bootstrap,------
34100,'mentalidade',1,glg-30-06195839-n,n,99.0,semcor_br-f14,------
34101,'mentalmente',1,glg-30-00228724-r,r,99.0,wnt7-2-noeva,------
34102,'mente',3,glg-30-05768107-n,n,99.0,semcor_br-e23,------
34103,'mente',2,glg-30-10708292-n,n,99.0,semcor_br-e22,------
34104,'mente',1,glg-30-05611302-n,n,99.0,galipedia,------
34105,'mentir',1,glg-30-00834259-v,v,99.0,fralnet_verbs,2_estándar
34106,'mentira',1,glg-30-06758225-n,n,99.0,bootstrap,------
34107,'mentira',2,glg-30-06756831-n,n,99.0,wnt7-2-noeva,------
34108,'mentireiro',2,glg-30-10256537-n,n,99.0,dic-moneng-multitrad,------
34109,'mentireiro',1,glg-30-09998101-n,n,99.0,bootstrap,------
34110,'mentireiro',1,glg-30-01225898-a,a,99.0,dic-moneng-1trad-mul,------
34111,'mentirán',1,glg-30-10256537-n,n,99.0,dic-moneng-multitrad,------
34112,'mentol',1,glg-30-14950394-n,n,99.0,bootstrap,------
34113,'mentor',2,glg-30-10736259-n,n,99.0,semcor_br-e22,------
34114,'mentor',1,glg-30-10309496-n,n,99.0,dic-moneng-1trad-uni,------
34115,'mentraste',1,glg-30-12856479-n,n,99.0,wnt6dic_02,------
34116,'mentres_tanto',1,glg-30-00064946-r,r,99.0,wnt7-3-noeva,------
34117,'mentres_tanto',2,glg-30-00065184-r,r,99.0,semcor_br-e22,------
34118,'menú',1,glg-30-06492939-n,n,99.0,wnt7-4-noeva,------
34119,'mercado',5,glg-30-01118182-n,n,99.0,dbpedia_multi,------
34120,'mercado',4,glg-30-03461385-n,n,99.0,semcor_br-f13,------
34121,'mercado',3,glg-30-08424951-n,n,99.0,semcor_br-e31,------
34122,'mercado',2,glg-30-08072837-n,n,99.0,wnt7-3-noeva,------
34123,'mercado',1,glg-30-01097292-n,n,99.0,galipedia,------
34124,'mercado_de_alta_demanda',1,glg-30-01098265-n,n,99.0,wnt7-0-noeva-c_03,------
34125,'mercado_para_a_compra',1,glg-30-01097920-n,n,99.0,wnt7-0-noeva-c_03,------
34126,'mercador',2,glg-30-10309896-n,n,99.0,dic-moneng-multitrad,------
34127,'mercador',1,glg-30-09885145-n,n,99.0,dic-moneng-multitrad,------
34128,'mercadoría',1,glg-30-03076708-n,n,99.0,dic-moneng-1trad-mul,------
34129,'mercadoría',2,glg-30-03748886-n,n,99.0,dic-moneng-1trad-mul,------
34130,'mercadotecnia',1,glg-30-01113068-n,n,99.0,semcor_br-e28,------
34131,'mercadotecnia',2,glg-30-01112420-n,n,99.0,dbpedia_multi,------
34132,'mercantil',2,glg-30-02995482-a,a,99.0,wnt7-1-noeva-c_02,------
34133,'mercantil',1,glg-30-00483650-a,a,99.0,wnt7-3-noeva,------
34134,'mercantilismo',1,glg-30-01090446-n,n,99.0,bootstrap,------
34135,'mercantilismo',2,glg-30-08367339-n,n,99.0,galipedia,------
34136,'mercar',1,glg-30-02284096-v,v,99.0,fralnet_verbs,2_estándar
34137,'mercar',2,glg-30-02207206-v,v,99.0,semcor_br-f13,------
34138,'mercenario',2,glg-30-10309614-n,n,99.0,dic-moneng-1trad-mul,------
34139,'mercenario',1,glg-30-10176913-n,n,99.0,dic-moneng-1trad-mul,------
34140,'mercería',1,glg-30-10309785-n,n,99.0,dic-moneng-1trad-uni,------
34141,'mercurio',1,glg-30-14645346-n,n,99.0,bootstrap,------
34142,'mercé',1,glg-30-04829282-n,n,99.0,semcor_br-f08,------
34143,'merda',1,glg-30-14854581-n,n,99.0,bootstrap,------
34144,'merecer',1,glg-30-02646378-v,v,99.0,wnt7-3-noeva,------
34145,'merecer_a_pena',1,glg-30-02292004-v,v,99.0,fralnet_idioms,2_estándar
34146,'merecidamente',1,glg-30-00205226-r,r,99.0,xomwn_wikt,------
34147,'meretriz',1,glg-30-10485440-n,n,99.0,singalnet_rev,------
34148,'mergullar',1,glg-30-00601378-v,v,99.0,bootstrap,------
34149,'mergullar',2,glg-30-01991472-v,v,99.0,semcor_br-e25C,------
34150,'mergullarse',1,glg-30-00601581-v,v,99.0,bootstrap,------
34151,'mergullón_cristado',1,glg-30-02050313-n,n,99.0,wnt7-1-noeva-c_02,------
34152,'meridional',3,glg-30-01603179-a,a,99.0,semcor_br-f16,------
34153,'meridional',2,glg-30-02763824-a,a,99.0,cies_lex,------
34154,'meridional',1,glg-30-01602330-a,a,99.0,wnt7-2-incorrect,------
34155,'meristemo',1,glg-30-13130885-n,n,99.0,galipedia,------
34156,'meritocracia',1,glg-30-06218824-n,n,99.0,galipedia,------
34157,'meritorio',1,glg-30-02586206-a,a,99.0,dic-moneng-1trad-mul,------
34158,'meritorio',2,glg-30-02586747-a,a,99.0,dic-moneng-1trad-mul,------
34159,'merlo',1,glg-30-01558594-n,n,99.0,wnt6dic_03,------
34160,'merlot',1,glg-30-13147045-n,n,99.0,dbpedia_multi,------
34161,'mero',1,glg-30-02568447-n,n,99.0,wnt6dic-0_03,------
34162,'meronimia',1,glg-30-13808708-n,n,99.0,galipedia,------
34163,'merxinos',1,glg-30-01854047-n,n,99.0,dbpedia_ili,------
34164,'mes',2,glg-30-15206296-n,n,99.0,semcor_br-f15,------
34165,'mes',1,glg-30-15209413-n,n,99.0,wnt7-4-noeva,------
34166,'mes_de_san_Xoán',1,glg-30-15211806-n,n,99.0,singalnet,------
34167,'mesa',1,glg-30-03179701-n,n,99.0,dic-moneng-multitrad,------
34168,'mesa',2,glg-30-04379243-n,n,99.0,wnt7-4-noeva,------
34169,'mesa',3,glg-30-09351905-n,n,99.0,cies_lex,------
34170,'mesa_de_debuxo',1,glg-30-03231024-n,n,99.0,wnt6dic_02,------
34171,'mesa_inclinable',1,glg-30-04436012-n,n,99.0,semcor_br-e23,------
34172,'mesa_inclinábel',1,glg-30-04436012-n,n,99.0,semcor_br-e23,------
34173,'mesa_redonda',1,glg-30-07145314-n,n,99.0,dic-moneng-1trad-uni,------
34174,'mescalina',1,glg-30-03750912-n,n,99.0,galipedia,------
34175,'mesencephalon',1,glg-30-05499828-n,n,99.0,bootstrap,------
34176,'mesencéfalo',1,glg-30-05499828-n,n,99.0,bootstrap,------
34177,'mesenterio',1,glg-30-05429195-n,n,99.0,bootstrap,------
34178,'meseta',1,glg-30-09453008-n,n,99.0,dic-moneng-multitrad,------
34179,'mesial',1,glg-30-00778958-a,a,99.0,bootstrap,------
34180,'mesiánico',1,glg-30-02867242-a,a,99.0,dic-moneng-1trad-uni,------
34181,'mesmo',3,glg-30-00355611-a,a,99.0,wnt7-0-noeva-c_02,------
34182,'mesmo',2,glg-30-00018043-r,r,99.0,galnedit,------
34183,'mesmo',2,glg-30-02062670-a,a,99.0,bootstrap,------
34184,'mesmo',1,glg-30-00017445-r,r,99.0,semcor_br-e22,------
34185,'mesmo',1,glg-30-02068476-a,a,99.0,bootstrap,------
34186,'meso',1,glg-30-04326896-n,n,99.0,xomwn_wikt,------
34187,'mesocolon',1,glg-30-05429404-n,n,99.0,bootstrap,------
