,Word,Senses,SynsetPoS,PoS,Conf,Exp,Mark
0,'&',1,glg-30-06841873-n,n,99.0,cies_lex,------
1,'0',1,glg-30-02186132-a,a,99.0,cies_lex,------
2,'0',1,glg-30-05401229-n,n,99.0,bootstrap,------
3,'1',1,glg-30-02186338-a,a,99.0,semcor_br-e25B,------
4,'1',1,glg-30-13742573-n,n,99.0,cies_lex,------
5,'1-dodecanol',1,glg-30-14930670-n,n,99.0,bootstrap,------
6,'1-naftol',1,glg-30-14609689-n,n,99.0,bootstrap,------
7,'10',1,glg-30-02187296-a,a,99.0,semcor_br-e23,------
8,'10',1,glg-30-13746512-n,n,99.0,cies_lex,------
9,'100',1,glg-30-13750415-n,n,99.0,singalnet_rev,------
10,'100',1,glg-30-02196107-a,a,99.0,semcor_br-e27,------
11,'1000',1,glg-30-02198752-a,a,99.0,cies_lex,------
12,'10000',1,glg-30-13751265-n,n,99.0,cies_lex,------
13,'100000',1,glg-30-13751404-n,n,99.0,cies_lex,------
14,'1000000000',1,glg-30-13751829-n,n,99.0,cies_lex,------
15,'1000000000000',1,glg-30-13752172-n,n,99.0,galnedit,------
16,'11',1,glg-30-02187379-a,a,99.0,cies_lex,------
17,'11',2,glg-30-13746672-n,n,99.0,cies_lex,------
18,'11_de_novembro',1,glg-30-15200896-n,n,99.0,wnt6dic_02,------
19,'12',1,glg-30-02187465-a,a,99.0,semcor_br-e27,------
20,'120',1,glg-30-13750574-n,n,99.0,dbpedia_multi,------
21,'12_de_febreiro',1,glg-30-15187077-n,n,99.0,wnt6dic_02,------
22,'12_de_outubro',1,glg-30-15190895-n,n,99.0,wnt6dic_02,------
23,'13',1,glg-30-02187606-a,a,99.0,cies_lex,------
24,'14',1,glg-30-02187699-a,a,99.0,cies_lex,------
25,'14',1,glg-30-13747348-n,n,99.0,semcor_br-e26,------
26,'14_de_abril',1,glg-30-15188688-n,n,99.0,wnt6dic_02,------
27,'14_de_febreiro',1,glg-30-15187250-n,n,99.0,capitals,------
28,'14_de_xullo',1,glg-30-15200493-n,n,99.0,dbpedia_ili,------
29,'14_de_xuño',1,glg-30-15189838-n,n,99.0,wnt6dic_02,------
30,'15',1,glg-30-13747469-n,n,99.0,semcor_br-e23,------
31,'15',1,glg-30-02187793-a,a,99.0,semcor_br-e25B,------
32,'15_de_agosto',1,glg-30-15193908-n,n,99.0,wnt7-1-noeva-c_02,------
33,'16',1,glg-30-02187903-a,a,99.0,semcor_br-e25B,------
34,'17',1,glg-30-02187995-a,a,99.0,semcor_br-f16,------
35,'17',2,glg-30-13747725-n,n,99.0,semcor_br-f16,------
36,'1728',1,glg-30-13751158-n,n,99.0,dbpedia_multi,------
37,'17_de_setembro',1,glg-30-15190652-n,n,99.0,wnt7-1-noeva-c,------
38,'18',1,glg-30-02188108-a,a,99.0,semcor_br-e23,------
39,'19',1,glg-30-13747989-n,n,99.0,semcor_br-g43,------
40,'19',1,glg-30-02188205-a,a,99.0,cies_lex,------
41,'19_de_marzo',1,glg-30-15194739-n,n,99.0,capitals,------
42,'19_de_xaneiro',1,glg-30-15182569-n,n,99.0,wnt6dic_02,------
43,'1_de_agosto',1,glg-30-15190228-n,n,99.0,wnt6dic_02,------
44,'1_de_maio',1,glg-30-15189033-n,n,99.0,wnt7-1-noeva-c,------
45,'1_de_novembro',1,glg-30-15195059-n,n,99.0,wnt6dic_02,------
46,'1_de_xaneiro',1,glg-30-15193271-n,n,99.0,wnt7-1-noeva-c,------
47,'1_de_xaneiro',2,glg-30-15192890-n,n,99.0,dbpedia_ili,------
48,'1_de_xullo',1,glg-30-15200314-n,n,99.0,wnt7-1-noeva-c_03,------
49,'2',1,glg-30-13743269-n,n,99.0,cies_lex,------
50,'2',1,glg-30-02186470-a,a,99.0,semcor_br-e23,------
51,'2-naftol',1,glg-30-14730421-n,n,99.0,bootstrap,------
52,'20',1,glg-30-02188317-a,a,99.0,semcor_br-e23,------
53,'20',1,glg-30-13748128-n,n,99.0,cies_lex,------
54,'20_de_xaneiro',1,glg-30-15159265-n,n,99.0,dbpedia_ili,------
55,'21',1,glg-30-13748246-n,n,99.0,cies_lex,------
56,'21',1,glg-30-02188431-a,a,99.0,semcor_br-e25B,------
57,'22',1,glg-30-02188525-a,a,99.0,cies_lex,------
58,'22',2,glg-30-13748367-n,n,99.0,cies_lex,------
59,'22_de_febreiro',1,glg-30-15187451-n,n,99.0,wnt7-1-noeva-c_02,------
60,'23',2,glg-30-13748493-n,n,99.0,cies_lex,------
61,'23',1,glg-30-02188620-a,a,99.0,cies_lex,------
62,'24',1,glg-30-02188720-a,a,99.0,cies_lex,------
63,'24',2,glg-30-13748622-n,n,99.0,cies_lex,------
64,'24_de_maio',1,glg-30-15200164-n,n,99.0,wnt6dic_02,------
65,'24_de_outubro',1,glg-30-15191080-n,n,99.0,wnt7-1-noeva-c,------
66,'24_de_xuño',1,glg-30-15222202-n,n,99.0,wnt6dic_02,------
67,'25',1,glg-30-02188817-a,a,99.0,semcor_br-e25B,------
68,'25',1,glg-30-13748763-n,n,99.0,cies_lex,------
69,'25_de_decembro',1,glg-30-15196186-n,n,99.0,dbpedia_ili,------
70,'25_de_marzo',1,glg-30-15186147-n,n,99.0,wnt6dic_02,------
71,'26',2,glg-30-13748890-n,n,99.0,cies_lex,------
72,'26',1,glg-30-02188913-a,a,99.0,cies_lex,------
73,'27',1,glg-30-02189008-a,a,99.0,cies_lex,------
74,'27',2,glg-30-13749017-n,n,99.0,cies_lex,------
75,'28',1,glg-30-02189108-a,a,99.0,cies_lex,------
76,'28',2,glg-30-13749146-n,n,99.0,cies_lex,------
77,'29',1,glg-30-02189209-a,a,99.0,cies_lex,------
78,'29',2,glg-30-13749278-n,n,99.0,cies_lex,------
79,'29_de_febreiro',1,glg-30-15159426-n,n,99.0,wnt7-1-noeva-c_02,------
80,'29_de_setembro',1,glg-30-15186412-n,n,99.0,wnt6dic_02,------
81,'29_de_xuño',1,glg-30-15193776-n,n,99.0,wnt6dic_02,------
82,'2_Samuel',1,glg-30-06434826-n,n,99.0,wnt7-0-noeva,------
83,'2_de_febreiro',1,glg-30-15186681-n,n,99.0,dbpedia_ili,------
84,'2_de_marzo',1,glg-30-15187800-n,n,99.0,wnt6dic_02,------
85,'2_de_novembro',1,glg-30-15195477-n,n,99.0,wnt7-1-noeva-c,------
86,'3',1,glg-30-13744044-n,n,99.0,xomwn_wikt,------
87,'3',1,glg-30-02186580-a,a,99.0,semcor_br-e25B,------
88,'3-hidroxi-3-metilglutaril-coenzima_A_redutase',1,glg-30-14612444-n,n,99.0,bootstrap,------
89,'30',1,glg-30-02189306-a,a,99.0,semcor_br-e25B,------
90,'31_de_decembro',1,glg-30-15182053-n,n,99.0,dbpedia_ili,------
91,'36',1,glg-30-02189883-a,a,99.0,semcor_br-j29,------
92,'3D',1,glg-30-06618937-n,n,99.0,cies_cap,------
93,'3_de_xuño',1,glg-30-15189684-n,n,99.0,wnt6dic_02,------
94,'4',1,glg-30-02186665-a,a,99.0,semcor_br-e25B,------
95,'4',1,glg-30-13744304-n,n,99.0,cies_lex,------
96,'40',1,glg-30-02190278-a,a,99.0,cies_lex,------
97,'4_Vesta',1,glg-30-09471224-n,n,99.0,wnt7-0-noeva-c_02,------
98,'5',1,glg-30-02186750-a,a,99.0,semcor_br-e25B,------
99,'5',1,glg-30-13744521-n,n,99.0,semcor_br-a01,------
100,'5-hidroxitriptamina',1,glg-30-14808273-n,n,99.0,bootstrap,------
101,'50',2,glg-30-13749644-n,n,99.0,cies_lex,------
102,'50',1,glg-30-02191232-a,a,99.0,cies_lex,------
103,'500',1,glg-30-02198631-a,a,99.0,cies_lex,------
104,'500',2,glg-30-13750712-n,n,99.0,cies_lex,------
105,'5_de_novembro',1,glg-30-15158816-n,n,99.0,wnt6dic_02,------
106,'6',1,glg-30-13744722-n,n,99.0,cies_lex,------
107,'6',1,glg-30-02186833-a,a,99.0,semcor_br-e23,------
108,'60',1,glg-30-02192184-a,a,99.0,cies_lex,------
109,'62',1,glg-30-02192376-a,a,99.0,semcor_br-h17,------
110,'63',1,glg-30-02192469-a,a,99.0,semcor_br-h17,------
111,'64',1,glg-30-02192567-a,a,99.0,semcor_br-h17,------
112,'66',1,glg-30-02192756-a,a,99.0,semcor_br-h17,------
113,'69',1,glg-30-02193046-a,a,99.0,semcor_br-j29,------
114,'69',1,glg-30-00855407-n,n,99.0,wnt7-1-noeva-c_02,------
115,'6_de_agosto',1,glg-30-15299367-n,n,99.0,wnt6dic_02,------
116,'6_de_xaneiro',1,glg-30-15194506-n,n,99.0,wnt7-1-noeva,------
117,'7',1,glg-30-02186970-a,a,99.0,semcor_br-e25C,------
118,'7',1,glg-30-13744916-n,n,99.0,cies_lex,------
119,'70',1,glg-30-02193141-a,a,99.0,cies_lex,------
120,'72',1,glg-30-02193346-a,a,99.0,semcor_br-j29,------
121,'75',1,glg-30-02193647-a,a,99.0,semcor_br-h17,------
122,'78',1,glg-30-13750033-n,n,99.0,dbpedia_multi,------
123,'8',1,glg-30-02187073-a,a,99.0,semcor_br-e23,------
124,'8',1,glg-30-13745086-n,n,99.0,cies_lex,------
125,'87',1,glg-30-02194844-a,a,99.0,semcor_br-j29,------
126,'8_de_decembro',1,glg-30-15195259-n,n,99.0,wnt6dic_02,------
127,'9',1,glg-30-02187161-a,a,99.0,cies_lex,------
128,'9',2,glg-30-13745270-n,n,99.0,cies_lex,------
129,'90',1,glg-30-02195145-a,a,99.0,semcor_br-e25B,------
130,'A',5,glg-30-13637376-n,n,99.0,singalnet_rev,------
131,'A',4,glg-30-15089803-n,n,99.0,bootstrap,------
132,'A',3,glg-30-14706889-n,n,99.0,bootstrap,------
133,'A',2,glg-30-14829565-n,n,99.0,bootstrap,------
134,'A',1,glg-30-05400860-n,n,99.0,bootstrap,------
135,'A._A._Milne',1,glg-30-11180812-n,n,99.0,capitals,------
136,'AAL',1,glg-30-14609443-n,n,99.0,bootstrap,------
137,'AB',1,glg-30-05401096-n,n,99.0,bootstrap,------
138,'ABS',1,glg-30-14592028-n,n,99.0,bootstrap,------
139,'ACTH',1,glg-30-05408113-n,n,99.0,bootstrap,------
140,'AD',1,glg-30-14591901-n,n,99.0,bootstrap,------
141,'ADA',1,glg-30-14707361-n,n,99.0,bootstrap,------
142,'ADA-SCID',1,glg-30-14129223-n,n,99.0,medicalnet,------
143,'ADN',1,glg-30-14830364-n,n,99.0,bootstrap,------
144,'ADN_recombinante',1,glg-30-14831479-n,n,99.0,bootstrap,------
145,'ADP',1,glg-30-14707903-n,n,99.0,bootstrap,------
146,'AFP',1,glg-30-15033846-n,n,99.0,bootstrap,------
147,'AIA',1,glg-30-14918529-n,n,99.0,bootstrap,------
148,'AIDS',1,glg-30-14127782-n,n,99.0,medicalnet,3_especializado
149,'AIM-9_Sidewinder',1,glg-30-04215910-n,n,99.0,dbpedia_ili,------
150,'AINE',1,glg-30-03828465-n,n,99.0,bootstrap,------
151,'AIT',1,glg-30-14166589-n,n,99.0,medicalnet,3_especializado
152,'ALL',1,glg-30-14243393-n,n,99.0,medicalnet,3_especializado
153,'AM',1,glg-30-06281594-n,n,99.0,cies_cap,------
154,'AMD',1,glg-30-14256889-n,n,99.0,medicalnet,3_especializado
155,'AML',1,glg-30-14243649-n,n,99.0,medicalnet,3_especializado
156,'AMP',1,glg-30-14707710-n,n,99.0,bootstrap,------
157,'ANLL',1,glg-30-14243649-n,n,99.0,medicalnet,3_especializado
158,'ANP',1,glg-30-08320923-n,n,99.0,dbpedia_ili,------
159,'ARN',1,glg-30-14832193-n,n,99.0,bootstrap,------
160,'ARN_mensaxeiro',1,glg-30-14832770-n,n,99.0,bootstrap,------
161,'ARN_nuclear',1,glg-30-14833027-n,n,99.0,bootstrap,------
162,'ASCII',1,glg-30-06356755-n,n,99.0,cies_cap,------
163,'ATP',1,glg-30-14708042-n,n,99.0,bootstrap,------
164,'A_Española',1,glg-30-08751317-n,n,99.0,xomwn_cldr,------
165,'A_Habana',1,glg-30-08750612-n,n,99.0,galipedia,------
166,'A_Haia',1,glg-30-08950407-n,n,99.0,dbpedia_ili,------
167,'A_Ilíada',1,glg-30-06382072-n,n,99.0,dbpedia_ili,------
168,'A_Internacional',1,glg-30-07036768-n,n,99.0,dbpedia_ili,------
169,'A_Odisea',1,glg-30-06382193-n,n,99.0,dbpedia_ili,------
170,'A_Valeta',1,glg-30-08966647-n,n,99.0,wnt7-0-noeva-c_02,------
171,'Aalborg',1,glg-30-08762243-n,n,99.0,galipedia,------
172,'Aarhus',1,glg-30-08762104-n,n,99.0,galipedia,------
173,'Aaron_Burr',1,glg-30-10874162-n,n,99.0,capitals,------
174,'Aaron_Copland',1,glg-30-10909929-n,n,99.0,capitals,------
175,'Ab',1,glg-30-15216563-n,n,99.0,galipedia,------
176,'Abadía_de_Westminster',1,glg-30-08876435-n,n,99.0,capitals,------
177,'Abbott_Lawrence_Lowell',1,glg-30-11142368-n,n,99.0,capitals,------
178,'Abel_Tasman',1,glg-30-11332068-n,n,99.0,capitals,------
179,'Abelmosco',1,glg-30-12171750-n,n,99.0,galipedia,------
180,'Aberdare',1,glg-30-08895148-n,n,99.0,galipedia,------
181,'Aberdeen',1,glg-30-08892186-n,n,99.0,galipedia,------
182,'Aberdeen_Angus',1,glg-30-02405929-n,n,99.0,capitals,------
183,'Abidjan',1,glg-30-08736779-n,n,99.0,galipedia,------
184,'Abidos',1,glg-30-09040299-n,n,99.0,wnt6dic_02,------
185,'Abies',1,glg-30-11620560-n,n,99.0,wnt6dic-0_02,------
186,'Abkhazia',1,glg-30-09019355-n,n,99.0,galipedia,------
187,'Abkhazia',2,glg-30-09019592-n,n,99.0,dbpedia_ili,------
188,'Abr',1,glg-30-15211189-n,n,99.0,xomwn_cldr,------
189,'Abraham',1,glg-30-10807487-n,n,99.0,galipedia,------
190,'Abraham_Lincoln',1,glg-30-11132462-n,n,99.0,capitals,------
191,'Abu_Dhabi',1,glg-30-09044536-n,n,99.0,capitals,------
192,'Abu_Sayyaf',1,glg-30-08010559-n,n,99.0,capitals,------
193,'Abu_Zabi',1,glg-30-09044536-n,n,99.0,dbpedia_ili,------
194,'Abuja',1,glg-30-08974171-n,n,99.0,wnt7-0-noeva-c,------
195,'Abutilon',1,glg-30-12172715-n,n,99.0,galipedia,------
196,'Aby_Warburg',1,glg-30-11373550-n,n,99.0,capitals,------
197,'Ac',1,glg-30-14627655-n,n,99.0,bootstrap,------
198,'Acacia_dealbata',1,glg-30-11757653-n,n,99.0,cies_lex,------
199,'Academia_Militar_dos_Estados_Unidos',1,glg-30-08395465-n,n,99.0,capitals,------
200,'Academia_Naval_dos_Estados_Unidos',1,glg-30-08194074-n,n,99.0,capitals,------
201,'Academia_da_Forza_Aérea_dos_Estados_Unidos',1,glg-30-08194927-n,n,99.0,capitals,------
202,'Acadia',1,glg-30-08821187-n,n,99.0,galipedia,------
203,'Acaia',1,glg-30-08782490-n,n,99.0,galipedia,------
204,'Acapulco',1,glg-30-08742205-n,n,99.0,galipedia,------
205,'Accipitridae',1,glg-30-01605119-n,n,99.0,wnt6dic-0_02,------
206,'Accra',1,glg-30-08946564-n,n,99.0,galipedia,------
207,'Acerbaixán',1,glg-30-09018162-n,n,99.0,galipedia,------
208,'Acinonyx',1,glg-30-02130190-n,n,99.0,wnt6dic-0_02,------
209,'Aconcagua',1,glg-30-09187204-n,n,99.0,galipedia,------
210,'Acordos_SALT',1,glg-30-07149582-n,n,99.0,capitals,------
211,'Acre',1,glg-30-08854725-n,n,99.0,wnt7-0-noeva,------
212,'Acrocephalus_schoenobaenus',1,glg-30-01565599-n,n,99.0,wnt6dic-0_03,------
213,'Actiniaria',1,glg-30-01914415-n,n,99.0,wnt6dic-0_02,------
214,'Actinomycetaceae',1,glg-30-01375460-n,n,99.0,dbpedia_multi,------
215,'Actinomycetales',1,glg-30-01374989-n,n,99.0,dbpedia_multi,------
216,'Acuario',1,glg-30-08687884-n,n,99.0,galnedit,------
217,'Acuario',2,glg-30-09201840-n,n,99.0,galnedit,------
218,'Adam_Smith',1,glg-30-11305258-n,n,99.0,capitals,------
219,'Adana',1,glg-30-09040475-n,n,99.0,galipedia,------
220,'Adar',1,glg-30-15215480-n,n,99.0,galipedia,------
221,'Addis_Ababa',1,glg-30-08778401-n,n,99.0,capitals,------
222,'Adelaida',1,glg-30-08834543-n,n,99.0,galipedia,------
223,'Adi_Granth',1,glg-30-06430784-n,n,99.0,capitals,------
224,'Adige',1,glg-30-09187743-n,n,99.0,galipedia,------
225,'Adlai_Stevenson',1,glg-30-11317749-n,n,99.0,capitals,------
226,'Administración_Nacional_para_a_Aeronáutica_e_o_Espazo',1,glg-30-08126290-n,n,99.0,dbpedia_ili,------
227,'Adolf_Eichmann',1,glg-30-10953797-n,n,99.0,capitals,------
228,'Adolf_Hitler',1,glg-30-11052672-n,n,99.0,capitals,------
229,'Adolf_Loos',1,glg-30-11138085-n,n,99.0,capitals,------
230,'Adolf_Windaus',1,glg-30-11392754-n,n,99.0,capitals,------
231,'Adolphe_Sax',1,glg-30-11283158-n,n,99.0,capitals,------
232,'Adonis',1,glg-30-09547629-n,n,99.0,galipedia,------
233,'Adventismo',1,glg-30-06226934-n,n,99.0,galipedia,------
234,'Advento',1,glg-30-15241507-n,n,99.0,galipedia,------
235,'Adán',1,glg-30-09586553-n,n,99.0,dbpedia_ili,------
236,'Adén',1,glg-30-09164903-n,n,99.0,galipedia,------
237,'Aegypius',1,glg-30-01617949-n,n,99.0,wnt6dic-0_02,------
238,'Aelius_Donatus',1,glg-30-10939187-n,n,99.0,capitals,------
239,'Aepyceros',1,glg-30-02422561-n,n,99.0,wnt6dic-0_02,------
240,'Afganistán',1,glg-30-08703454-n,n,99.0,galipedia,------
241,'Afrodita',1,glg-30-09554132-n,n,99.0,galipedia,------
242,'Ag',1,glg-30-14654954-n,n,99.0,bootstrap,------
243,'Agamenón',1,glg-30-09594906-n,n,99.0,galipedia,------
244,'Agamidae',1,glg-30-01687441-n,n,99.0,galipedia,------
245,'Agaricaceae',1,glg-30-13000372-n,n,99.0,dbpedia_multi,------
246,'Agaricales',1,glg-30-12998349-n,n,99.0,dbpedia_multi,------
247,'Agatha_Christie',1,glg-30-10896987-n,n,99.0,capitals,------
248,'Agave_sisalana',1,glg-30-12477401-n,n,99.0,cies_lex,------
249,'Agnatha',1,glg-30-01473990-n,n,99.0,wnt6dic-0_01,------
250,'Agnus_Dei',2,glg-30-06456276-n,n,99.0,capitals,------
251,'Agnus_Dei',1,glg-30-06883274-n,n,99.0,capitals,------
252,'Ago',1,glg-30-15212455-n,n,99.0,xomwn_cldr,------
253,'Agostiño',1,glg-30-10828573-n,n,99.0,galipedia,------
254,'Agostiño_de_Hipona',1,glg-30-10828573-n,n,99.0,capitals,------
255,'Agra',1,glg-30-08904115-n,n,99.0,galipedia,------
256,'Agrigento',1,glg-30-08811812-n,n,99.0,galipedia,------
257,'Agrobacterium',1,glg-30-01354521-n,n,99.0,dbpedia_multi,------
258,'Agrobacterium_tumefaciens',1,glg-30-01354724-n,n,99.0,dbpedia_multi,------
259,'Aharón',1,glg-30-10806841-n,n,99.0,galipedia,------
260,'Ahura_Mazda',1,glg-30-09531955-n,n,99.0,capitals,------
261,'Aiax',1,glg-30-09589323-n,n,99.0,cies_cap,------
262,'Aiax_de_Oileo',1,glg-30-09589323-n,n,99.0,cies_cap,------
263,'Ailuropoda_melanoleuca',1,glg-30-02510455-n,n,99.0,cies_lex,------
264,'Air_Combat_Command',1,glg-30-08196622-n,n,99.0,capitals,------
265,'Aita',1,glg-30-09570298-n,n,99.0,xomwn_wikt,------
266,'Akhenatón',1,glg-30-10810923-n,n,99.0,galipedia,------
267,'Akira_Kurosawa',1,glg-30-11112907-n,n,99.0,capitals,------
268,'Akron',1,glg-30-09130452-n,n,99.0,wnt6dic_02,------
269,'Al',1,glg-30-14627820-n,n,99.0,bootstrap,------
270,'Al_Capone',1,glg-30-10881784-n,n,99.0,capitals,------
271,'Al_Gore',1,glg-30-11008313-n,n,99.0,capitals,------
272,'Al_Jolson',1,glg-30-11089669-n,n,99.0,capitals,------
273,'Al_Qaida',1,glg-30-08013845-n,n,99.0,galipedia,------
274,'Alabama',1,glg-30-09053185-n,n,99.0,galipedia,------
275,'Alabama',2,glg-30-09191875-n,n,99.0,cies_cap,------
276,'Alan_Alexander_Milne',1,glg-30-11180812-n,n,99.0,capitals,------
277,'Alan_Jay_Lerner',1,glg-30-11129130-n,n,99.0,capitals,------
278,'Alan_Lloyd_Hodgkin',1,glg-30-11053559-n,n,99.0,capitals,------
279,'Alan_Paton',1,glg-30-11225350-n,n,99.0,capitals,------
280,'Alan_Seeger',1,glg-30-11290864-n,n,99.0,capitals,------
281,'Alan_Shepard',1,glg-30-11297263-n,n,99.0,capitals,------
282,'Alan_Turing',1,glg-30-11352498-n,n,99.0,capitals,------
283,'Alano_Alemán',1,glg-30-02109047-n,n,99.0,capitals,------
284,'Alasca',1,glg-30-09055015-n,n,99.0,galipedia,------
285,'Alban_Berg',1,glg-30-10846089-n,n,99.0,capitals,------
286,'Albania',1,glg-30-08704822-n,n,99.0,wnt6dic_02,------
287,'Albany',1,glg-30-09118313-n,n,99.0,semcor_br-f15,------
288,'Albert_Abraham_Michelson',1,glg-30-11178393-n,n,99.0,capitals,------
289,'Albert_Camus',1,glg-30-10881092-n,n,99.0,capitals,------
290,'Albert_Einstein',1,glg-30-10954498-n,n,99.0,capitals,------
291,'Albert_Sabin',1,glg-30-11277279-n,n,99.0,capitals,------
292,'Albert_Schweitzer',1,glg-30-11287964-n,n,99.0,capitals,------
293,'Albert_Speer',1,glg-30-11309958-n,n,99.0,capitals,------
294,'Alberta',1,glg-30-08822202-n,n,99.0,galipedia,------
295,'Alberte_de_Saxonia_Coburgo_Gota',1,glg-30-10811540-n,n,99.0,capitals,------
296,'Alberto_Giacometti',1,glg-30-10997553-n,n,99.0,capitals,------
297,'Albrecht_Dürer',1,glg-30-10945977-n,n,99.0,wnt7-0-noeva-c_02,------
298,'Alca',1,glg-30-02045705-n,n,99.0,wnt6dic-0_02,------
299,'Alces',1,glg-30-02432867-n,n,99.0,wnt6dic-0_02,------
300,'Alcione',1,glg-30-09486639-n,n,99.0,galipedia,------
301,'Aldous_Huxley',1,glg-30-11069746-n,n,99.0,capitals,------
302,'Alec_Guinness',1,glg-30-11019269-n,n,99.0,capitals,------
303,'Alectoris',1,glg-30-01807988-n,n,99.0,wnt6dic-0_02,------
304,'Alectura',1,glg-30-01801753-n,n,99.0,dbpedia_ili,------
305,'Aleksandr_Borodin',1,glg-30-10858333-n,n,99.0,capitals,------
306,'Aleksandr_Solzhenitsyn',1,glg-30-11308120-n,n,99.0,capitals,------
307,'Alemaña',1,glg-30-08766988-n,n,99.0,galipedia,------
308,'Alemaña_Guillermina',1,glg-30-08169919-n,n,99.0,dbpedia_ili,------
309,'Alemaña_Occidental',1,glg-30-08768881-n,n,99.0,wnt6dic_02,------
310,'Alemaña_Oriental',1,glg-30-08768647-n,n,99.0,dbpedia_ili,------
311,'Alemaña_do_Leste',1,glg-30-08768647-n,n,99.0,dbpedia_ili,------
312,'Alemaña_do_Oeste',1,glg-30-08768881-n,n,99.0,wnt6dic_03,------
313,'Alemaña_nazi',1,glg-30-08170255-n,n,99.0,wnt7-0-noeva,------
314,'Alepo',1,glg-30-09034286-n,n,99.0,galipedia,------
315,'Alessandro_Cagliostro',1,glg-30-10878672-n,n,99.0,wnt7-0-noeva-c,------
316,'Alessandro_Farnese',1,glg-30-11226126-n,n,99.0,capitals,------
317,'Alessandro_Manzoni',1,glg-30-11155331-n,n,99.0,capitals,------
318,'Aletta_Jacobs',1,glg-30-11077762-n,n,99.0,capitals,------
319,'Alex_Haley',1,glg-30-11024033-n,n,99.0,capitals,------
320,'Alexander_Calder',1,glg-30-10879009-n,n,99.0,capitals,------
321,'Alexander_Fleming',1,glg-30-10972825-n,n,99.0,capitals,------
322,'Alexander_Graham_Bell',1,glg-30-10842213-n,n,99.0,capitals,------
323,'Alexander_Hamilton',1,glg-30-11025668-n,n,99.0,capitals,------
324,'Alexander_I',1,glg-30-10812550-n,n,99.0,capitals,------
325,'Alexander_Pope',1,glg-30-11242743-n,n,99.0,capitals,------
326,'Alexander_Pushkin',1,glg-30-11249191-n,n,99.0,capitals,------
327,'Alexander_Selkirk',1,glg-30-11291824-n,n,99.0,capitals,------
328,'Alexander_Solzhenitsin',1,glg-30-11308120-n,n,99.0,dbpedia_ili,------
329,'Alexander_Wilson',1,glg-30-11392082-n,n,99.0,capitals,------
330,'Alexander_Woollcott',1,glg-30-11396943-n,n,99.0,capitals,------
331,'Alexander_von_Humboldt',1,glg-30-11065938-n,n,99.0,wnt7-0-noeva-c_02,------
332,'Alexandre_Dumas',1,glg-30-10944902-n,n,99.0,capitals,------
333,'Alexandre_Gustave_Eiffel',1,glg-30-10954039-n,n,99.0,capitals,------
334,'Alexandre_III_de_Rusia',1,glg-30-10813049-n,n,99.0,wnt7-0-noeva-c_02,------
335,'Alexandre_I_de_Rusia',1,glg-30-10812550-n,n,99.0,dbpedia_ili,------
336,'Alexandre_Yersin',1,glg-30-11402801-n,n,99.0,capitals,------
337,'Alexandre_o_Grande',1,glg-30-10812360-n,n,99.0,wnt7-0-noeva-c,------
338,'Alexandrino',1,glg-30-06348373-n,n,99.0,galipedia,------
339,'Alexandría',1,glg-30-08898187-n,n,99.0,galipedia,------
340,'Alexis_Carrel',1,glg-30-10883688-n,n,99.0,capitals,------
341,'Alfa_Canis_Maioris',1,glg-30-09435965-n,n,99.0,dbpedia_ili,------
342,'Alfa_Canis_Majoris',1,glg-30-09435965-n,n,99.0,wnt7-0-noeva-c_02,------
343,'Alfred_Binet',1,glg-30-10851282-n,n,99.0,capitals,------
344,'Alfred_Charles_Kinsey',1,glg-30-11105609-n,n,99.0,capitals,------
345,'Alfred_Dreyfus',1,glg-30-10943405-n,n,99.0,capitals,------
346,'Alfred_Edward_Housman',1,glg-30-11061734-n,n,99.0,capitals,------
347,'Alfred_Eisenstaedt',1,glg-30-10955282-n,n,99.0,capitals,------
348,'Alfred_Hitchcock',1,glg-30-11052299-n,n,99.0,capitals,------
349,'Alfred_Kastler',1,glg-30-11097525-n,n,99.0,capitals,------
350,'Alfred_Korzybski',1,glg-30-11109563-n,n,99.0,capitals,------
351,'Alfred_Kroeber',1,glg-30-11110917-n,n,99.0,capitals,------
352,'Alfred_Louis_Kroeber',1,glg-30-11110917-n,n,99.0,capitals,------
353,'Alfred_Lunt',1,glg-30-11145199-n,n,99.0,capitals,------
354,'Alfred_Nobel',1,glg-30-11208688-n,n,99.0,capitals,------
355,'Alfred_North_Whitehead',1,glg-30-11384566-n,n,99.0,capitals,------
356,'Alfred_Noyes',1,glg-30-11210291-n,n,99.0,capitals,------
357,'Alfred_Russel_Wallace',1,glg-30-11371443-n,n,99.0,capitals,------
358,'Alfred_Stieglitz',1,glg-30-11318348-n,n,99.0,capitals,------
359,'Alfred_Tennyson',1,glg-30-11335330-n,n,99.0,capitals,------
360,'Alfred_Thayer_Mahan',1,glg-30-11149483-n,n,99.0,capitals,------
361,'Alfred_de_Musset',1,glg-30-11198094-n,n,99.0,wnt7-0-noeva-c_03,------
362,'Alfredo_o_Grande',1,glg-30-10813374-n,n,99.0,dbpedia_ili,------
363,'Algernon_Charles_Swinburne',1,glg-30-11327163-n,n,99.0,capitals,------
364,'Alhambra',1,glg-30-02696669-n,n,99.0,galipedia,------
365,'Alhazen',1,glg-30-10813986-n,n,99.0,galipedia,------
366,'Aliados',1,glg-30-08171592-n,n,99.0,wnt7-0-noeva,------
367,'Aliados_da_Segunda_Guerra_Mundial',1,glg-30-08171592-n,n,99.0,dbpedia_ili,------
