,Word,Senses,SynsetPoS,PoS,Conf,Exp,Mark
5414,askatu,24,eus-30-00421408-v,v,99.0,None,------
5415,askatu,11,eus-30-00902424-v,v,99.0,None,------
5416,askatu,18,eus-30-01222485-v,v,99.0,None,------
5417,askatu,12,eus-30-01284461-v,v,99.0,None,------
5418,askatu,5,eus-30-01299758-v,v,99.0,None,------
5419,askatu,13,eus-30-01328340-v,v,99.0,None,------
5420,askatu,14,eus-30-01344140-v,v,99.0,None,------
5421,askatu,25,eus-30-80000013-v,v,99.0,None,------
5422,askatzaile,1,eus-30-10257221-n,n,99.0,None,------
5423,askatze,3,eus-30-00149262-n,n,62.0,None,------
5424,askatze,4,eus-30-01264447-n,n,62.0,None,------
5425,askatze,1,eus-30-00095502-n,n,99.0,None,------
5426,askatze,2,eus-30-00147862-n,n,99.0,None,------
5427,askazi,1,eus-30-08101937-n,n,99.0,None,------
5428,aske,1,eus-30-07947958-n,n,99.0,None,------
5429,aske_utzi,1,eus-30-02421374-v,v,99.0,None,------
5430,aske_utzi,3,eus-30-00902424-v,v,99.0,None,------
5431,aske_utzi,4,eus-30-02206920-v,v,99.0,None,------
5432,aske_utzi,2,eus-30-02316304-v,v,99.0,None,------
5433,aski,2,eus-30-12112008-n,n,89.0,None,------
5434,aski,1,eus-30-12105578-n,n,89.0,None,------
5435,askitasun,1,eus-30-05112609-n,n,99.0,None,------
5436,asko,1,eus-30-13776621-n,n,99.0,None,------
5437,asko_izan,2,eus-30-02714974-v,v,99.0,None,------
5438,asko_izan,1,eus-30-02715279-v,v,99.0,None,------
5439,askojakin,1,eus-30-10240235-n,n,99.0,None,------
5440,askokarpo,1,eus-30-11532816-n,n,99.0,None,------
5441,asma,1,eus-30-14145911-n,n,99.0,None,------
5442,asmakeria,1,eus-30-06757891-n,n,99.0,None,------
5443,asmakeria,2,eus-30-00751398-n,n,99.0,None,------
5444,asmaketa,2,eus-30-03582658-n,n,99.0,None,------
5445,asmaketa,4,eus-30-00940709-n,n,99.0,None,------
5446,asmaketa,3,eus-30-06757891-n,n,99.0,None,------
5447,asmaketa,1,eus-30-05633385-n,n,99.0,None,------
5448,asmakuntza,1,eus-30-03582658-n,n,99.0,None,------
5449,asmakuntza,2,eus-30-00940412-n,n,99.0,None,------
5450,asmamen,1,eus-30-05633672-n,n,99.0,None,------
5451,asmatu,5,eus-30-01637982-v,v,99.0,None,------
5452,asmatu,1,eus-30-01632411-v,v,99.0,None,------
5453,asmatu,4,eus-30-01636397-v,v,99.0,None,------
5454,asmatu,3,eus-30-01639714-v,v,99.0,None,------
5455,asmatu,2,eus-30-01640207-v,v,99.0,None,------
5456,asmatzaile,1,eus-30-09614315-n,n,99.0,None,------
5457,asmazio,1,eus-30-06757891-n,n,99.0,None,------
5458,asmo,2,eus-30-05905802-n,n,99.0,None,------
5459,asmo,1,eus-30-05982152-n,n,99.0,None,------
5460,asmo_kentze,2,eus-30-07254057-n,n,99.0,None,------
5461,asmo_kentze,3,eus-30-09180118-n,n,99.0,None,------
5462,asmoa_izan,1,eus-30-00704690-v,v,99.0,None,------
5463,asmoa_kentze,1,eus-30-07253948-n,n,99.0,None,------
5464,asonantzia,1,eus-30-07097346-n,n,99.0,None,------
5465,asoziazio,1,eus-30-05763916-n,n,99.0,None,------
5466,asoziazio,2,eus-30-14421139-n,n,99.0,None,------
5467,asoziazio,3,eus-30-04688058-n,n,99.0,None,------
5468,asoziazio_aske,1,eus-30-05771532-n,n,99.0,None,------
5469,asoziazionismo,1,eus-30-06137918-n,n,99.0,None,------
5470,aspaldi,1,eus-30-15121302-n,n,99.0,None,------
5471,aspaldiko,1,eus-30-01640261-a,a,99.0,None,------
5472,aspaldiko_egia,1,eus-30-07154243-n,n,99.0,None,------
5473,aspektu,1,eus-30-13804669-n,n,99.0,None,------
5474,aspektu_burutu,1,eus-30-13804889-n,n,99.0,None,------
5475,aspergarri,1,eus-30-09867437-n,n,99.0,None,------
5476,aspergarritasun,1,eus-30-05205739-n,n,99.0,None,------
5477,asperraldi,1,eus-30-07539790-n,n,99.0,None,------
5478,aspertu,2,eus-30-01821884-v,v,99.0,None,------
5479,aspertu,1,eus-30-00076114-v,v,99.0,None,------
5480,aspiratu,1,eus-30-00952039-v,v,99.0,None,------
5481,aspirazio,1,eus-30-07116869-n,n,99.0,None,------
5482,aspirina,1,eus-30-02748618-n,n,99.0,None,------
5483,aspis_sugegorri,1,eus-30-01752736-n,n,99.0,None,------
5484,astabelar,1,eus-30-12344283-n,n,99.0,None,------
5485,astaizpiliku,1,eus-30-12849717-n,n,99.0,None,------
5486,astakaiku,1,eus-30-09813632-n,n,99.0,None,------
5487,astakardu,1,eus-30-11944196-n,n,99.0,None,------
5488,astakeria,1,eus-30-01248075-n,n,99.0,None,------
5489,astakilo,3,eus-30-10198958-n,n,99.0,None,------
5490,astakilo,4,eus-30-10598641-n,n,99.0,None,------
5491,astakilo,2,eus-30-10039663-n,n,99.0,None,------
5492,astakilo,1,eus-30-10410815-n,n,99.0,None,------
5493,astakirten,2,eus-30-10410815-n,n,99.0,None,------
5494,astakirten,4,eus-30-09813632-n,n,99.0,None,------
5495,astakirten,1,eus-30-10667187-n,n,99.0,None,------
5496,astakirten,3,eus-30-10039663-n,n,99.0,None,------
5497,astakume,1,eus-30-10198958-n,n,99.0,None,------
5498,astalar,1,eus-30-12682411-n,n,99.0,None,------
5499,astamahats,1,eus-30-12163035-n,n,99.0,None,------
5500,astamakila,2,eus-30-03145384-n,n,99.0,None,------
5501,astamakila,1,eus-30-03053474-n,n,99.0,None,------
5502,astanafarreri,1,eus-30-14132975-n,n,99.0,None,------
5503,astaperrexil,3,eus-30-11627364-n,n,99.0,None,------
5504,astaperrexil,2,eus-30-11627168-n,n,99.0,None,------
5505,astaperrexil,1,eus-30-12935609-n,n,99.0,None,------
5506,astaperrexil_handi,1,eus-30-12935609-n,n,99.0,None,------
5507,astaperrexil_zuri,1,eus-30-12930951-n,n,99.0,None,------
5508,astapiko,2,eus-30-12366053-n,n,99.0,None,------
5509,astapiko,1,eus-30-12402051-n,n,92.0,None,------
5510,astapotro,1,eus-30-10198958-n,n,99.0,None,------
5511,astaputz,1,eus-30-13043926-n,n,99.0,None,------
5512,astar,1,eus-30-02389943-n,n,99.0,None,------
5513,astari,1,eus-30-04226464-n,n,99.0,None,------
5514,astaña,1,eus-30-02390015-n,n,99.0,None,------
5515,aste,1,eus-30-15169873-n,n,99.0,None,------
5516,aste,2,eus-30-15136147-n,n,99.0,None,------
5517,aste,3,eus-30-15135996-n,n,99.0,None,------
5518,astearte,1,eus-30-15164105-n,n,99.0,None,------
5519,asteazken,1,eus-30-15164233-n,n,99.0,None,------
5520,astebete,1,eus-30-15169873-n,n,99.0,None,------
5521,astebete,2,eus-30-15136147-n,n,99.0,None,------
5522,asteburu,1,eus-30-15170504-n,n,99.0,None,------
5523,asteburua_pasatu,1,eus-30-02707987-v,v,99.0,None,------
5524,astegun,1,eus-30-15163157-n,n,99.0,None,------
5525,astekari,1,eus-30-06594258-n,n,99.0,None,------
5526,astelehen,1,eus-30-15163979-n,n,99.0,None,------
5527,asteme,1,eus-30-02390015-n,n,99.0,None,------
5528,astenia,1,eus-30-14547976-n,n,99.0,None,------
5529,astenosfera,1,eus-30-09209025-n,n,99.0,None,------
5530,asteroide,1,eus-30-09355623-n,n,99.0,None,------
5531,asti,1,eus-30-15270431-n,n,99.0,None,------
5532,asti,4,eus-30-15137425-n,n,99.0,None,------
5533,asti,2,eus-30-15137676-n,n,99.0,None,------
5534,asti,3,eus-30-01065286-n,n,99.0,None,------
5535,astialdi,2,eus-30-01065687-n,n,99.0,None,------
5536,astialdi,1,eus-30-15118453-n,n,99.0,None,------
5537,astigar,1,eus-30-12752205-n,n,99.0,None,------
5538,astigar,2,eus-30-12752666-n,n,99.0,None,------
5539,astigar_zuri,1,eus-30-12754981-n,n,99.0,None,------
5540,astigmatismo,1,eus-30-13938899-n,n,99.0,None,------
5541,astigmatismo,2,eus-30-14553590-n,n,99.0,None,------
5542,astinaldi,1,eus-30-07338681-n,n,99.0,None,------
5543,astinaldi,3,eus-30-00115500-n,n,99.0,None,------
5544,astinaldi,5,eus-30-00347180-n,n,99.0,None,------
5545,astinaldi,4,eus-30-00347652-n,n,99.0,None,------
5546,astinaldi,6,eus-30-00349705-n,n,99.0,None,------
5547,astinaldi,2,eus-30-00335988-n,n,99.0,None,------
5548,astindu,24,eus-30-01417416-v,v,99.0,None,------
5549,astindu,28,eus-30-01417705-v,v,99.0,None,------
5550,astindu,9,eus-30-01416871-v,v,99.0,None,------
5551,astindu,21,eus-30-01416193-v,v,99.0,None,------
5552,astindu,25,eus-30-01411978-v,v,99.0,None,------
5553,astindu,3,eus-30-01411085-v,v,99.0,None,------
5554,astindu,1,eus-30-01400044-v,v,99.0,None,------
5555,astindu,19,eus-30-01398032-v,v,99.0,None,------
5556,astindu,29,eus-30-01397088-v,v,99.0,None,------
5557,astindu,2,eus-30-01889610-v,v,99.0,None,------
5558,astindu,18,eus-30-01894320-v,v,99.0,None,------
5559,astindu,11,eus-30-01898282-v,v,99.0,None,------
5560,astindu,26,eus-30-01885430-v,v,99.0,None,------
5561,astindu,20,eus-30-01898592-v,v,99.0,None,------
5562,astindu,4,eus-30-01901783-v,v,99.0,None,------
5563,astindu,23,eus-30-02117333-v,v,99.0,None,------
5564,astindu,17,eus-30-01242391-v,v,99.0,None,------
5565,astindu,22,eus-30-01880888-v,v,99.0,None,------
5566,astindu,14,eus-30-02187693-v,v,99.0,None,------
5567,astindu,7,eus-30-01890792-v,v,99.0,None,------
5568,astindu,12,eus-30-01865383-v,v,99.0,None,------
5569,astindu,15,eus-30-01864865-v,v,99.0,None,------
5570,astindu,8,eus-30-01803380-v,v,99.0,None,------
5571,astindu,13,eus-30-01420928-v,v,99.0,None,------
5572,astindu,6,eus-30-01418667-v,v,99.0,None,------
5573,astindu,5,eus-30-01238640-v,v,99.0,None,------
5574,astindu,10,eus-30-00014034-v,v,99.0,None,------
5575,astindu,16,eus-30-02184610-v,v,99.0,None,------
5576,astindu,30,eus-30-80000040-v,v,99.0,None,------
5577,astindu,7,eus-30-01176219-n,n,99.0,None,------
5578,astindu,1,eus-30-07338681-n,n,99.0,None,------
5579,astindu,5,eus-30-00347180-n,n,99.0,None,------
5580,astindu,2,eus-30-00335988-n,n,99.0,None,------
5581,astindu,4,eus-30-01160729-n,n,99.0,None,------
5582,astindu,6,eus-30-00349705-n,n,99.0,None,------
5583,astindu,3,eus-30-00839292-n,n,99.0,None,------
5584,astindu,27,eus-30-00863906-v,v,99.0,None,------
5585,astindu_elektriko,1,eus-30-00839292-n,n,99.0,None,------
5586,astingailu,1,eus-30-02967407-n,n,99.0,None,------
5587,astinketa,1,eus-30-15279480-n,n,62.0,None,------
5588,astintze,1,eus-30-00333366-n,n,99.0,None,------
5589,asto,7,eus-30-10198958-n,n,99.0,None,------
5590,asto,8,eus-30-09813632-n,n,99.0,None,------
5591,asto,3,eus-30-04479694-n,n,99.0,None,------
5592,asto,6,eus-30-03262809-n,n,99.0,None,------
5593,asto,5,eus-30-02389779-n,n,89.0,None,------
5594,asto,1,eus-30-02389559-n,n,99.0,None,------
5595,asto,2,eus-30-02389346-n,n,99.0,None,------
5596,asto,4,eus-30-04140631-n,n,99.0,None,------
5597,asto-astoka,1,eus-30-00485998-n,n,99.0,None,------
5598,asto-astoka,2,eus-30-00486130-n,n,74.0,None,------
5599,astorki,1,eus-30-12552309-n,n,99.0,None,------
5600,astragalo,1,eus-30-05271383-n,n,99.0,None,------
5601,astragalo,2,eus-30-12508309-n,n,99.0,None,------
5602,astragalo,3,eus-30-02815237-n,n,99.0,None,------
5603,astragalus,1,eus-30-12508077-n,n,99.0,None,------
5604,astrakan,1,eus-30-14764440-n,n,99.0,None,------
5605,astro,1,eus-30-09239740-n,n,99.0,None,------
5606,astrofisika,1,eus-30-06097775-n,n,99.0,None,------
5607,astrofisiko,1,eus-30-09819291-n,n,99.0,None,------
5608,astrolabio,1,eus-30-02751215-n,n,99.0,None,------
5609,astrologia,1,eus-30-05778131-n,n,99.0,None,------
5610,astrologo,1,eus-30-09817816-n,n,99.0,None,------
5611,astronauta,1,eus-30-09818022-n,n,99.0,None,------
5612,astronautika,1,eus-30-06096913-n,n,99.0,None,------
5613,astronomia,1,eus-30-06095022-n,n,99.0,None,------
5614,astronomo,1,eus-30-09818343-n,n,99.0,None,------
5615,astun,1,eus-30-09867437-n,n,99.0,None,------
5616,astun,13,eus-30-01346538-a,a,99.0,None,------
5617,astun,8,eus-30-01193373-a,a,99.0,None,------
5618,astun,2,eus-30-09931267-n,n,99.0,None,------
5619,astun,7,eus-30-01183114-a,a,99.0,None,------
5620,astun,14,eus-30-00837756-a,a,99.0,None,------
5621,astun,4,eus-30-00836544-a,a,99.0,None,------
5622,astun,1,eus-30-00806512-a,a,99.0,None,------
5623,astun,6,eus-30-01278423-a,a,99.0,None,------
5624,astun,3,eus-30-01188762-a,a,99.0,None,------
5625,astun,3,eus-30-80000361-n,n,99.0,None,------
5626,astun,5,eus-30-01345307-a,a,99.0,None,------
5627,astun,9,eus-30-01190683-a,a,99.0,None,------
5628,astun,10,eus-30-02416390-a,a,99.0,None,------
5629,astun,11,eus-30-01192786-a,a,99.0,None,------
5630,astun,12,eus-30-01188491-a,a,99.0,None,------
5631,astun,2,eus-30-01184932-a,a,99.0,None,------
5632,astuzker,2,eus-30-11948264-n,n,99.0,None,------
5633,astuzker,1,eus-30-12290748-n,n,99.0,None,------
5634,asun,1,eus-30-12392070-n,n,99.0,None,------
5635,asun_borta,1,eus-30-80000507-n,n,99.0,None,------
5636,aszeta,1,eus-30-09758173-n,n,99.0,None,------
5637,aszetismo,1,eus-30-04881998-n,n,99.0,None,------
5638,atabaka,1,eus-30-02908217-n,n,99.0,None,------
5639,atabaka,3,eus-30-03982767-n,n,99.0,None,------
5640,atabaka,2,eus-30-03960374-n,n,99.0,None,------
5641,atabal,1,eus-30-03612965-n,n,99.0,None,------
5642,atabal-hots,1,eus-30-07391079-n,n,99.0,None,------
5643,atabal_joaldi,1,eus-30-00377813-n,n,62.0,None,------
5644,atabalari,1,eus-30-10719132-n,n,99.0,None,------
5645,atabismo,1,eus-30-07343574-n,n,99.0,None,------
5646,ataka,3,eus-30-03498536-n,n,99.0,None,------
5647,ataka,4,eus-30-04582625-n,n,99.0,None,------
5648,ataka,2,eus-30-03499142-n,n,99.0,None,------
5649,ataka,1,eus-30-09386842-n,n,99.0,None,------
5650,ataka,5,eus-30-14403560-n,n,99.0,None,------
5651,atal,5,eus-30-08220714-n,n,99.0,None,------
5652,atal,4,eus-30-09385911-n,n,99.0,None,------
5653,atal,2,eus-30-06392001-n,n,99.0,None,------
5654,atal,1,eus-30-05867413-n,n,99.0,None,------
5655,atal,3,eus-30-03892891-n,n,99.0,None,------
5656,atalar,1,eus-30-02040266-n,n,99.0,None,------
5657,atalase,2,eus-30-13903738-n,n,99.0,None,------
5658,atalase,1,eus-30-03223686-n,n,99.0,None,------
5659,atalketa,1,eus-30-00387214-n,n,62.0,None,------
5660,atalketa,2,eus-30-00648931-n,n,62.0,None,------
5661,atanbora,1,eus-30-04436542-n,n,62.0,None,------
5662,atari,2,eus-30-15265518-n,n,99.0,None,------
5663,atari,4,eus-30-05304603-n,n,99.0,None,------
5664,atari,5,eus-30-02754656-n,n,99.0,None,------
5665,atari,3,eus-30-05712426-n,n,99.0,None,------
5666,atari,1,eus-30-03984381-n,n,99.0,None,------
5667,atari-txakur,1,eus-30-02103841-n,n,99.0,None,------
5668,atari_zabal,1,eus-30-13778089-n,n,99.0,None,------
5669,atariko,1,eus-30-07327013-n,n,99.0,None,------
5670,ataska,1,eus-30-04244615-n,n,99.0,None,------
5671,ataxia,1,eus-30-14091254-n,n,99.0,None,------
5672,ate,2,eus-30-03427296-n,n,99.0,None,------
5673,ate,9,eus-30-03498536-n,n,99.0,None,------
5674,ate,8,eus-30-03428477-n,n,99.0,None,------
5675,ate,7,eus-30-03820318-n,n,99.0,None,------
5676,ate,3,eus-30-03224032-n,n,99.0,None,------
5677,ate,4,eus-30-03427656-n,n,99.0,None,------
5678,ate,11,eus-30-03222176-n,n,99.0,None,------
5679,ate,1,eus-30-03221720-n,n,99.0,None,------
5680,ate,10,eus-30-05180881-n,n,99.0,None,------
5681,ate,5,eus-30-03499142-n,n,99.0,None,------
5682,ate,6,eus-30-09386842-n,n,99.0,None,------
5683,ate_birakari,1,eus-30-04501370-n,n,99.0,None,------
5684,ateburu,1,eus-30-03503233-n,n,99.0,None,------
5685,ateismo,1,eus-30-06223468-n,n,99.0,None,------
5686,ateismo,2,eus-30-05980256-n,n,99.0,None,------
5687,ateko_tope,1,eus-30-03223923-n,n,99.0,None,------
5688,atelekatu,1,eus-30-00824767-v,v,99.0,None,------
5689,atelekatu,2,eus-30-00824066-v,v,99.0,None,------
5690,atelekatu,3,eus-30-00826201-v,v,99.0,None,------
5691,atenastar,1,eus-30-09711132-n,n,99.0,None,------
5692,ateneo,2,eus-30-02752199-n,n,99.0,None,------
5693,ateneo,1,eus-30-08228405-n,n,99.0,None,------
5694,atentatu,1,eus-30-00773814-n,n,99.0,None,------
5695,atentzioa_eman,1,eus-30-80000032-v,v,99.0,None,------
5696,ateo,1,eus-30-09820044-n,n,99.0,None,------
5697,atera,10,eus-30-01854132-v,v,99.0,None,------
5698,atera,23,eus-30-01566916-v,v,99.0,None,------
5699,atera,6,eus-30-02009433-v,v,99.0,None,------
5700,atera,21,eus-30-01630532-v,v,99.0,None,------
5701,atera,18,eus-30-01995211-v,v,99.0,None,------
5702,atera,11,eus-30-01180351-v,v,99.0,None,------
5703,atera,17,eus-30-02485844-v,v,99.0,None,------
5704,atera,25,eus-30-02404904-v,v,99.0,None,------
5705,atera,3,eus-30-00967625-v,v,99.0,None,------
5706,atera,8,eus-30-02014165-v,v,99.0,None,------
5707,atera,9,eus-30-02311387-v,v,99.0,None,------
5708,atera,7,eus-30-02157100-v,v,99.0,None,------
5709,atera,1,eus-30-00173338-v,v,99.0,None,------
5710,atera,24,eus-30-01970348-v,v,99.0,None,------
5711,atera,26,eus-30-01578821-v,v,99.0,None,------
5712,atera,14,eus-30-01214265-v,v,99.0,None,------
5713,atera,4,eus-30-02713372-v,v,99.0,None,------
5714,atera,22,eus-30-01181295-v,v,99.0,None,------
5715,atera,15,eus-30-01163847-v,v,99.0,None,------
5716,atera,2,eus-30-00983824-v,v,99.0,None,------
5717,atera,19,eus-30-01675780-v,v,99.0,None,------
5718,atera,5,eus-30-00528990-v,v,99.0,None,------
5719,atera,12,eus-30-02714360-v,v,99.0,None,------
5720,atera,13,eus-30-00263231-v,v,99.0,None,------
5721,atera,27,eus-30-02043851-v,v,99.0,None,------
5722,atera,20,eus-30-02404224-v,v,99.0,None,------
5723,atera,16,eus-30-01027508-v,v,99.0,None,------
5724,aterabide,1,eus-30-05661668-n,n,99.0,None,------
5725,aterabide,2,eus-30-00153809-n,n,99.0,None,------
5726,ateraldi,3,eus-30-06777687-n,n,99.0,None,------
5727,ateraldi,1,eus-30-00050195-n,n,99.0,None,------
5728,ateraldi,2,eus-30-00971309-n,n,99.0,None,------
5729,ateraldi,5,eus-30-06776783-n,n,62.0,None,------
5730,ateraldi,4,eus-30-06767777-n,n,99.0,None,------
5731,ateratze,7,eus-30-00392848-n,n,99.0,None,------
5732,ateratze,1,eus-30-00053913-n,n,99.0,None,------
5733,ateratze,3,eus-30-00407090-n,n,99.0,None,------
5734,ateratze,6,eus-30-13549672-n,n,99.0,None,------
5735,ateratze,4,eus-30-00392093-n,n,99.0,None,------
5736,ateratze,2,eus-30-00050195-n,n,99.0,None,------
5737,ateratze,5,eus-30-00390906-n,n,99.0,None,------
5738,aterki,1,eus-30-04507155-n,n,99.0,None,------
5739,ateroma,1,eus-30-05269495-n,n,99.0,None,------
5740,aterpe,3,eus-30-08643933-n,n,99.0,None,------
5741,aterpe,1,eus-30-04191595-n,n,99.0,None,------
5742,aterpe,4,eus-30-03499796-n,n,99.0,None,------
5743,aterpe,2,eus-30-04191943-n,n,99.0,None,------
5744,aterpea_eman,1,eus-30-02459173-v,v,99.0,None,------
5745,aterpetxe,1,eus-30-03541696-n,n,99.0,None,------
5746,atetila,1,eus-30-04582625-n,n,99.0,None,------
5747,atexka,2,eus-30-04582625-n,n,99.0,None,------
5748,atexka,1,eus-30-04582454-n,n,99.0,None,------
5749,atezain,2,eus-30-09951953-n,n,99.0,None,------
5750,atezain,1,eus-30-10026553-n,n,99.0,None,------
5751,atezain,3,eus-30-10219577-n,n,99.0,None,------
5752,atezain,4,eus-30-10742111-n,n,99.0,None,------
5753,atezain,5,eus-30-80000160-n,n,99.0,None,------
5754,atezango,1,eus-30-03592773-n,n,99.0,None,------
5755,atezatu,1,eus-30-00536304-v,v,99.0,None,------
5756,atiko,2,eus-30-02755823-n,n,99.0,None,------
5757,atiko,1,eus-30-06977610-n,n,99.0,None,------
5758,atlante,1,eus-30-02752810-n,n,99.0,None,------
5759,atlas,1,eus-30-06427086-n,n,99.0,None,------
5760,atlas,2,eus-30-05588746-n,n,99.0,None,------
5761,atleta,1,eus-30-09820263-n,n,99.0,None,------
5762,atletismo,1,eus-30-07456638-n,n,99.0,None,------
5763,atletismo,2,eus-30-00886582-n,n,99.0,None,------
5764,atletismo-lehiaketa,1,eus-30-07456638-n,n,99.0,None,------
5765,atmosfera,2,eus-30-09210604-n,n,99.0,None,------
5766,atmosfera,1,eus-30-08499057-n,n,99.0,None,------
5767,atmosfera,3,eus-30-14520278-n,n,99.0,None,------
5768,atmosfera,4,eus-30-13711060-n,n,99.0,None,------
5769,atmosfera-gertakari,1,eus-30-11425580-n,n,99.0,None,------
5770,atmosfera_barotropiko,1,eus-30-80000728-n,n,99.0,None,------
5771,atmosferako_muga-geruza,1,eus-30-80000193-n,n,99.0,None,------
5772,atmosferiko,1,eus-30-07431683-n,n,99.0,None,------
5773,atoi,2,eus-30-00115292-n,n,99.0,None,------
5774,atoi,1,eus-30-04543158-n,n,99.0,None,------
5775,atoi-kable,1,eus-30-04461294-n,n,99.0,None,------
5776,atoian_eraman,4,eus-30-01453256-v,v,99.0,None,------
5777,atoian_eraman,2,eus-30-01453433-v,v,99.0,None,------
5778,atoian_eraman,1,eus-30-01454431-v,v,99.0,None,------
5779,atoian_eraman,3,eus-30-01454636-v,v,99.0,None,------
5780,atoian_eramate,1,eus-30-00115292-n,n,99.0,None,------
5781,atoiontzi,1,eus-30-04495843-n,n,99.0,None,------
5782,atoloi,1,eus-30-09210862-n,n,99.0,None,------
5783,atomo,1,eus-30-14619225-n,n,99.0,None,------
5784,atomo-masa,1,eus-30-05025935-n,n,99.0,None,------
5785,atomo-masa_erlatibo,1,eus-30-05025935-n,n,99.0,None,------
5786,atonalismo,1,eus-30-06864014-n,n,99.0,None,------
5787,atondo,2,eus-30-03718581-n,n,99.0,None,------
5788,atondo,1,eus-30-02715513-n,n,99.0,None,------
5789,atondu,3,eus-30-01754271-v,v,99.0,None,------
5790,atondu,2,eus-30-01651444-v,v,99.0,None,------
5791,atondu,4,eus-30-00275843-v,v,99.0,None,------
5792,atondu,5,eus-30-01459896-v,v,99.0,None,------
5793,atondu,1,eus-30-00710005-v,v,99.0,None,------
5794,atondu,6,eus-30-80000006-v,v,99.0,None,------
5795,atonia,1,eus-30-14545845-n,n,99.0,None,------
5796,atono,1,eus-30-07095895-n,n,99.0,None,------
5797,atorra_hertsagarri,1,eus-30-04332580-n,n,99.0,None,------
5798,atrakaleku,1,eus-30-08640111-n,n,99.0,None,------
5799,atrakaleku,2,eus-30-03638321-n,n,99.0,None,------
5800,atrebentzia,2,eus-30-00737070-n,n,99.0,None,------
5801,atrebentzia,1,eus-30-13994806-n,n,99.0,None,------
5802,atrebentzia,3,eus-30-01224914-n,n,99.0,None,------
5803,atril,1,eus-30-03653583-n,n,99.0,None,------
5804,atril,2,eus-30-03801760-n,n,99.0,None,------
5805,atrio,1,eus-30-05393023-n,n,99.0,None,------
5806,atrofia,2,eus-30-07427060-n,n,99.0,None,------
5807,atrofia,1,eus-30-14365741-n,n,99.0,None,------
5808,atrofiatu,1,eus-30-00093979-v,v,99.0,None,------
5809,atropina,1,eus-30-02754756-n,n,99.0,None,------
5810,atseden,1,eus-30-15271008-n,n,99.0,None,------
5811,atseden,4,eus-30-01063578-n,n,99.0,None,------
5812,atseden,2,eus-30-01064148-n,n,99.0,None,------
5813,atseden,3,eus-30-01062997-n,n,99.0,None,------
5814,atsedenaldi,1,eus-30-15271008-n,n,99.0,None,------
5815,atsedenaldi,4,eus-30-01062997-n,n,99.0,None,------
5816,atsedenaldi,2,eus-30-01064148-n,n,99.0,None,------
5817,atsedenaldi,3,eus-30-14012501-n,n,99.0,None,------
5818,atsedenaldi,5,eus-30-01063578-n,n,99.0,None,------
5819,atsedenleku,1,eus-30-04020744-n,n,99.0,None,------
5820,atsegin,6,eus-30-07491708-n,n,99.0,None,------
5821,atsegin,2,eus-30-07490713-n,n,99.0,None,------
5822,atsegin,3,eus-30-04644512-n,n,99.0,None,------
5823,atsegin,9,eus-30-07531713-n,n,99.0,None,------
5824,atsegin,10,eus-30-07740220-n,n,89.0,None,------
5825,atsegin,4,eus-30-13986679-n,n,99.0,None,------
5826,atsegin,7,eus-30-01072072-n,n,99.0,None,------
5827,atsegin,5,eus-30-07491038-n,n,99.0,None,------
5828,atsegin,8,eus-30-07527167-n,n,99.0,None,------
5829,atsegin,1,eus-30-05829782-n,n,99.0,None,------
5830,atsegin_egin,1,eus-30-01816844-v,v,99.0,None,------
5831,atsegin_eman,1,eus-30-01815628-v,v,99.0,None,------
5832,atsegin_eman,2,eus-30-01816844-v,v,99.0,None,------
5833,atsegin_hartu,1,eus-30-01190948-v,v,99.0,None,------
5834,atsegin_hartu,2,eus-30-01815628-v,v,99.0,None,------
5835,atsegin_hartu,3,eus-30-00883635-v,v,99.0,None,------
5836,atsegin_izan,1,eus-30-01828736-v,v,99.0,None,------
5837,atsegintasun,3,eus-30-07491981-n,n,99.0,None,------
5838,atsegintasun,1,eus-30-01071746-n,n,99.0,None,------
5839,atsegintasun,5,eus-30-04779053-n,n,99.0,None,------
5840,atsegintasun,4,eus-30-07492170-n,n,99.0,None,------
5841,atsegintasun,2,eus-30-04778630-n,n,99.0,None,------
5842,atsegintasun,6,eus-30-04779521-n,n,99.0,None,------
5843,atseginzale,1,eus-30-10759543-n,n,99.0,None,------
5844,atseginzaletasun,1,eus-30-04686748-n,n,99.0,None,------
5845,atsekabe,2,eus-30-07535670-n,n,99.0,None,------
5846,atsekabe,9,eus-30-07305234-n,n,99.0,None,------
5847,atsekabe,3,eus-30-07534430-n,n,99.0,None,------
5848,atsekabe,6,eus-30-14477342-n,n,99.0,None,------
5849,atsekabe,1,eus-30-07494363-n,n,99.0,None,------
5850,atsekabe,5,eus-30-07540424-n,n,99.0,None,------
5851,atsekabe,12,eus-30-13988871-n,n,99.0,None,------
5852,atsekabe,11,eus-30-14448910-n,n,99.0,None,------
5853,atsekabe,8,eus-30-13989280-n,n,99.0,None,------
5854,atsekabe,7,eus-30-14476852-n,n,99.0,None,------
5855,atsekabe,10,eus-30-05833683-n,n,99.0,None,------
5856,atsekabe,4,eus-30-07538965-n,n,99.0,None,------
5857,atsekabetu,1,eus-30-10284965-n,n,99.0,None,------
5858,atsekabetu,11,eus-30-01792287-v,v,99.0,None,------
5859,atsekabetu,13,eus-30-01813393-v,v,99.0,None,------
5860,atsekabetu,1,eus-30-00907147-v,v,99.0,None,------
5861,atsekabetu,12,eus-30-00260311-v,v,99.0,None,------
5862,atsekabetu,2,eus-30-01793177-v,v,99.0,None,------
