anión_superóxido	2	a meirande parte da O2- que soporta a respiración celular é reducida ao anión superóxido O2-	n	glg-30-15064729-n
superóxido_dismutasa	1	os radicais libres de osíxeno adoitan ser eliminados nos nosos corpos polos enzimas superóxido dismutasa	n	glg-30-15065025-n
espesante	1	o amidón úsase na cociña como espesante	n	glg-30-15069820-n
turquesa	1	o azul turquesa é valorado como unha pedra semipreciosa	n	glg-30-15082198-n
tiramina	1	os pacientes que toman inhibidores da monoaminooxidaxa (IMAO) deben evitar alimentos que conteñan tiramina	n	glg-30-15082524-n
volátil	1	quentouse para evaporar os volátiles	n	glg-30-15093735-n
leña	1	recolleron e cortaron a súa propia leña	n	glg-30-15100644-n
nó	1	a serra torceuse cando bateu nun nó	n	glg-30-15102712-n
guata	1	usou unha guata de algodón para limpar o balcón	n	glg-30-15112702-n
humor	1	os humores son o sangue, a flegma, a bile negra e bile amarela	n	glg-30-05604535-n
confiar	4	ela é unha persoa na que realmente se pode confiar nos momentos difíciles	v	glg-30-02664017-v
confiar	4	pode confiar na súa discreción	v	glg-30-02664017-v
capaz	1	é capaz de nadar	a	glg-30-00001740-a
capaz	1	foi capaz de programar o seu ordenador	a	glg-30-00001740-a
capaz	1	finalmente fomos capaces de mercar un coche	a	glg-30-00001740-a
capaz	1	foi capaz de obter unha subvención para o proxecto	a	glg-30-00001740-a
incapaz	1	é incapaz de chegar á cidade sen coche	a	glg-30-00002098-a
incapaz	1	foi incapaz de obter fondos	a	glg-30-00002098-a
abaxial	3	a superficie abaxial dunha folla é a parte inferior ou lateral máis afastada do tronco	a	glg-30-00002312-a
adaxial	1	a parte superior da folla é coñecida como a superficie adaxial	a	glg-30-00002527-a
nacente	1	os fillos nacentes	a	glg-30-00003356-a
nacente	1	unha revolta nacente	a	glg-30-00003356-a
moribundo	1	un home moribundo	a	glg-30-00003939-a
moribundo	1	un lume moribundo	a	glg-30-00003939-a
abreviado	1	unha versión abreviada	a	glg-30-00004413-a
integral	1	unha novela integral	a	glg-30-00004980-a
absoluto	1	fidelidade absoluta	a	glg-30-00005205-a
absoluto	1	silencio absoluto	a	glg-30-00005205-a
absoluto	1	verdade absoluta	a	glg-30-00005205-a
absoluto	1	alcol absoluto	a	glg-30-00005205-a
relativo	2	un relativo descoñecido	a	glg-30-00006032-a
absorbente	3	absorbente como unha esponxa	a	glg-30-00006336-a
abstemio	1	os praceres da mesa non lle fan moito aquel a un que é naturalmente abstemio (John Galsworthy)	a	glg-30-00009046-a
lambón	1	as mulleres fartas e os seus maridos lambóns	a	glg-30-00009978-a
abstracto	1	as palabras abstractas como 'verdade' e 'xustiza'	a	glg-30-00011757-a
concreto	1	os obxectos concretos como as árbores	a	glg-30-00013160-a
abundante	1	unha fonte abundante de auga	a	glg-30-00013887-a
escaso	1	os vexetais frescos foron escasos durante a seca	a	glg-30-00016756-a
maltratado	1	unha muller maltratada	a	glg-30-00017352-a
aceptable	1	os niveis aceptables de radiación	a	glg-30-00017782-a
aceptable	1	as actuacións varían entre aceptables a excelentes	a	glg-30-00017782-a
inaceptable	1	unha palabra inaceptable nunha sociedade civilizada	a	glg-30-00018584-a
inaceptable	1	unha violación inaceptable da liberdade persoal	a	glg-30-00018584-a
accesible	1	unha cidade accesible por tren	a	glg-30-00019131-a
flexible	3	o director sempre foi flexible cos visitantes	a	glg-30-00020787-a
flexible	3	fixo un esforzo especial para ser flexible	a	glg-30-00020787-a
preciso	1	a contabilidade era precisa	a	glg-30-00021766-a
impreciso	1	o termómetro é impreciso	a	glg-30-00023383-a
acostumado	1	acostumados a facer o seu propio traballo	a	glg-30-00024417-a
alcalino	1	os solos alcalinos proceden do xiz ou da calcaria	a	glg-30-00025728-a
recoñecido	1	o líder recoñecido da comunidade	a	glg-30-00027247-a
recoñecido	1	unha muller de logros recoñecidos	a	glg-30-00027247-a
cobizoso	1	unha mente cobizosa	a	glg-30-00029343-a
cobizoso	1	unha sociedade cobizosa na que o desexo polas cousas materiais nunca parece estar satisfeito	a	glg-30-00029343-a
activo	5	un neno activo	a	glg-30-00031974-a
activo	5	activo como unha gacela	a	glg-30-00031974-a
activo	5	un home activo é un home de acción	a	glg-30-00031974-a
inactivo	9	unha doenza obrigouno a vivir unha vida inactiva	a	glg-30-00033574-a
inactivo	9	soñadora e inactiva por natureza	a	glg-30-00033574-a
activo	12	servizo activo	a	glg-30-00034710-a
activo	12	aínda que xa pasou a idade de xubilación, aínda está activo na súa profesión	a	glg-30-00034710-a
inactivo	8	reserva inactiva	a	glg-30-00035074-a
inactivo	8	membro inactivo	a	glg-30-00035074-a
activo	7	un porto activo	a	glg-30-00035465-a
activo	7	un mercado de títulos activos	a	glg-30-00035465-a
activo	7	unha conta de activo	a	glg-30-00035465-a
inactivo	5	unha mina inactiva	a	glg-30-00036481-a
inactivo	5	versións inactivas	a	glg-30-00036481-a
inactivo	5	máquinas inactivas	a	glg-30-00036481-a
activo	2	tuberculose activa	a	glg-30-00037457-a
activo	3	un director que ten un interese activo en operacións corporativas	a	glg-30-00038750-a
activo	3	un antagonismo activo	a	glg-30-00038750-a
activo	3	era activa destacando as súas reivindicacións	a	glg-30-00038750-a
pasivo	3	gran parte da benevolencia da orde pasiva pode atribuírse a unha falta de inclinación a infrinxir dor a si mesmo (George Meredith)	a	glg-30-00039592-a
activo	11	os volcáns activos	a	glg-30-00040325-a
extinguido	1	un volcán extinguido	a	glg-30-00041051-a
activo	9	Hemingway favorece as construcións activas	a	glg-30-00042037-a
pasivo	2	os académicos parecen favorecer as cláusulas pasivas	a	glg-30-00042228-a
activo	6	un ingrediente activo	a	glg-30-00042457-a
real	2	a temperatura prevista e a temperatura real eran bastante diferentes	a	glg-30-00043765-a
potencial	2	un problema potencial	a	glg-30-00044353-a
agudo	1	apendicite aguda	a	glg-30-00044760-a
agudo	1	a fase aguda da enfermidade	a	glg-30-00044760-a
agudo	1	enfermos agudos	a	glg-30-00044760-a
crónico	1	indixestión crónica	a	glg-30-00045123-a
crónico	1	unha escaseza crónica de fondos	a	glg-30-00045123-a
crónico	1	un inválido crónico 	a	glg-30-00045123-a
adaptativo	1	a cor adaptativo dun camaleón	a	glg-30-00046109-a
viciado	1	está viciada co chocolate	a	glg-30-00047029-a
viciante	1	comportamento viciante	a	glg-30-00047786-a
non_adictivo	1	durante anos as empresas de tabaco dixeron que o tabaco é non adictivo	a	glg-30-00047954-a
subtractivo	1	unha corrección subtractiva	a	glg-30-00050083-a
dirixido	1	eu tiro todos os correos dirixidos aos «residentes»	a	glg-30-00050641-a
adecuado	5	a súa formación foi adecuada	a	glg-30-00051045-a
adecuado	5	foi adecuada para o traballo	a	glg-30-00051045-a
inadecuado	5	formación inadecuada	a	glg-30-00051696-a
inadecuado	5	o persoal era inadecuado	a	glg-30-00051696-a
procesual	1	dereito procesual	a	glg-30-00055340-a
esencial	2	dereito esencial	a	glg-30-00055539-a
adoptable	1	unha escaseza de bebés adoptables	a	glg-30-00055765-a
anticolinérxico	1	drogas anticolinérxicas	a	glg-30-00061088-a
hábil	1	un pianista excepcionalmente hábil	a	glg-30-00061262-a
hábil	1	as súas respostas hábiles para provocar gañaron moitos seguidores	a	glg-30-00061262-a
torpe	1	un movemento torpe da súa man fixo que o coche virase bruscamente	a	glg-30-00063277-a
vantaxoso	1	socialmente vantaxosa para entreter moitas veces	a	glg-30-00064479-a
aventureiro	1	pioneiros aventureiros	a	glg-30-00065791-a
aventureiro	1	os riscos e os beneficios dunha economía de aventureiros	a	glg-30-00065791-a
aconsellable	1	esta acción non é necesaria, nin aconsellable	a	glg-30-00067038-a
desaconsellable	1	correr sobre o xeo é desaconsellable	a	glg-30-00067767-a
mal_aconsellado	1	esforzos mal aconsellado	a	glg-30-00068278-a
aeróbico	2	fermentación aeróbica	a	glg-30-00068566-a
anaeróbico	1	bacterias anaeróbicas	a	glg-30-00069060-a
aeróbico	1	danza aeróbica	a	glg-30-00069217-a
aeróbico	1	correr é moi aeróbico	a	glg-30-00069217-a
anaeróbico	2	os exercicios isométricos son anaeróbicos	a	glg-30-00069427-a
estético	1	as facultades estéticas	a	glg-30-00069531-a
estético	1	unha persoa estética	a	glg-30-00069531-a
estético	1	un sentimento estético	a	glg-30-00069531-a
estético	1	as ilustracións que fixeron do libro un éxito estético	a	glg-30-00069531-a
non_estético	1	non estético e completamente non intelectual	a	glg-30-00070583-a
non_estético	1	mirou con aqueles lentes non estéticos	a	glg-30-00070583-a
non_afectado	1	totalmente non afectado por cada un dos escritos dos outros	a	glg-30-00071992-a
non_afectado	1	as fibras permaneceron aparentemente non afectadas polo tratamento	a	glg-30-00071992-a
receptivo	1	raramente era receptiva ás miñas suxestións	a	glg-30-00075952-a
intolerante	1	as actitudes intolerantes ou hipercríticas dos pais decepcionados	a	glg-30-00076341-a
encallado	1	un navío encallado no mar	a	glg-30-00077449-a
encallado	1	un barco encallado na praia que agarda á marea para que o levante	a	glg-30-00077449-a
medroso	1	mesmo medroso de virar a cabeza	a	glg-30-00077645-a
medroso	1	medroso de facer preguntas	a	glg-30-00077645-a
agresivo	1	un empresario agresivo	a	glg-30-00082241-a
agresivo	1	un xogador de baloncesto agresivo	a	glg-30-00082241-a
agresivo	1	el era agresivo e arrogante; construtivo nas súas conviccións	a	glg-30-00082241-a
agresivo	1	os motores agresivos	a	glg-30-00082241-a
axitado	4	os pais axitados	a	glg-30-00085264-a
axitado	5	a mestura axitada de escuma e burbullas	a	glg-30-00087354-a
agradable	1	o plan é agradable para ti?	a	glg-30-00089051-a
agradable	1	a miña idea dunha persoa agradable... é unha persoa que concorda comigo (Benjamin Disraeli)	a	glg-30-00089051-a
desagradable	1	unha situación desagradable	a	glg-30-00089355-a
aire-superficie	1	os mísiles aire-superficie	a	glg-30-00090718-a
aire-aire	1	os mísiles aire-aire	a	glg-30-00090917-a
terra-aire	1	os mísiles terra-aire	a	glg-30-00091121-a
vixiante	4	collido por unha parella de policías vixiantes	a	glg-30-00091311-a
inalienable	1	dotados polo creador de certos dereitos inalienables	a	glg-30-00093810-a
vivo	2	a persoa viva máis feliz	a	glg-30-00094448-a
vivo	2	o nervio está vivo	a	glg-30-00094448-a
vivo	2	os médicos están traballando duro para mantelo vivo	a	glg-30-00094448-a
vivo	2	queimado vivo	a	glg-30-00094448-a
morto	2	o nervio está morto	a	glg-30-00095280-a
morto	2	unha palidez morta	a	glg-30-00095280-a
morto	2	foi marcado como home morto polo asasino	a	glg-30-00095280-a
apócrino	1	o leite materno é unha secreción apócrina	a	glg-30-00098529-a
artesiano	1	un pozo artesianos	a	glg-30-00098933-a
artesiano	1	a presión artesiana	a	glg-30-00098933-a
vivo	1	unha bola viva é aquela en xogo	a	glg-30-00099290-a
morto	3	Marte é un planeta morto	a	glg-30-00099874-a
