,Synset,Glosa
10239,101984958,None
10240,101985128,None
10241,101985331,None
10242,101985493,None
10243,101985667,None
10244,101985797,None
10245,101985947,None
10246,101986072,None
10247,101986214,None
10248,101986367,None
10249,101986538,None
10250,101986681,None
10251,101986806,None
10252,101987076,None
10253,101987228,None
10254,101987353,None
10255,101987545,None
10256,101987727,None
10257,101987938,None
10258,101988064,None
10259,101988203,None
10260,101988319,None
10261,101988481,None
10262,101988701,None
10263,101988869,None
10264,101988971,None
10265,101989097,None
10266,101989254,None
10267,101989390,None
10268,101989516,None
10269,101989701,None
10270,101989869,None
10271,101990007,None
10272,101990186,None
10273,101990383,None
10274,101990516,None
10275,101990627,None
10276,101990800,None
10277,101991028,None
10278,101991233,None
10279,101991367,None
10280,101991520,None
10281,101991676,None
10282,101991808,None
10283,101991982,None
10284,101992113,None
10285,101992262,None
10286,101992423,None
10287,101992516,None
10288,101992773,None
10289,101992935,None
10290,101993065,None
10291,101993214,None
10292,101993400,None
10293,101993525,None
10294,101993714,None
10295,101993830,None
10296,101993949,None
10297,101994176,None
10298,101994492,None
10299,101994801,None
10300,101994910,None
10301,101995137,None
10302,101995323,None
10303,101995514,None
10304,101995686,None
10305,101995803,None
10306,101995975,None
10307,101996091,None
10308,101996280,None
10309,101996392,None
10310,101996585,None
10311,101996895,None
10312,101997002,None
10313,101997119,None
10314,101997436,None
10315,101997605,None
10316,101997698,None
10317,101997825,None
10318,101998019,None
10319,101998183,None
10320,101998467,None
10321,101998599,None
10322,101998741,None
10323,101998920,None
10324,101999048,None
10325,101999186,None
10326,101999374,None
10327,101999767,None
10328,102000036,None
10329,102000195,None
10330,102000354,None
10331,102000502,None
10332,102000618,None
10333,102000764,None
10334,102000954,None
10335,102001428,None
10336,102001821,None
10337,102002075,None
10338,102002384,None
10339,102002556,None
10340,102002724,None
10341,102002875,None
10342,102003037,None
10343,102003204,None
10344,102003456,None
10345,102003577,None
10346,102003735,None
10347,102003839,None
10348,102003994,None
10349,102004131,None
10350,102004343,None
10351,102004492,None
10352,102004661,None
10353,102004855,None
10354,102005102,None
10355,102005238,None
10356,102005399,None
10357,102005598,None
10358,102005790,None
10359,102005962,None
10360,102006063,None
10361,102006211,None
10362,102006364,None
10363,102006510,None
10364,102006656,None
10365,102006827,None
10366,102006985,None
10367,102007161,None
10368,102007284,None
10369,102007422,None
10370,102007558,Au camallarga de plomes blanques i rosades que viu en zones aquàtiques de poca profunditat
10371,102007721,None
10372,102008041,None
10373,102008316,None
10374,102008497,None
10375,102008643,None
10376,102008796,None
10377,102009015,None
10378,102009229,None
10379,102009380,None
10380,102009508,None
10381,102009620,None
10382,102009750,None
10383,102009912,None
10384,102010144,None
10385,102010272,None
10386,102010453,None
10387,102010592,None
10388,102010728,None
10389,102010881,None
10390,102011016,None
10391,102011156,None
10392,102011281,None
10393,102011460,None
10394,102011668,None
10395,102011805,None
10396,102011943,None
10397,102012063,None
10398,102012185,None
10399,102012306,None
10400,102012715,None
10401,102012849,None
10402,102013034,None
10403,102013177,None
10404,102013362,None
10405,102013567,None
10406,102013706,None
10407,102013889,None
10408,102014061,None
10409,102014237,None
10410,102014406,None
10411,102014524,None
10412,102014646,None
10413,102014941,None
10414,102015221,None
10415,102015357,None
10416,102015554,None
10417,102015685,None
10418,102015797,None
10419,102015944,None
10420,102016066,None
10421,102016198,None
10422,102016358,None
10423,102016659,None
10424,102016816,None
10425,102016956,None
10426,102017093,None
10427,102017213,None
10428,102017335,None
10429,102017475,None
10430,102017607,None
10431,102017725,None
10432,102017878,None
10433,102018027,None
10434,102018207,None
10435,102018368,None
10436,102018485,None
10437,102018638,None
10438,102018795,None
10439,102019044,None
10440,102019190,None
10441,102019308,None
10442,102019438,None
10443,102019566,None
10444,102019762,None
10445,102019929,None
10446,102020219,None
10447,102020345,None
10448,102020450,None
10449,102020578,None
10450,102020777,None
10451,102020902,None
10452,102021050,None
10453,102021281,None
10454,102021438,None
10455,102021795,None
10456,102022135,None
10457,102022498,None
10458,102022684,None
10459,102023133,None
10460,102023341,None
10461,102023664,None
10462,102023855,None
10463,102023992,None
10464,102024185,None
10465,102024353,None
10466,102024479,None
10467,102024636,None
10468,102024763,None
10469,102024923,None
10470,102025043,None
10471,102025239,None
10472,102025389,None
10473,102025530,None
10474,102026059,None
10475,102026498,None
10476,102026629,None
10477,102026798,None
10478,102026948,None
10479,102027075,None
10480,102027209,None
10481,102027357,None
10482,102027492,None
10483,102027730,None
10484,102027897,None
10485,102028035,None
10486,102028175,None
10487,102028342,None
10488,102028451,None
10489,102028556,None
10490,102028727,None
10491,102028900,None
10492,102029087,None
10493,102029243,None
10494,102029378,None
10495,102029571,None
10496,102029706,None
10497,102029914,None
10498,102030035,None
10499,102030224,None
10500,102030287,None
10501,102030442,None
10502,102030568,None
10503,102030709,None
10504,102030837,None
10505,102030996,None
10506,102031143,None
10507,102031298,None
10508,102031455,None
10509,102031585,None
10510,102031752,None
10511,102031934,None
10512,102032222,None
10513,102032355,None
10514,102032480,None
10515,102032646,None
10516,102032769,None
10517,102032915,None
10518,102033041,None
10519,102033208,None
10520,102033324,None
10521,102033444,None
10522,102033561,None
10523,102033779,None
10524,102033882,None
10525,102034016,None
10526,102034129,None
10527,102034295,None
10528,102034394,None
10529,102034661,None
10530,102034971,None
10531,102035210,None
10532,102035402,None
10533,102035656,None
10534,102035845,None
10535,102036053,None
10536,102036228,None
10537,102036399,None
10538,102036548,None
10539,102036711,None
10540,102036864,None
10541,102036982,None
10542,102037110,None
10543,102037278,None
10544,102037464,None
10545,102037713,None
10546,102037869,None
10547,102038010,None
10548,102038141,None
10549,102038329,None
10550,102038466,None
10551,102038617,None
10552,102038837,None
10553,102038993,None
10554,102039171,None
10555,102039377,None
10556,102039497,None
10557,102039660,None
10558,102039780,None
10559,102039942,None
10560,102040113,None
10561,102040266,None
10562,102040505,None
10563,102040698,None
10564,102040872,None
10565,102041085,None
10566,102041246,None
10567,102041492,None
10568,102041678,None
10569,102041875,None
10570,102042046,None
10571,102042180,None
10572,102042342,None
10573,102042472,None
10574,102042637,None
10575,102042759,None
10576,102042923,None
10577,102043063,None
10578,102043207,None
10579,102043333,None
10580,102043497,None
10581,102043659,None
10582,102043808,None
10583,102043999,None
10584,102044178,None
10585,102044358,None
10586,102044517,None
10587,102044659,None
10588,102044778,None
10589,102044908,None
10590,102045024,None
10591,102045369,None
10592,102045596,None
10593,102045705,None
10594,102045864,None
10595,102046045,None
10596,102046171,None
10597,102046321,None
10598,102046442,None
10599,102046613,None
10600,102046759,None
10601,102046939,None
10602,102047045,None
10603,102047152,None
10604,102047260,None
10605,102047411,None
10606,102047517,None
10607,102047614,None
10608,102047835,None
10609,102047975,None
10610,102048115,None
10611,102048242,None
10612,102048353,None
10613,102048514,None
10614,102048698,None
10615,102048832,None
10616,102048952,None
10617,102049088,None
10618,102049299,None
10619,102049532,None
10620,102049672,None
10621,102049855,None
10622,102050004,None
10623,102050313,None
10624,102050442,None
10625,102050586,None
10626,102050809,None
10627,102050921,None
10628,102051059,None
10629,102051213,None
10630,102051474,None
10631,102051701,None
10632,102051845,None
10633,102052044,None
10634,102052204,None
10635,102052365,None
10636,102052511,None
10637,102052639,None
10638,102052775,None
10639,102052936,None
10640,102053083,None
10641,102053279,None
10642,102053425,None
10643,102053584,None
10644,102053720,None
10645,102053859,None
10646,102054036,None
10647,102054251,None
10648,102054376,None
10649,102054502,None
10650,102054711,None
10651,102054834,None
10652,102054966,None
10653,102055107,None
10654,102055280,None
10655,102055431,None
10656,102055658,None
10657,102055803,None
10658,102056091,None
10659,102056228,None
10660,102056421,None
10661,102056570,None
10662,102056728,None
10663,102056873,None
10664,102057035,None
10665,102057208,None
10666,102057330,None
10667,102057478,None
10668,102057731,None
10669,102057898,None
10670,102058074,None
10671,102058221,None
10672,102058453,None
10673,102058594,None
10674,102058747,None
10675,102058933,None
10676,102059162,None
10677,102059393,None
10678,102059541,None
10679,102059723,None
10680,102059852,None
10681,102060016,None
10682,102060133,None
10683,102060290,None
10684,102060411,None
10685,102060569,None
10686,102060719,None
10687,102060889,None
10688,102061073,None
10689,102061217,None
10690,102061425,None
10691,102061560,None
10692,102061716,None
10693,102061853,None
10694,102062017,Balenes i dofins; manatís i vaques marineres; morses; foques
10695,102062209,None
10696,102062430,None
10697,102062744,None
10698,102062991,None
10699,102063224,None
10700,102063516,None
10701,102063662,None
10702,102063846,None
10703,102064000,None
10704,102064154,None
10705,102064338,None
10706,102064608,None
10707,102064816,None
10708,102065026,None
10709,102065263,None
10710,102065407,None
10711,102065599,None
10712,102065726,None
10713,102065932,None
10714,102066086,None
10715,102066245,None
10716,102066450,None
10717,102066707,None
10718,102066950,None
10719,102067100,None
10720,102067240,None
10721,102067462,None
10722,102067603,None
10723,102067768,None
10724,102067941,None
10725,102068206,None
10726,102068408,None
10727,102068541,None
10728,102068735,None
10729,102068974,None
10730,102069271,None
10731,102069412,None
10732,102069569,None
10733,102069701,None
10734,102069974,None
10735,102070174,None
10736,102070311,None
10737,102070430,None
10738,102070624,None
10739,102070776,None
10740,102070923,None
10741,102071028,None
10742,102071173,None
10743,102071294,None
10744,102071506,None
10745,102071636,None
10746,102071905,None
10747,102072040,None
10748,102072209,None
10749,102072355,None
10750,102072493,None
10751,102072665,None
10752,102072798,None
10753,102072953,None
10754,102073041,None
10755,102073250,None
10756,102073532,None
10757,102073679,None
10758,102073831,None
10759,102074004,None
10760,102074214,None
10761,102074367,None
10762,102074542,None
10763,102074726,None
10764,102074915,None
10765,102075296,None
10766,102075612,None
10767,102075727,None
10768,102075927,None
10769,102076196,None
10770,102076402,None
10771,102076535,None
10772,102076779,None
10773,102077023,None
10774,102077152,None
10775,102077384,None
10776,102077533,None
10777,102077658,None
10778,102077787,None
10779,102077923,None
10780,102078159,None
10781,102078292,None
10782,102078436,None
10783,102078574,None
10784,102078738,None
10785,102078882,None
10786,102079005,None
10787,102079170,None
10788,102079389,None
10789,102079706,None
10790,102079851,None
10791,102080022,None
10792,102080146,None
10793,102080291,None
10794,102080415,None
10795,102080586,None
10796,102080713,None
10797,102080934,None
10798,102081060,None
10799,102081282,None
10800,102081423,None
10801,102081571,None
10802,102081798,None
10803,102081927,None
10804,102082056,None
10805,102082190,None
10806,102082358,None
10807,102082498,None
10808,102082632,None
10809,102082791,None
10810,102083038,None
10811,102083346,"mamífers del ordre Carnívor, de règim carnívor u omnívor"
10812,102083672,None
10813,102083780,None
10814,102083863,None
10815,102084071,"Mamífer domesticat, probablement descendent del llop comú; n''existeixen moltes races"
10816,102084732,None
10817,102084861,None
10818,102085019,None
10819,102085118,None
10820,102085272,None
10821,102085374,None
10822,102085620,None
10823,102085782,None
10824,102085936,None
10825,102086079,None
10826,102086240,None
10827,102086346,None
10828,102086478,None
10829,102086646,None
10830,102086753,None
10831,102086910,None
10832,102087046,None
10833,102087122,None
10834,102087314,None
10835,102087394,None
10836,102087551,None
10837,102088094,None
10838,102088238,None
10839,102088364,None
10840,102088466,None
10841,102088632,None
10842,102088745,None
10843,102088839,None
10844,102088992,None
10845,102089078,None
10846,102089232,None
10847,102089468,None
10848,102089555,None
10849,102089725,None
10850,102089867,None
10851,102089973,None
10852,102090129,None
10853,102090253,None
10854,102090379,None
10855,102090475,None
10856,102090622,None
10857,102090721,None
10858,102090827,None
10859,102091032,None
10860,102091134,None
10861,102091244,None
10862,102091467,None
10863,102091635,None
10864,102091831,None
10865,102092002,None
10866,102092173,None
10867,102092339,None
10868,102092468,None
10869,102093056,None
10870,102093256,None
10871,102093428,None
10872,102093647,None
10873,102093754,None
10874,102093859,None
10875,102093991,None
10876,102094114,None
10877,102094258,None
10878,102094433,None
10879,102094562,None
10880,102094721,None
10881,102094931,None
10882,102095050,None
10883,102095212,None
10884,102095314,None
10885,102095412,None
10886,102095570,None
10887,102095727,None
10888,102095889,None
10889,102096051,None
10890,102096177,None
10891,102096294,None
10892,102096437,None
10893,102096585,None
10894,102096756,None
10895,102097047,None
10896,102097130,None
10897,102097209,None
10898,102097298,None
10899,102097474,None
10900,102097658,None
10901,102097786,None
10902,102097967,None
10903,102098105,None
10904,102098286,None
10905,102098413,None
10906,102098550,None
10907,102098806,None
10908,102098906,None
10909,102099029,None
10910,102099267,None
10911,102099429,None
10912,102099601,None
10913,102099712,None
10914,102099849,None
10915,102099997,None
10916,102100236,None
10917,102100399,None
10918,102100583,None
10919,102100735,None
10920,102100877,None
10921,102101006,None
10922,102101108,None
10923,102101388,None
10924,102101556,None
10925,102101670,None
10926,102101861,None
10927,102102040,None
10928,102102177,None
10929,102102318,None
10930,102102480,None
10931,102102605,None
10932,102102806,None
10933,102102973,None
10934,102103181,None
10935,102103406,None
10936,102103841,None
10937,102104029,None
10938,102104184,None
10939,102104280,None
10940,102104365,None
10941,102104523,None
10942,102104882,None
10943,102105056,None
10944,102105162,None
10945,102105251,None
10946,102105412,None
10947,102105505,None
10948,102105641,None
10949,102105855,None
10950,102106030,None
10951,102106166,None
10952,102106382,None
10953,102106550,None
10954,102106662,None
10955,102106854,None
10956,102106966,None
10957,102107142,None
10958,102107312,None
10959,102107420,None
10960,102107574,None
10961,102107683,None
10962,102107908,None
10963,102108000,None
10964,102108089,None
10965,102108254,None
10966,102108422,None
10967,102108551,None
10968,102108672,None
10969,102108915,None
10970,102109047,None
10971,102109150,None
10972,102109256,None
10973,102109391,None
10974,102109525,None
10975,102109687,None
10976,102109811,None
10977,102109961,None
10978,102110063,None
10979,102110185,None
10980,102110341,None
10981,102110532,None
10982,102110627,None
10983,102110806,None
10984,102110958,None
10985,102111129,None
10986,102111277,None
10987,102111500,None
10988,102111626,None
10989,102111889,None
10990,102112018,None
10991,102112137,None
10992,102112350,None
10993,102112497,None
10994,102112706,None
10995,102112826,None
10996,102113023,None
10997,102113186,None
10998,102113335,None
10999,102113624,None
11000,102113712,None
11001,102113799,None
11002,102113892,None
11003,102113978,None
11004,102114100,None
11005,102114367,None
11006,102114548,None
11007,102114712,None
11008,102114855,None
11009,102115012,None
11010,102115096,None
11011,102115335,None
11012,102115641,None
11013,102115775,None
11014,102115913,None
11015,102116079,None
11016,102116185,None
11017,102116322,None
11018,102116450,None
11019,102116630,None
11020,102116738,None
11021,102116959,None
11022,102117135,None
11023,102117369,None
11024,102117512,None
11025,102117646,None
11026,102117772,None
11027,102117900,None
11028,102118058,None
11029,102118176,None
11030,102118333,None
11031,102118643,None
11032,102118707,None
11033,102118854,None
11034,102119022,None
11035,102119247,None
11036,102119359,None
11037,102119477,None
11038,102119634,None
11039,102119789,None
11040,102119961,None
11041,102120079,None
11042,102120278,None
11043,102120387,None
11044,102120505,None
11045,102120692,None
11046,102120997,None
11047,102121234,None
11048,102121620,"Mamífer felí que normalment té el pèl gruixut i suau i no pot rugir; gat domèstic, gat salvatge"
11049,102121808,None
11050,102122298,None
11051,102122430,None
11052,102122510,Gat que no pertany a ningú
11053,102122580,None
11054,102122725,Gat mascle
11055,102122810,None
11056,102122878,Gat femella
11057,102122948,None
11058,102123045,None
11059,102123159,None
11060,102123242,None
11061,102123394,None
11062,102123478,None
11063,102123597,None
11064,102123785,None
11065,102123917,None
11066,102124075,None
11067,102124157,None
11068,102124313,None
11069,102124484,None
11070,102124623,None
11071,102125010,None
11072,102125081,None
11073,102125311,None
11074,102125494,None
11075,102125689,None
11076,102125872,None
11077,102126028,None
11078,102126139,None
11079,102126317,None
11080,102126465,None
11081,102126640,None
11082,102126787,None
11083,102126951,None
11084,102127052,None
11085,102127292,None
11086,102127381,None
11087,102127482,None
11088,102127586,None
11089,102127678,None
11090,102127808,None
11091,102128120,None
11092,102128385,None
11093,102128598,None
11094,102128669,None
11095,102128757,None
11096,102128925,None
11097,102129165,None
11098,102129463,None
11099,102129530,None
11100,102129604,None
11101,102129837,None
11102,102129923,None
11103,102129991,None
11104,102130086,None
11105,102130190,None
11106,102130308,None
11107,102130545,None
11108,102130795,None
11109,102130925,None
11110,102131076,None
11111,102131211,None
11112,102131418,None
11113,102131653,None
11114,102131942,None
11115,102132136,None
11116,102132320,None
11117,102132466,None
11118,102132580,None
11119,102132788,None
11120,102132974,None
11121,102133161,None
11122,102133400,None
11123,102133512,None
11124,102133704,None
11125,102133902,None
11126,102134084,None
11127,102134240,None
11128,102134418,None
11129,102134589,None
11130,102134971,None
11131,102135220,None
11132,102135486,None
11133,102135610,None
11134,102135726,None
11135,102135844,None
11136,102135981,None
11137,102136103,None
11138,102136285,None
11139,102136452,None
11140,102136623,None
11141,102136794,None
11142,102136901,None
11143,102137015,None
11144,102137172,None
11145,102137302,None
11146,102137428,None
11147,102137549,None
11148,102137722,None
11149,102137888,None
11150,102138042,None
11151,102138169,None
11152,102138323,None
11153,102138441,None
11154,102138647,None
11155,102138777,None
11156,102138921,None
11157,102139199,None
11158,102139479,None
11159,102139671,None
11160,102139914,None
11161,102140049,None
11162,102140179,None
11163,102140268,None
11164,102140357,None
11165,102140491,None
11166,102140719,None
11167,102140858,None
11168,102140970,None
11169,102141306,None
11170,102141611,None
11171,102141713,None
11172,102142064,None
11173,102142295,None
11174,102142407,None
11175,102142575,None
11176,102142734,None
11177,102142898,None
11178,102142993,None
11179,102143142,None
11180,102143293,None
11181,102143439,None
11182,102143594,None
11183,102143759,None
11184,102143891,None
11185,102144110,None
11186,102144251,None
11187,102144442,None
11188,102144593,None
11189,102144792,None
11190,102144936,None
11191,102145084,None
11192,102145424,None
11193,102145767,None
11194,102145910,None
11195,102146064,None
11196,102146201,None
11197,102146371,None
11198,102146526,None
11199,102146700,None
11200,102146879,None
11201,102147034,None
11202,102147173,None
11203,102147328,None
11204,102147452,None
11205,102147591,None
11206,102147747,None
11207,102147947,None
11208,102148088,None
11209,102148245,None
11210,102148377,None
11211,102148512,None
11212,102148698,None
11213,102148835,None
11214,102148991,None
11215,102149136,None
11216,102149297,None
11217,102149420,None
11218,102149653,None
11219,102149861,None
11220,102150016,None
11221,102150134,None
11222,102150306,None
11223,102150482,None
11224,102150730,None
11225,102150885,None
11226,102151108,None
11227,102151230,None
11228,102151448,None
11229,102151625,Part del cos que certs animals utilitzen per volar
11230,102151940,None
11231,102152064,None
11232,102152212,None
11233,102152446,None
11234,102152559,None
11235,102152740,None
11236,102152881,Animal que ha estat caçat
11237,102152991,Animal caçat per menjar o per esport
11238,102153109,None
11239,102153203,None
11240,102153445,"Peu d''un vertebrat, però no d''un humà. Part terminal de l''extremitat inferior dels vertebrats"
11241,102153712,None
11242,102153809,None
11243,102153959,Final corni dels peus dels animals ungulats
11244,102154133,None
11245,102154264,None
11246,102154416,None
11247,102154620,None
11248,102154742,None
11249,102154824,None
11250,102155014,None
11251,102155206,None
11252,102155313,None
11253,102155448,None
11254,102155678,None
11255,102155872,None
11256,102156031,None
11257,102156140,None
11258,102156320,None
11259,102156413,None
11260,102156532,None
11261,102156732,None
11262,102156871,None
11263,102157206,None
11264,102157285,L''home és bípede
11265,102157415,None
11266,102157557,"Part posterior del cos d''un vertebrat, especialment quan és allargada i es prolonga més enllà del tronc"
11267,102157954,None
11268,102158066,Cua curta d''alguns animals o que ha estat tallada
11269,102158213,None
11270,102158354,None
11271,102158494,None
11272,102158619,None
11273,102158739,None
11274,102158846,None
11275,102158972,None
11276,102159117,None
11277,102159271,None
11278,102159955,petits artròpodes que respiren aire
11279,102160947,None
11280,102161078,None
11281,102161225,None
11282,102161338,None
11283,102161457,None
11284,102161588,None
11285,102161737,None
11286,102161944,None
11287,102162235,None
11288,102162404,None
11289,102162561,None
11290,102162831,None
11291,102163008,None
11292,102163144,None
11293,102163297,None
11294,102163616,None
11295,102163763,None
11296,102163982,None
11297,102164464,None
11298,102164973,None
11299,102165105,None
11300,102165247,None
11301,102165456,None
11302,102165754,None
11303,102165877,None
11304,102166024,None
11305,102166229,None
11306,102166436,None
11307,102166567,None
11308,102166674,None
11309,102166826,None
11310,102166986,None
11311,102167151,None
11312,102167375,None
11313,102167505,None
11314,102167645,None
11315,102167820,None
11316,102167944,None
11317,102168121,None
11318,102168245,None
11319,102168427,None
11320,102168542,None
11321,102168699,None
11322,102168876,None
11323,102169023,None
11324,102169218,None
11325,102169345,None
11326,102169497,None
11327,102169705,None
11328,102169833,None
11329,102169974,None
11330,102170269,None
11331,102170400,None
11332,102170599,None
11333,102170738,None
11334,102170848,None
11335,102170993,None
11336,102171164,None
11337,102171254,None
11338,102171453,None
11339,102171633,None
11340,102171869,None
11341,102172182,None
11342,102172387,None
11343,102172518,None
11344,102172678,None
11345,102172761,None
11346,102172870,None
11347,102173113,None
11348,102173240,None
11349,102173373,None
11350,102173571,None
11351,102173784,None
11352,102174001,None
11353,102174153,None
11354,102174355,None
11355,102174521,None
11356,102174659,None
11357,102174870,None
11358,102175014,None
11359,102175263,None
11360,102175440,None
11361,102175569,None
11362,102175791,None
11363,102175916,None
11364,102176073,None
11365,102176261,None
11366,102176439,None
11367,102176611,None
11368,102176747,None
11369,102176916,None
11370,102177068,None
11371,102177196,None
11372,102177376,None
11373,102177506,None
11374,102177644,None
11375,102177775,None
11376,102177972,None
11377,102178244,None
11378,102178411,None
11379,102178563,None
11380,102178717,None
11381,102178886,None
11382,102179012,None
11383,102179192,None
11384,102179340,None
11385,102179429,None
11386,102179714,None
11387,102179891,None
11388,102180046,None
11389,102180233,None
11390,102180427,None
11391,102180742,None
11392,102180875,None
11393,102181013,None
11394,102181235,None
11395,102181477,None
11396,102181599,None
11397,102181724,None
11398,102181863,None
11399,102182045,None
11400,102182220,None
11401,102182355,None
11402,102182498,None
11403,102182642,None
11404,102182796,None
11405,102182930,None
11406,102183096,None
11407,102183353,None
11408,102183507,None
11409,102183697,None
11410,102183857,None
11411,102184114,None
11412,102184270,None
11413,102184473,None
11414,102184589,None
11415,102184720,None
11416,102184881,None
11417,102185007,None
11418,102185167,None
11419,102185337,None
11420,102185481,None
11421,102185694,None
11422,102185814,None
11423,102185973,None
11424,102186153,None
11425,102186399,None
11426,102186586,None
11427,102186717,None
11428,102186834,None
11429,102187022,None
11430,102187150,None
11431,102187279,None
11432,102187427,None
11433,102187554,None
11434,102187759,None
11435,102187900,None
11436,102188065,None
11437,102188699,None
11438,102189214,None
11439,102189363,None
11440,102189535,None
11441,102189670,None
11442,102189822,None
11443,102190015,None
11444,102190166,None
11445,102190465,None
11446,102190648,None
11447,102190790,None
11448,102190963,None
11449,102191131,None
11450,102191273,None
11451,102191449,None
11452,102191617,None
11453,102191773,None
11454,102191979,None
11455,102192127,None
11456,102192252,None
11457,102192388,None
11458,102192513,None
11459,102192673,None
11460,102192814,None
11461,102193009,None
11462,102193163,None
11463,102193357,None
11464,102193496,None
11465,102193665,None
11466,102193799,None
11467,102193955,None
11468,102194078,None
11469,102194249,None
11470,102194414,None
11471,102194599,None
11472,102194750,None
11473,102194887,None
11474,102195091,None
11475,102195257,None
11476,102195403,None
11477,102195526,None
11478,102195693,None
11479,102195819,None
11480,102195996,None
11481,102196119,None
11482,102196344,None
11483,102196542,None
11484,102196761,None
11485,102196896,None
11486,102197048,None
11487,102197185,None
11488,102197413,None
11489,102197545,None
11490,102197689,None
11491,102197877,None
11492,102198021,None
11493,102198129,None
11494,102198332,None
11495,102198532,None
11496,102198714,None
11497,102198859,None
11498,102198996,None
11499,102199170,None
11500,102199352,None
11501,102199502,None
11502,102199712,None
11503,102199999,None
11504,102200198,None
11505,102200509,None
11506,102200630,None
11507,102200705,None
11508,102200850,None
11509,102201000,None
11510,102201252,None
11511,102201497,None
11512,102201626,None
11513,102201758,None
11514,102202006,None
11515,102202124,None
11516,102202287,None
11517,102202509,None
11518,102202678,None
11519,102202878,None
11520,102203008,None
11521,102203152,None
11522,102203332,None
11523,102203457,None
11524,102203592,None
11525,102203739,None
11526,102203978,None
11527,102204084,None
11528,102204249,None
11529,102204460,None
11530,102204585,None
11531,102204722,None
11532,102204907,None
11533,102205095,None
11534,102205219,None
11535,102205383,None
11536,102205523,None
11537,102205673,None
11538,102205896,None
11539,102206270,None
11540,102206624,None
11541,102206856,None
11542,102207179,None
11543,102207345,None
11544,102207449,None
11545,102207647,None
11546,102207805,None
11547,102207942,None
11548,102208143,None
11549,102208280,None
11550,102208498,None
11551,102208848,None
11552,102208979,None
11553,102209111,None
11554,102209230,None
11555,102209354,None
11556,102209508,None
11557,102209624,None
11558,102209755,None
11559,102209964,None
11560,102210096,None
11561,102210291,None
11562,102210427,None
11563,102210567,None
11564,102210728,None
11565,102210921,None
11566,102211099,None
11567,102211283,None
11568,102211444,None
11569,102211627,None
11570,102211773,None
11571,102211896,None
11572,102212062,None
11573,102212323,None
11574,102212602,None
11575,102212811,None
11576,102212958,None
11577,102213107,None
11578,102213239,None
11579,102213362,None
11580,102213543,None
11581,102213663,None
11582,102213788,None
11583,102213967,None
11584,102214096,None
11585,102214203,None
11586,102214341,None
11587,102214499,None
11588,102214660,None
11589,102214773,None
11590,102214972,None
11591,102215161,None
11592,102215334,None
11593,102215496,None
11594,102215621,None
11595,102215770,None
11596,102215941,None
11597,102216066,None
11598,102216211,None
11599,102216365,None
11600,102216547,None
11601,102216740,None
11602,102216924,None
11603,102217050,None
11604,102217201,None
11605,102217334,None
11606,102217563,None
11607,102217839,None
11608,102217997,None
11609,102218134,None
11610,102218235,None
11611,102218371,None
11612,102218563,None
11613,102218713,None
11614,102218912,None
11615,102219015,None
11616,102219234,None
11617,102219486,None
11618,102219901,None
11619,102220055,None
11620,102220225,None
11621,102220393,None
11622,102220518,None
11623,102220676,None
11624,102220804,None
11625,102220960,None
11626,102221083,None
11627,102221240,None
11628,102221414,None
11629,102221571,None
11630,102221715,None
11631,102221820,None
11632,102222035,None
11633,102222199,None
11634,102222321,None
11635,102222459,None
11636,102222582,None
11637,102222718,None
11638,102223009,None
11639,102223151,None
11640,102223266,None
11641,102223520,None
11642,102223694,None
11643,102223901,None
11644,102224023,None
11645,102224141,None
11646,102224323,None
11647,102224466,None
11648,102224713,None
11649,102224937,None
11650,102225081,None
11651,102225231,None
11652,102225407,None
11653,102225577,None
11654,102225798,None
11655,102225959,None
11656,102226183,None
11657,102226429,None
11658,102226598,None
11659,102226821,None
11660,102226970,None
11661,102227119,None
11662,102227247,None
11663,102227430,None
11664,102227604,None
11665,102227773,None
11666,102227966,None
11667,102228215,None
11668,102228341,None
11669,102228565,None
11670,102228697,None
11671,102228874,None
11672,102229023,None
11673,102229156,None
11674,102229385,None
11675,102229544,None
11676,102229765,None
11677,102229867,None
11678,102230023,None
11679,102230187,None
11680,102230355,None
11681,102230480,None
11682,102230634,None
11683,102230782,None
11684,102231052,None
11685,102231307,None
11686,102231487,None
11687,102231680,None
11688,102231803,None
11689,102231930,None
11690,102232086,None
11691,102232223,None
11692,102232408,None
11693,102232606,None
11694,102232951,None
11695,102233096,None
11696,102233338,None
11697,102233577,None
11698,102233767,None
11699,102233943,None
11700,102234181,None
11701,102234355,None
11702,102234570,None
11703,102234719,None
11704,102234848,None
11705,102235078,None
11706,102235205,None
11707,102235321,None
11708,102235465,None
11709,102235575,None
11710,102235761,None
11711,102235911,None
11712,102236044,None
11713,102236241,None
11714,102236355,None
11715,102236495,None
11716,102236896,None
11717,102237239,None
11718,102237424,None
11719,102237581,None
11720,102237730,None
11721,102237868,None
11722,102238113,None
11723,102238235,None
11724,102238358,None
11725,102238474,None
11726,102238594,None
11727,102238743,None
11728,102238887,None
11729,102239073,None
11730,102239192,None
11731,102239347,None
11732,102239528,None
11733,102239659,None
11734,102239774,None
11735,102239934,None
11736,102240068,None
11737,102240223,None
11738,102240377,None
11739,102240517,None
11740,102240706,None
11741,102240852,None
11742,102241008,None
11743,102241184,None
11744,102241426,None
11745,102241569,None
11746,102241799,None
11747,102242004,None
11748,102242137,None
11749,102242293,None
11750,102242455,None
11751,102242669,None
11752,102242816,None
