askatasun	4	delitu txikiak egin dituztenek askatasuna lortuko lukete, baita legez kanpoko emigranteek ere	n	eus-30-13991823-n
argi	11	landarea argi aldera okertu ohi da	n	eus-30-13983304-n
eraso	17	azken garaiotan, gerrillari txetxeniarren erasoak ugaldu egin dira	n	eus-30-01237167-n
gatazka	6	egitasmo politiko guztiak errespetatuz eta onartuz, euskal alderdi guztien arteko elkarrizketa eta negoziazioaren bidez konpondu beharreko gatazka politiko bat dela onartzea	n	eus-30-13980845-n
gerra	3	hezkuntza baita gerra honen beste fronteetako bat	n	eus-30-13980845-n
biolentzia	3	Jaurlaritzak ez du biolentzia egoera aprobetxatuko alderdien haustura suspertzeko	n	eus-30-13979977-n
indarkeria	4	indarkeriarik gabeko egoera bat eratzeko eta euskal alderdi politiko guztien foro bat osatzeko eskatu zuen	n	eus-30-13979977-n
bortizkeria	1	Hego Euskal Herrian dagoen bortizkeria egoera azpimarratu zuen	n	eus-30-13979977-n
istilu	23	han gertatu ziren istiluak benetako gerra izan zirela agertu zuten atzo Israelgo iturri militarrek	n	eus-30-13972797-n
ados	0	EAJko kideak abertzaleen arteko adostasuna aldarrikatu zuen, distentsioa ahalbidetzeko	n	eus-30-13971065-n
su-eten	1	Estatuak ETAk su-etena apurtu ondoren sortutako eszenatokiari beldurrik ez diola esan zuen	n	eus-30-13970912-n
bake	3	nire desiorik handiena gerra guztiak amaitu eta denok bakean bizi ahal izatea da	n	eus-30-13970236-n
bake	2	pisukideak bakean bizi dira elkarrekin	n	eus-30-13969700-n
bake	7	bakea nahi dutenen arteko elkarrizketa abiatu eta konponbide politikoak behar direla aldarrikatu du	n	eus-30-13969101-n
langabezia	1	Europa soziala aldarrikatu zuen Lertxundik: langabezia eta ezegonkortasunik gabekoa	n	eus-30-13968308-n
enplegu	1	hartutako neurriek justizia soziala, enpleguaren garapena, ingurugiroaren babesa eta sistema sinplifikatzea helburu dituztela adierazi zuen Fabiusek	n	eus-30-13968092-n
lan	9	lanak gora egin du azken hilabetean	n	eus-30-13968092-n
bizi	10	herrira itzuli eta neure bizia goitik behera aldatu nuen	n	eus-30-13963192-n
bizitza	12	Espainiako bizitza politikoa nahasten ari zen unetik unera	n	eus-30-13963192-n
heriotza	5	bizia heriotza baino indartsuagoa da	n	eus-30-13962498-n
bizi	11	Kremlinen arabera 13 soldaduk galdu dute bizia	n	eus-30-13961642-n
bizitza	5	sistema hori egokia izango da babes zibileko larrialdietarako pertsonen bizitza edo osotasuna arriskuan dagoenean arreta koordinatua eta eraginkorra eskaintzen bada	n	eus-30-13961642-n
bizitza	4	zenbaitek beharrezkoa ikusten du ohiturak ezagutzea eta aztertzea inkesta, estatistika eta ikerketa soziologikoen bidez, kaleko eta baserrietako bizitza bera bilduz	n	eus-30-13961399-n
